accepted_flash_event,accepted_flash_event_count,adaptive_amplitude,adaptive_high,adaptive_low,agent_id,brightness_mean,brightness_used,detection_mode,detector_episode_latch_enabled,detector_reject_reason,duplicate_suppressed_count,elapsed_time_s,estimated_frequency_hz,event_type,frame_index,full_frame_mean,last_rising_edge_time_s,latch_off_threshold,latch_on_threshold,local_contrast,local_contrast_ratio,norm_off_threshold,norm_on_threshold,normalized_signal,periodicity_confidence,raw_brightness,rising_edge,rising_edge_count,roi,roi_id,roi_mean,roi_median_brightness,roi_top_percentile_brightness,signal_frequency_hz,signal_norm,signal_quality,source_agent_id,state,t_s,threshold_off,threshold_on,timestamp_s,top_percentile_brightness,use_adaptive
False,0,0.0,1.0,0.0,V0,50.0,50.0,local_contrast,False,,0,0.3947158440005296,0.0,,1,186.42,,0.35,0.65,50.0,0.2475,0.35,0.65,0.0,0.0,50.0,False,0,"{'x': 18, 'y': 107, 'width': 227, 'height': 226}",0,212.82,201.0,251.0,0.0,0.0,0.0,V0,OFF,2e-06,120.0,180.0,10141.158837358,251.0,True
False,0,0.0,1.0,0.0,V1,69.0,69.0,local_contrast,False,,0,0.3947158440005296,0.0,,1,186.42,,0.35,0.65,69.0,0.369,0.35,0.65,0.0,0.0,69.0,False,0,"{'x': 378, 'y': 112, 'width': 262, 'height': 256}",1,200.92,186.0,255.0,0.0,0.0,0.0,V1,OFF,2e-06,120.0,180.0,10141.158837358,255.0,True
False,0,0.0,1.0,0.0,V0,24.0,24.0,local_contrast,False,,0,0.5412777040000947,0.0,,2,80.31,,0.35,0.65,24.0,0.2727,0.35,0.65,0.0,0.0,24.0,False,0,"{'x': 18, 'y': 107, 'width': 227, 'height': 226}",0,87.98,87.0,111.0,0.0,0.0,0.0,V0,OFF,0.537495,120.0,180.0,10141.305399218,111.0,True
False,0,0.0,1.0,0.0,V1,13.0,13.0,local_contrast,False,,0,0.5412777040000947,0.0,,2,80.31,,0.35,0.65,13.0,0.2,0.35,0.65,0.0,0.0,13.0,False,0,"{'x': 378, 'y': 112, 'width': 262, 'height': 256}",1,64.55,64.0,77.0,0.0,0.0,0.0,V1,OFF,0.537495,120.0,180.0,10141.305399218,77.0,True
False,0,0.0,1.0,0.0,V0,26.0,26.0,local_contrast,False,,0,0.6413610079998762,0.0,,3,107.02,,0.35,0.65,26.0,0.2241,0.35,0.65,0.0,0.0,26.0,False,0,"{'x': 18, 'y': 107, 'width': 227, 'height': 226}",0,116.33,115.0,141.0,0.0,0.0,0.0,V0,OFF,0.635893,120.0,180.0,10141.405482522,141.0,True
False,0,0.0,1.0,0.0,V1,13.0,13.0,local_contrast,False,,0,0.6413610079998762,0.0,,3,107.02,,0.35,0.65,13.0,0.1444,0.35,0.65,0.0,0.0,13.0,False,0,"{'x': 378, 'y': 112, 'width': 262, 'height': 256}",1,89.45,89.0,102.0,0.0,0.0,0.0,V1,OFF,0.635893,120.0,180.0,10141.405482522,102.0,True
False,0,0.0,1.0,0.0,V0,25.0,25.0,local_contrast,False,,0,0.6748508400014543,0.0,,4,123.14,,0.35,0.65,25.0,0.188,0.35,0.65,0.0,0.0,25.0,False,0,"{'x': 18, 'y': 107, 'width': 227, 'height': 226}",0,132.6,132.0,157.0,0.0,0.0,0.0,V0,OFF,0.654345,120.0,180.0,10141.438972354,157.0,True
False,0,0.0,1.0,0.0,V1,14.0,14.0,local_contrast,False,,0,0.6748508400014543,0.0,,4,123.14,,0.35,0.65,14.0,0.1321,0.35,0.65,0.0,0.0,14.0,False,0,"{'x': 378, 'y': 112, 'width': 262, 'height': 256}",1,104.91,105.0,119.0,0.0,0.0,0.0,V1,OFF,0.654345,120.0,180.0,10141.438972354,119.0,True
False,0,0.0,1.0,0.0,V0,26.0,26.0,local_contrast,False,,0,0.7081985960012389,0.0,,5,134.49,,0.35,0.65,26.0,0.1806,0.35,0.65,0.0,0.0,26.0,False,0,"{'x': 18, 'y': 107, 'width': 227, 'height': 226}",0,144.03,143.0,169.0,0.0,0.0,0.0,V0,OFF,0.687814,120.0,180.0,10141.47232011,169.0,True
False,0,0.0,1.0,0.0,V1,14.0,14.0,local_contrast,False,,0,0.7081985960012389,0.0,,5,134.49,,0.35,0.65,14.0,0.1197,0.35,0.65,0.0,0.0,14.0,False,0,"{'x': 378, 'y': 112, 'width': 262, 'height': 256}",1,116.08,116.0,130.0,0.0,0.0,0.0,V1,OFF,0.687814,120.0,180.0,10141.47232011,130.0,True
False,0,0.0,1.0,0.0,V0,52.0,52.0,local_contrast,False,,0,0.9080984790016373,0.0,,6,176.06,,0.35,0.65,52.0,0.268,0.35,0.65,0.0,0.0,52.0,False,0,"{'x': 18, 'y': 107, 'width': 227, 'height': 226}",0,204.78,193.0,245.0,0.0,0.0,0.0,V0,OFF,0.883267,120.0,180.0,10141.672219993,245.0,True
False,0,0.0,1.0,0.0,V1,76.0,76.0,local_contrast,False,,0,0.9080984790016373,0.0,,6,176.06,,0.35,0.65,76.0,0.4222,0.35,0.65,0.0,0.0,76.0,False,0,"{'x': 378, 'y': 112, 'width': 262, 'height': 256}",1,194.77,179.0,255.0,0.0,0.0,0.0,V1,OFF,0.883267,120.0,180.0,10141.672219993,255.0,True
False,0,0.0,1.0,0.0,V0,53.0,53.0,local_contrast,False,,0,0.974763508000251,0.0,,7,162.17,,0.35,0.65,53.0,0.2928,0.35,0.65,0.0,0.0,53.0,False,0,"{'x': 18, 'y': 107, 'width': 227, 'height': 226}",0,192.27,180.0,233.0,0.0,0.0,0.0,V0,OFF,0.948231,120.0,180.0,10141.738885022,233.0,True
False,0,0.0,1.0,0.0,V1,77.0,77.0,local_contrast,False,,0,0.974763508000251,0.0,,7,162.17,,0.35,0.65,77.0,0.4611,0.35,0.65,0.0,0.0,77.0,False,0,"{'x': 378, 'y': 112, 'width': 262, 'height': 256}",1,180.79,166.0,243.0,0.0,0.0,0.0,V1,OFF,0.948231,120.0,180.0,10141.738885022,243.0,True
False,0,0.0,1.0,0.0,V0,58.0,58.0,local_contrast,False,,0,1.0082638220010267,0.0,,8,151.63,,0.35,0.65,58.0,0.3372,0.35,0.65,0.0,0.0,58.0,False,0,"{'x': 18, 'y': 107, 'width': 227, 'height': 226}",0,184.21,171.0,229.0,0.0,0.0,0.0,V0,OFF,0.988741,120.0,180.0,10141.772385336,229.0,True
False,0,0.0,1.0,0.0,V1,79.0,79.0,local_contrast,False,,0,1.0082638220010267,0.0,,8,151.63,,0.35,0.65,79.0,0.5064,0.35,0.65,0.0,0.0,79.0,False,0,"{'x': 378, 'y': 112, 'width': 262, 'height': 256}",1,169.9,155.0,234.0,0.0,0.0,0.0,V1,OFF,0.988741,120.0,180.0,10141.772385336,234.0,True
False,0,0.0,1.0,0.0,V0,62.0,62.0,local_contrast,False,,0,1.0416166330014676,0.0,,9,129.74,,0.35,0.65,62.0,0.378,0.35,0.65,0.0,0.0,62.0,False,0,"{'x': 18, 'y': 107, 'width': 227, 'height': 226}",0,177.2,163.0,225.0,0.0,0.0,0.0,V0,OFF,1.022265,120.0,180.0,10141.805738147,225.0,True
False,0,0.0,1.0,0.0,V1,11.0,11.0,local_contrast,False,,0,1.0416166330014676,0.0,,9,129.74,,0.35,0.65,11.0,0.1019,0.35,0.65,0.0,0.0,11.0,False,0,"{'x': 378, 'y': 112, 'width': 262, 'height': 256}",1,105.53,107.0,118.0,0.0,0.0,0.0,V1,OFF,1.022265,120.0,180.0,10141.805738147,118.0,True
True,1,37.4,62.3,24.9,V0,65.0,65.0,local_contrast,False,,0,1.0749902040006418,0.0,leader_rising_edge,10,122.48,10141.839111718,0.35,0.65,65.0,0.414,0.35,0.65,1.0,0.0,65.0,True,1,"{'x': 18, 'y': 107, 'width': 227, 'height': 226}",0,171.25,156.0,221.0,0.0,1.0,0.9122,V0,ON,1.055004,120.0,180.0,10141.839111718,221.0,True
False,0,64.4,77.2,12.8,V1,13.0,13.0,local_contrast,False,,0,1.0749902040006418,0.0,,10,122.48,,0.35,0.65,13.0,0.134,0.35,0.65,0.0031,0.0,13.0,False,0,"{'x': 378, 'y': 112, 'width': 262, 'height': 256}",1,95.75,96.0,109.0,0.0,0.0031,0.9471,V1,OFF,1.055004,120.0,180.0,10141.839111718,109.0,True
False,1,40.0,65.0,25.0,V0,65.0,65.0,local_contrast,False,,0,1.1082902180005476,0.0,,11,119.24,10141.839111718,0.35,0.65,65.0,0.4248,0.35,0.65,1.0,0.0,65.0,False,1,"{'x': 18, 'y': 107, 'width': 227, 'height': 226}",0,166.55,152.0,217.0,0.0,1.0,0.9756,V0,ON,1.088933,120.0,180.0,10141.872411732,217.0,True
