agent_id,fire_count,flash_on,frequency_hz,phase_rad,pi_flash_events_consumed,received_neighbour_events,role,t_s,topology
V1,55,1,1.556082,1.684086,57,113,virtual,30.738332,all_to_all
P0,57,0,1.554337,1.201179,,2,pi,30.738332,all_to_all
V0,56,0,1.550835,3.546097,57,112,virtual,30.97037,all_to_all
V1,55,0,1.550835,3.546094,57,113,virtual,30.97037,all_to_all
P0,57,0,1.551704,3.443825,,0,pi,30.97037,all_to_all
V0,56,0,1.545118,5.712783,57,112,virtual,31.203262,all_to_all
V1,55,0,1.545118,5.71278,57,113,virtual,31.203262,all_to_all
P0,57,0,1.548801,5.681759,,0,pi,31.203262,all_to_all
V0,57,1,1.540175,1.284151,58,114,virtual,31.404198,all_to_all
V1,56,1,1.540175,1.284148,58,115,virtual,31.404198,all_to_all
P0,58,0,1.547269,1.336674,,0,pi,31.404198,all_to_all
V0,57,0,1.53378,3.456221,58,114,virtual,31.63754,all_to_all
V1,56,0,1.53378,3.456219,58,115,virtual,31.63754,all_to_all
P0,58,0,1.545003,3.589262,,0,pi,31.63754,all_to_all
V0,57,0,1.527883,5.625027,58,114,virtual,31.870262,all_to_all
V1,56,0,1.527883,5.625025,58,115,virtual,31.870262,all_to_all
P0,58,0,1.543112,5.837917,,0,pi,31.870262,all_to_all
V0,58,1,1.523808,1.197421,59,116,virtual,32.070437,all_to_all
V1,57,1,1.523808,1.19742,59,117,virtual,32.070437,all_to_all
P0,59,0,1.542163,1.489948,,0,pi,32.070437,all_to_all
V0,58,0,1.52149,3.057262,59,116,virtual,32.27123,all_to_all
V1,57,0,1.52149,3.05726,59,117,virtual,32.27123,all_to_all
P0,59,0,1.539889,3.341053,,0,pi,32.27123,all_to_all
V0,58,0,1.519689,5.22939,59,116,virtual,32.503859,all_to_all
V1,57,0,1.519689,5.229389,59,117,virtual,32.503859,all_to_all
P0,59,0,1.536147,5.368204,,0,pi,32.503859,all_to_all
V0,59,1,1.518228,1.119154,60,118,virtual,32.743663,all_to_all
V1,58,1,1.518228,1.119153,60,119,virtual,32.743663,all_to_all
P0,60,0,1.533524,1.231673,,0,pi,32.743663,all_to_all
V0,59,0,1.515455,3.266039,60,118,virtual,32.971772,all_to_all
V1,58,0,1.515455,3.266038,60,119,virtual,32.971772,all_to_all
P0,60,0,1.531648,3.235141,,0,pi,32.971772,all_to_all
V0,59,0,1.512303,5.398673,60,118,virtual,33.2042,all_to_all
V1,58,0,1.512303,5.398672,60,119,virtual,33.2042,all_to_all
P0,60,0,1.531,5.317448,,0,pi,33.2042,all_to_all
V0,60,1,1.509411,1.246464,61,120,virtual,33.441421,all_to_all
V1,59,1,1.509411,1.246464,61,121,virtual,33.441421,all_to_all
P0,61,0,1.530763,1.223784,,2,pi,33.441421,all_to_all
V0,60,0,1.506854,3.372544,61,120,virtual,33.671927,all_to_all
V1,59,0,1.506854,3.372543,61,121,virtual,33.671927,all_to_all
P0,61,0,1.530677,3.375636,,0,pi,33.671927,all_to_all
V0,60,0,1.504638,5.497066,61,120,virtual,33.904497,all_to_all
V1,59,0,1.504638,5.497066,61,121,virtual,33.904497,all_to_all
P0,61,0,1.530698,5.581292,,0,pi,33.904497,all_to_all
V0,61,1,1.502983,1.034318,62,122,virtual,34.106162,all_to_all
V1,60,1,1.502983,1.034318,62,123,virtual,34.106162,all_to_all
P0,62,0,1.53072,1.225191,,0,pi,34.106162,all_to_all
V0,61,0,1.501281,3.156291,62,122,virtual,34.339135,all_to_all
V1,60,0,1.501281,3.15629,62,123,virtual,34.339135,all_to_all
P0,62,0,1.529761,3.367859,,0,pi,34.339135,all_to_all
V0,61,0,1.499813,5.281023,62,122,virtual,34.57141,all_to_all
V1,60,0,1.499813,5.281023,62,123,virtual,34.57141,all_to_all
P0,62,0,1.527344,5.385971,,0,pi,34.57141,all_to_all
V0,62,1,1.498412,1.431653,64,125,virtual,34.772444,all_to_all
V1,61,1,1.498412,1.431653,64,126,virtual,34.772444,all_to_all
P0,64,1,1.525901,0.904218,,0,pi,34.772444,all_to_all
V0,62,0,1.49783,2.635617,64,125,virtual,34.972776,all_to_all
V1,61,0,1.49783,2.635617,64,126,virtual,34.972776,all_to_all
P0,64,0,1.524058,2.720682,,0,pi,34.972776,all_to_all
V0,62,0,1.497064,4.429328,64,125,virtual,35.172823,all_to_all
V1,61,0,1.497064,4.429328,64,126,virtual,35.172823,all_to_all
P0,64,0,1.52139,4.534145,,0,pi,35.172823,all_to_all
V0,63,1,1.496129,0.539582,65,127,virtual,35.477248,all_to_all
V1,62,1,1.496129,0.539581,65,128,virtual,35.477248,all_to_all
P0,65,0,1.518238,1.056777,,0,pi,35.477248,all_to_all
V0,63,0,1.493997,2.661503,65,127,virtual,35.706554,all_to_all
V1,62,0,1.493997,2.661503,65,128,virtual,35.706554,all_to_all
P0,65,0,1.512757,3.09645,,0,pi,35.706554,all_to_all
V0,63,0,1.491094,5.098723,65,127,virtual,35.938873,all_to_all
V1,62,0,1.491094,5.098723,65,128,virtual,35.938873,all_to_all
P0,65,0,1.502664,5.063165,,0,pi,35.938873,all_to_all
V0,64,1,1.489137,0.951052,66,129,virtual,36.212788,all_to_all
V1,63,1,1.489137,0.951052,66,130,virtual,36.212788,all_to_all
P0,66,0,1.495295,1.18333,,0,pi,36.212788,all_to_all
V0,64,0,1.488936,3.3786,66,129,virtual,36.440171,all_to_all
V1,63,0,1.488936,3.3786,66,130,virtual,36.440171,all_to_all
P0,66,0,1.490858,3.119147,,0,pi,36.440171,all_to_all
V0,64,0,1.489197,5.196819,66,129,virtual,36.672699,all_to_all
V1,63,0,1.489197,5.196819,66,130,virtual,36.672699,all_to_all
P0,66,0,1.490347,5.1681,,0,pi,36.672699,all_to_all
V0,65,1,1.4892,1.037837,67,131,virtual,36.911665,all_to_all
V1,64,1,1.4892,1.037836,67,132,virtual,36.911665,all_to_all
P0,67,0,1.490542,1.034583,,2,pi,36.911665,all_to_all
V0,65,0,1.487748,3.146704,67,131,virtual,37.140524,all_to_all
V1,64,0,1.487748,3.146704,67,132,virtual,37.140524,all_to_all
P0,67,0,1.491045,3.131155,,0,pi,37.140524,all_to_all
V0,65,0,1.486021,5.249411,67,131,virtual,37.373032,all_to_all
V1,64,0,1.486021,5.249411,67,132,virtual,37.373032,all_to_all
P0,67,0,1.491563,5.30096,,0,pi,37.373032,all_to_all
V0,66,1,1.484347,1.070145,68,133,virtual,37.618796,all_to_all
V1,65,1,1.484347,1.070145,68,134,virtual,37.618796,all_to_all
P0,68,0,1.491903,1.321455,,0,pi,37.618796,all_to_all
V0,66,0,1.481256,3.162778,68,133,virtual,37.840991,all_to_all
V1,65,0,1.481256,3.162778,68,134,virtual,37.840991,all_to_all
P0,68,0,1.487822,3.302883,,0,pi,37.840991,all_to_all
V0,66,0,1.477781,5.247472,68,133,virtual,38.073496,all_to_all
V1,65,0,1.477781,5.247472,68,134,virtual,38.073496,all_to_all
P0,68,0,1.481579,5.319142,,0,pi,38.073496,all_to_all
V0,67,1,1.474457,1.047192,69,135,virtual,38.310236,all_to_all
V1,66,1,1.474457,1.047192,69,136,virtual,38.310236,all_to_all
P0,69,0,1.476581,1.105192,,2,pi,38.310236,all_to_all
V0,67,0,1.468563,3.120852,69,135,virtual,38.541102,all_to_all
V1,66,0,1.468563,3.120852,69,136,virtual,38.541102,all_to_all
P0,69,0,1.475666,3.168774,,0,pi,38.541102,all_to_all
V0,67,0,1.461996,5.181738,69,135,virtual,38.773669,all_to_all
V1,66,0,1.461996,5.181738,69,136,virtual,38.773669,all_to_all
P0,69,0,1.477617,5.307659,,0,pi,38.773669,all_to_all
V0,68,1,1.456002,0.95096,70,137,virtual,39.014448,all_to_all
V1,67,1,1.456002,0.95096,70,138,virtual,39.014448,all_to_all
P0,70,0,1.479295,1.259398,,0,pi,39.014448,all_to_all
V0,68,0,1.450782,3.00476,70,137,virtual,39.241633,all_to_all
V1,67,0,1.450782,3.00476,70,138,virtual,39.241633,all_to_all
P0,70,0,1.47762,3.273962,,0,pi,39.241633,all_to_all
V0,68,0,1.446293,5.055874,70,137,virtual,39.474164,all_to_all
V1,67,0,1.446293,5.055874,70,138,virtual,39.474164,all_to_all
P0,70,0,1.473562,5.27674,,0,pi,39.474164,all_to_all
V0,69,1,1.442446,0.818944,71,139,virtual,39.70862,all_to_all
V1,68,1,1.442446,0.818944,71,140,virtual,39.70862,all_to_all
P0,71,0,1.470585,1.051073,,0,pi,39.70862,all_to_all
V0,69,0,1.439591,2.566981,71,139,virtual,39.908767,all_to_all
V1,68,0,1.439591,2.566981,71,140,virtual,39.908767,all_to_all
P0,71,0,1.466838,2.752096,,0,pi,39.908767,all_to_all
V0,69,0,1.436707,4.603702,71,139,virtual,40.141126,all_to_all
V1,68,0,1.436707,4.603702,71,140,virtual,40.141126,all_to_all
P0,71,0,1.462649,4.717044,,0,pi,40.141126,all_to_all
V0,70,1,1.433917,0.647921,72,141,virtual,40.341373,all_to_all
V1,69,1,1.433917,0.647921,72,142,virtual,40.341373,all_to_all
P0,72,1,1.458693,0.100886,,0,pi,40.341373,all_to_all
V0,70,1,1.432702,1.815882,72,141,virtual,40.542704,all_to_all
V1,69,1,1.432702,1.815882,72,142,virtual,40.542704,all_to_all
P0,72,0,1.456213,1.859206,,0,pi,40.542704,all_to_all
V0,70,0,1.430825,3.863744,72,141,virtual,40.775785,all_to_all
V1,69,0,1.430825,3.863744,72,142,virtual,40.775785,all_to_all
P0,72,0,1.452106,3.890592,,0,pi,40.775785,all_to_all
V0,70,0,1.429436,5.619901,72,141,virtual,40.978322,all_to_all
V1,69,0,1.429436,5.619901,72,142,virtual,40.978322,all_to_all
P0,72,0,1.448972,5.672409,,0,pi,40.978322,all_to_all
V0,71,1,1.428032,1.380341,73,143,virtual,41.208891,all_to_all
V1,70,1,1.428032,1.380341,73,144,virtual,41.208891,all_to_all
P0,73,0,1.446369,1.436028,,2,pi,41.208891,all_to_all
V0,71,0,1.426992,3.119112,73,143,virtual,41.409251,all_to_all
V1,70,0,1.426992,3.119112,73,144,virtual,41.409251,all_to_all
P0,73,0,1.440424,3.165778,,0,pi,41.409251,all_to_all
V0,71,0,1.426081,4.855725,73,143,virtual,41.642013,all_to_all
V1,70,0,1.426081,4.855725,73,144,virtual,41.642013,all_to_all
P0,73,0,1.431479,5.133893,,0,pi,41.642013,all_to_all
V0,72,1,1.425041,0.890907,74,145,virtual,41.912344,all_to_all
V1,71,1,1.425041,0.890907,74,146,virtual,41.912344,all_to_all
P0,74,0,1.422719,1.134584,,0,pi,41.912344,all_to_all
V0,72,0,1.424157,3.208651,74,145,virtual,42.143288,all_to_all
V1,71,0,1.424157,3.208651,74,146,virtual,42.143288,all_to_all
P0,74,0,1.412946,3.012795,,0,pi,42.143288,all_to_all
V0,72,0,1.423587,4.947829,74,145,virtual,42.375658,all_to_all
V1,71,0,1.423587,4.947829,74,146,virtual,42.375658,all_to_all
P0,74,0,1.403864,4.879379,,0,pi,42.375658,all_to_all
V0,73,1,1.422597,0.984806,74,146,virtual,42.576061,all_to_all
V1,72,1,1.422597,0.984806,74,147,virtual,42.576061,all_to_all
P0,75,1,1.396981,0.203996,,0,pi,42.576061,all_to_all
V0,73,1,1.420898,2.132767,75,147,virtual,42.777001,all_to_all
V1,72,1,1.420898,2.132767,75,148,virtual,42.777001,all_to_all
P0,75,0,1.393851,1.912493,,0,pi,42.777001,all_to_all
V0,73,0,1.416799,4.122192,75,147,virtual,43.009183,all_to_all
V1,72,0,1.416799,4.122192,75,148,virtual,43.009183,all_to_all
P0,75,0,1.387296,3.876939,,0,pi,43.009183,all_to_all
V0,73,0,1.413267,5.819995,75,147,virtual,43.209413,all_to_all
V1,72,0,1.413267,5.819995,75,148,virtual,43.209413,all_to_all
P0,75,0,1.382429,5.586833,,0,pi,43.209413,all_to_all
V0,74,1,1.409481,1.231248,76,149,virtual,43.41273,all_to_all
V1,73,1,1.409481,1.231248,76,150,virtual,43.41273,all_to_all
P0,76,0,1.379588,1.048652,,2,pi,43.41273,all_to_all
V0,74,0,1.40312,3.198814,76,149,virtual,43.643906,all_to_all
V1,73,0,1.40312,3.198814,76,150,virtual,43.643906,all_to_all
P0,76,0,1.376464,3.023308,,0,pi,43.643906,all_to_all
V0,74,0,1.396634,5.1563,76,149,virtual,43.876214,all_to_all
V1,73,0,1.396634,5.1563,76,150,virtual,43.876214,all_to_all
P0,76,0,1.374456,5.00769,,0,pi,43.876214,all_to_all
V0,75,1,1.390055,1.099146,77,151,virtual,44.145552,all_to_all
V1,74,1,1.390055,1.099146,77,152,virtual,44.145552,all_to_all
P0,77,0,1.373154,1.030461,,2,pi,44.145552,all_to_all
V0,75,0,1.385085,3.037556,77,151,virtual,44.377484,all_to_all
V1,74,0,1.385085,3.037556,77,152,virtual,44.377484,all_to_all
P0,77,0,1.372902,3.011051,,0,pi,44.377484,all_to_all
V0,75,0,1.380802,4.972743,77,151,virtual,44.609992,all_to_all
V1,74,0,1.380802,4.972743,77,152,virtual,44.609992,all_to_all
P0,77,0,1.373217,4.999689,,0,pi,44.609992,all_to_all
V0,76,1,1.376642,0.900744,78,153,virtual,44.87994,all_to_all
V1,75,1,1.376642,0.900744,78,154,virtual,44.87994,all_to_all
P0,78,0,1.373533,1.033491,,1,pi,44.87994,all_to_all
V0,76,0,1.373515,2.843747,78,153,virtual,45.111005,all_to_all
V1,75,0,1.373515,2.843747,78,154,virtual,45.111005,all_to_all
P0,78,0,1.372879,2.975858,,0,pi,45.111005,all_to_all
V0,76,0,1.370822,4.789371,78,153,virtual,45.343802,all_to_all
V1,75,0,1.370822,4.789371,78,154,virtual,45.343802,all_to_all
P0,78,0,1.371734,4.911703,,0,pi,45.343802,all_to_all
V0,77,1,1.368206,0.729115,79,155,virtual,45.615503,all_to_all
V1,76,1,1.368206,0.729115,79,156,virtual,45.615503,all_to_all
P0,79,0,1.370764,0.90955,,0,pi,45.615503,all_to_all
V0,77,0,1.366242,2.670764,79,155,virtual,45.844842,all_to_all
V1,76,0,1.366242,2.670764,79,156,virtual,45.844842,all_to_all
P0,79,0,1.369496,2.785336,,0,pi,45.844842,all_to_all
V0,77,0,1.364776,4.334936,79,155,virtual,46.047579,all_to_all
V1,76,0,1.364776,4.334936,79,156,virtual,46.047579,all_to_all
P0,79,0,1.368401,4.433963,,0,pi,46.047579,all_to_all
V0,78,1,1.362851,0.549165,80,157,virtual,46.277815,all_to_all
V1,77,1,1.362851,0.549165,80,158,virtual,46.277815,all_to_all
P0,80,1,1.367249,0.02539,,0,pi,46.277815,all_to_all
V0,78,1,1.361524,1.657846,80,157,virtual,46.478962,all_to_all
V1,77,1,1.361524,1.657846,80,158,virtual,46.478962,all_to_all
P0,80,0,1.36666,1.692304,,0,pi,46.478962,all_to_all
V0,78,0,1.358773,3.59453,80,157,virtual,46.712103,all_to_all
V1,77,0,1.358773,3.59453,80,158,virtual,46.712103,all_to_all
P0,80,0,1.365743,3.57566,,0,pi,46.712103,all_to_all
V0,78,0,1.356499,5.251924,80,157,virtual,46.944903,all_to_all
V1,77,0,1.356499,5.251924,80,158,virtual,46.944903,all_to_all
P0,80,0,1.364956,5.461579,,0,pi,46.944903,all_to_all
V0,79,1,1.35445,0.625434,81,159,virtual,47.147707,all_to_all
V1,78,1,1.35445,0.625434,81,160,virtual,47.147707,all_to_all
P0,81,0,1.364649,0.874943,,1,pi,47.147707,all_to_all
V0,79,0,1.352359,2.559509,81,159,virtual,47.379055,all_to_all
V1,78,0,1.352359,2.559509,81,160,virtual,47.379055,all_to_all
P0,81,0,1.363337,2.784367,,0,pi,47.379055,all_to_all
V0,79,0,1.350563,4.492604,81,159,virtual,47.611627,all_to_all
V1,78,0,1.350563,4.492604,81,160,virtual,47.611627,all_to_all
P0,81,0,1.361772,4.718304,,0,pi,47.611627,all_to_all
V0,80,1,1.348472,0.693218,82,161,virtual,47.811953,all_to_all
V1,79,1,1.348472,0.693218,82,162,virtual,47.811953,all_to_all
P0,82,1,1.360519,0.105773,,0,pi,47.811953,all_to_all
V0,80,1,1.34743,1.517613,82,161,virtual,48.013159,all_to_all
V1,79,1,1.34743,1.517613,82,162,virtual,48.013159,all_to_all
P0,82,0,1.359767,1.809827,,0,pi,48.013159,all_to_all
V0,80,0,1.3447,3.434042,82,161,virtual,48.246322,all_to_all
V1,79,0,1.3447,3.434042,82,162,virtual,48.246322,all_to_all
P0,82,0,1.357683,3.777173,,0,pi,48.246322,all_to_all
V0,80,0,1.3421,5.345577,82,161,virtual,48.478903,all_to_all
V1,79,0,1.3421,5.345577,82,162,virtual,48.478903,all_to_all
P0,82,0,1.355657,5.742285,,0,pi,48.478903,all_to_all
V0,81,1,1.340119,0.700118,83,163,virtual,48.679207,all_to_all
V1,80,1,1.340119,0.700118,83,164,virtual,48.679207,all_to_all
P0,83,0,1.354601,1.155122,,0,pi,48.679207,all_to_all
V0,81,0,1.338378,2.343853,83,163,virtual,48.880189,all_to_all
V1,80,0,1.338378,2.343853,83,164,virtual,48.880189,all_to_all
P0,83,0,1.352214,2.80401,,0,pi,48.880189,all_to_all
V0,81,0,1.336619,4.26344,83,163,virtual,49.112551,all_to_all
V1,80,0,1.336619,4.26344,83,164,virtual,49.112551,all_to_all
P0,83,0,1.347111,4.569816,,0,pi,49.112551,all_to_all
V0,81,0,1.335314,5.908302,83,163,virtual,49.312668,all_to_all
V1,80,0,1.335314,5.908302,83,164,virtual,49.312668,all_to_all
P0,83,0,1.342598,6.064698,,0,pi,49.312668,all_to_all
V0,82,1,1.333868,1.265843,84,165,virtual,49.513007,all_to_all
V1,81,1,1.333868,1.265843,84,166,virtual,49.513007,all_to_all
P0,84,0,1.33979,1.343623,,0,pi,49.513007,all_to_all
V0,82,0,1.331606,2.891619,84,165,virtual,49.713605,all_to_all
V1,81,0,1.331606,2.891619,84,166,virtual,49.713605,all_to_all
P0,84,0,1.336016,2.858583,,0,pi,49.713605,all_to_all
V0,82,0,1.328891,4.78042,84,165,virtual,49.946297,all_to_all
V1,81,0,1.328891,4.78042,84,166,virtual,49.946297,all_to_all
P0,84,0,1.33273,4.658441,,0,pi,49.946297,all_to_all
V0,83,1,1.326774,0.113598,84,165,virtual,50.146794,all_to_all
V1,82,1,1.326774,0.113598,84,166,virtual,50.146794,all_to_all
P0,84,0,1.329859,6.199868,,0,pi,50.146794,all_to_all
V0,83,1,1.324575,1.72554,85,167,virtual,50.347783,all_to_all
V1,82,1,1.324575,1.72554,85,168,virtual,50.347783,all_to_all
P0,85,0,1.328444,1.527242,,0,pi,50.347783,all_to_all
V0,83,0,1.32114,3.581812,85,167,virtual,50.579898,all_to_all
V1,82,0,1.32114,3.581812,85,168,virtual,50.579898,all_to_all
P0,85,0,1.32726,3.406111,,0,pi,50.579898,all_to_all
V0,83,0,1.318241,5.165773,85,167,virtual,50.780265,all_to_all
V1,82,0,1.318241,5.165773,85,168,virtual,50.780265,all_to_all
P0,85,0,1.32672,5.049655,,0,pi,50.780265,all_to_all
V0,84,1,1.314806,0.991063,86,169,virtual,51.053196,all_to_all
V1,83,1,1.314806,0.991063,86,170,virtual,51.053196,all_to_all
P0,86,0,1.326282,1.021137,,2,pi,51.053196,all_to_all
V0,84,0,1.312218,2.833419,86,169,virtual,51.2811,all_to_all
V1,83,0,1.312218,2.833419,86,170,virtual,51.2811,all_to_all
P0,86,0,1.324785,2.897967,,0,pi,51.2811,all_to_all
V0,84,0,1.309988,4.677479,86,169,virtual,51.513796,all_to_all
V1,83,0,1.309988,4.677479,86,170,virtual,51.513796,all_to_all
P0,86,0,1.322959,4.812568,,0,pi,51.513796,all_to_all
V0,85,1,1.307825,0.504262,86,170,virtual,51.713951,all_to_all
V1,84,1,1.307825,0.504262,86,171,virtual,51.713951,all_to_all
P0,87,1,1.321493,0.174491,,0,pi,51.713951,all_to_all
V0,85,1,1.306865,1.558685,87,171,virtual,51.914446,all_to_all
V1,84,1,1.306865,1.558685,87,172,virtual,51.914446,all_to_all
P0,87,0,1.320568,1.821486,,2,pi,51.914446,all_to_all
V0,85,0,1.305562,3.141162,87,171,virtual,52.114865,all_to_all
V1,84,0,1.305562,3.141162,87,172,virtual,52.114865,all_to_all
P0,87,0,1.318777,3.365086,,0,pi,52.114865,all_to_all
V0,85,0,1.304239,4.989687,87,171,virtual,52.347563,all_to_all
V1,84,0,1.304239,4.989687,87,172,virtual,52.347563,all_to_all
P0,87,0,1.316601,5.106861,,0,pi,52.347563,all_to_all
V0,86,1,1.302946,0.824141,88,173,virtual,52.624094,all_to_all
V1,85,1,1.302946,0.824141,88,174,virtual,52.624094,all_to_all
P0,88,0,1.314898,0.954858,,0,pi,52.624094,all_to_all
V0,86,0,1.301914,2.688554,88,173,virtual,52.848774,all_to_all
V1,85,0,1.301914,2.688554,88,174,virtual,52.848774,all_to_all
P0,88,0,1.313435,2.680454,,0,pi,52.848774,all_to_all
V0,86,0,1.301126,4.289991,88,173,virtual,53.081374,all_to_all
V1,85,0,1.301126,4.289991,88,174,virtual,53.081374,all_to_all
P0,88,0,1.311994,4.474826,,0,pi,53.081374,all_to_all
V0,86,0,1.30043,5.89244,88,173,virtual,53.281876,all_to_all
V1,85,0,1.30043,5.89244,88,174,virtual,53.281876,all_to_all
P0,88,0,1.310933,6.035519,,0,pi,53.281876,all_to_all
V0,87,1,1.299091,1.207401,89,175,virtual,53.482472,all_to_all
V1,86,1,1.299091,1.207401,89,176,virtual,53.482472,all_to_all
P0,89,0,1.310619,1.359872,,0,pi,53.482472,all_to_all
V0,87,0,1.29558,3.054678,89,175,virtual,53.683242,all_to_all
V1,86,0,1.29558,3.054678,89,176,virtual,53.683242,all_to_all
P0,89,0,1.311088,2.983052,,0,pi,53.683242,all_to_all
V0,87,0,1.292383,4.630077,89,175,virtual,53.915065,all_to_all
V1,86,0,1.292383,4.630077,89,176,virtual,53.915065,all_to_all
P0,89,0,1.312011,4.878552,,0,pi,53.915065,all_to_all
V0,88,1,1.288471,0.440798,89,176,virtual,54.115549,all_to_all
V1,87,1,1.288471,0.440798,89,177,virtual,54.115549,all_to_all
P0,90,1,1.312676,0.242966,,0,pi,54.115549,all_to_all
V0,88,1,1.286215,1.484361,90,177,virtual,54.316477,all_to_all
V1,87,1,1.286215,1.484361,90,178,virtual,54.316477,all_to_all
P0,90,0,1.312965,1.884426,,0,pi,54.316477,all_to_all
V0,88,0,1.282093,3.304436,90,177,virtual,54.548967,all_to_all
V1,87,0,1.282093,3.304436,90,178,virtual,54.548967,all_to_all
P0,90,0,1.313027,3.701174,,0,pi,54.548967,all_to_all
V0,88,0,1.278825,4.859692,90,177,virtual,54.749073,all_to_all
V1,87,0,1.278825,4.859692,90,178,virtual,54.749073,all_to_all
P0,90,0,1.312849,5.226385,,0,pi,54.749073,all_to_all
V0,89,1,1.27502,0.645788,91,179,virtual,55.018959,all_to_all
V1,88,1,1.27502,0.645788,91,180,virtual,55.018959,all_to_all
P0,91,0,1.312623,1.048044,,0,pi,55.018959,all_to_all
V0,89,0,1.272205,2.456523,91,179,virtual,55.250059,all_to_all
V1,88,0,1.272205,2.456523,91,180,virtual,55.250059,all_to_all
P0,91,0,1.311444,2.81416,,0,pi,55.250059,all_to_all
V0,89,0,1.269801,4.266185,91,179,virtual,55.482528,all_to_all
V1,88,0,1.269801,4.266185,91,180,virtual,55.482528,all_to_all
P0,91,0,1.309792,4.597967,,0,pi,55.482528,all_to_all
V0,89,0,1.268019,5.816338,91,179,virtual,55.682896,all_to_all
V1,88,0,1.268019,5.816338,91,180,virtual,55.682896,all_to_all
P0,91,0,1.308434,6.145384,,0,pi,55.682896,all_to_all
V0,90,1,1.266211,1.083876,92,181,virtual,55.883291,all_to_all
V1,89,1,1.266211,1.083876,92,182,virtual,55.883291,all_to_all
P0,92,0,1.307603,1.447864,,0,pi,55.883291,all_to_all
V0,90,0,1.263803,2.634584,92,181,virtual,56.084008,all_to_all
V1,89,0,1.263803,2.634584,92,182,virtual,56.084008,all_to_all
P0,92,0,1.303154,2.986793,,0,pi,56.084008,all_to_all
V0,90,0,1.261396,4.182696,92,181,virtual,56.28746,all_to_all
V1,89,0,1.261396,4.182696,92,182,virtual,56.28746,all_to_all
P0,92,0,1.294846,4.487177,,0,pi,56.28746,all_to_all
V0,90,0,1.258859,5.985307,92,181,virtual,56.516719,all_to_all
V1,89,0,1.258859,5.985307,92,182,virtual,56.516719,all_to_all
P0,92,0,1.284939,6.153786,,0,pi,56.516719,all_to_all
V0,91,1,1.25694,1.240378,93,183,virtual,56.717793,all_to_all
V1,90,1,1.25694,1.240378,93,184,virtual,56.717793,all_to_all
P0,93,0,1.280957,1.399175,,0,pi,56.717793,all_to_all
V0,91,0,1.25495,3.020556,93,183,virtual,56.950823,all_to_all
V1,90,0,1.25495,3.020556,93,184,virtual,56.950823,all_to_all
P0,93,0,1.280557,3.176591,,0,pi,56.950823,all_to_all
V0,91,0,1.25323,4.79724,93,183,virtual,57.18386,all_to_all
V1,90,0,1.25323,4.79724,93,184,virtual,57.18386,all_to_all
P0,93,0,1.2823,4.998777,,0,pi,57.18386,all_to_all
V0,92,1,1.25156,0.54603,94,185,virtual,57.457063,all_to_all
V1,91,1,1.25156,0.54603,94,186,virtual,57.457063,all_to_all
P0,94,0,1.284005,0.884278,,0,pi,57.457063,all_to_all
V0,92,0,1.250314,2.334062,94,185,virtual,57.684781,all_to_all
V1,91,0,1.250314,2.334062,94,186,virtual,57.684781,all_to_all
P0,94,0,1.282157,2.626172,,0,pi,57.684781,all_to_all
V0,92,0,1.249243,4.126379,94,185,virtual,57.917359,all_to_all
V1,91,0,1.249243,4.126379,94,186,virtual,57.917359,all_to_all
P0,94,0,1.275314,4.338409,,0,pi,57.917359,all_to_all
V0,92,0,1.248448,5.663564,94,185,virtual,58.117635,all_to_all
V1,91,0,1.248448,5.663564,94,186,virtual,58.117635,all_to_all
P0,94,0,1.269118,5.800373,,0,pi,58.117635,all_to_all
V0,93,1,1.247753,0.915371,95,187,virtual,58.317715,all_to_all
V1,92,1,1.247753,0.915371,95,188,virtual,58.317715,all_to_all
P0,95,0,1.265246,1.020541,,0,pi,58.317715,all_to_all
V0,93,0,1.247144,2.439908,95,187,virtual,58.518642,all_to_all
V1,92,0,1.247144,2.439908,95,188,virtual,58.518642,all_to_all
P0,95,0,1.257536,2.467716,,0,pi,58.518642,all_to_all
V0,93,0,1.246529,4.21579,95,187,virtual,58.751006,all_to_all
V1,92,0,1.246529,4.21579,95,188,virtual,58.751006,all_to_all
P0,95,0,1.247055,4.131446,,0,pi,58.751006,all_to_all
V0,93,0,1.246073,5.739266,95,187,virtual,58.951435,all_to_all
V1,92,0,1.246073,5.739266,95,188,virtual,58.951435,all_to_all
P0,95,0,1.236721,5.528237,,0,pi,58.951435,all_to_all
V0,94,1,1.243912,1.982477,96,189,virtual,59.188546,all_to_all
V1,93,1,1.243912,1.982477,96,190,virtual,59.188546,all_to_all
P0,96,0,1.229019,0.949775,,2,pi,59.188546,all_to_all
V0,94,0,1.24256,2.730619,96,189,virtual,59.418884,all_to_all
V1,93,0,1.24256,2.730619,96,190,virtual,59.418884,all_to_all
P0,96,0,1.226048,2.68055,,0,pi,59.418884,all_to_all
V0,94,0,1.238821,4.717951,96,189,virtual,59.651431,all_to_all
V1,93,0,1.238821,4.717951,96,190,virtual,59.651431,all_to_all
P0,96,0,1.222209,4.417915,,0,pi,59.651431,all_to_all
V0,94,0,1.236247,6.205962,96,189,virtual,59.85194,all_to_all
V1,93,0,1.236247,6.205962,96,190,virtual,59.85194,all_to_all
P0,96,0,1.220307,5.935989,,0,pi,59.85194,all_to_all
