t_s,event_type
1.063828,follower_flash
1.121,follower_flash
1.727694,follower_flash
2.024269,leader_flash
2.289486,follower_flash
2.503778,leader_flash
2.852476,follower_flash
3.045275,leader_flash
3.400597,follower_flash
3.498293,leader_flash
3.946459,follower_flash
4.040981,leader_flash
4.501273,leader_flash
4.501273,follower_flash
5.042942,leader_flash
5.042942,follower_flash
5.495543,leader_flash
5.58296,follower_flash
6.045349,leader_flash
6.045349,follower_flash
6.499045,leader_flash
6.584315,follower_flash
7.040572,leader_flash
7.040572,follower_flash
7.501044,leader_flash
7.58688,follower_flash
8.042487,leader_flash
8.042487,follower_flash
8.495165,leader_flash
8.582769,follower_flash
9.04602,leader_flash
9.04602,follower_flash
9.497731,leader_flash
9.584655,follower_flash
10.040745,leader_flash
10.040745,follower_flash
10.500969,leader_flash
10.587328,follower_flash
11.042491,leader_flash
11.042491,follower_flash
11.495415,leader_flash
11.582739,follower_flash
12.04541,leader_flash
12.04541,follower_flash
12.498378,leader_flash
12.584351,follower_flash
13.040786,leader_flash
13.040786,follower_flash
13.501084,leader_flash
13.501084,follower_flash
14.043196,leader_flash
14.043196,follower_flash
14.496044,leader_flash
14.496044,follower_flash
15.045518,leader_flash
15.045518,follower_flash
15.498324,leader_flash
15.498324,follower_flash
16.040799,leader_flash
16.040799,follower_flash
16.501343,leader_flash
16.501343,follower_flash
17.043004,leader_flash
17.043004,follower_flash
17.495721,leader_flash
17.495721,follower_flash
18.046061,leader_flash
18.046061,follower_flash
18.498972,leader_flash
18.498972,follower_flash
19.041295,leader_flash
19.041295,follower_flash
19.501171,leader_flash
19.501171,follower_flash
20.043551,leader_flash
20.043551,follower_flash
20.496543,leader_flash
20.496543,follower_flash
20.954115,follower_flash
21.04578,leader_flash
21.499112,leader_flash
21.499112,follower_flash
22.042021,leader_flash
22.042021,follower_flash
22.501731,leader_flash
22.501731,follower_flash
22.951634,follower_flash
23.043766,leader_flash
23.49599,leader_flash
23.49599,follower_flash
23.953633,follower_flash
24.046272,leader_flash
24.499644,leader_flash
24.499644,follower_flash
24.947959,follower_flash
25.041904,leader_flash
25.501609,leader_flash
25.501609,follower_flash
25.95159,follower_flash
26.04452,leader_flash
26.496501,leader_flash
26.496501,follower_flash
26.954455,follower_flash
27.046742,leader_flash
27.500093,leader_flash
27.500093,follower_flash
27.948716,follower_flash
28.042006,leader_flash
28.502033,leader_flash
28.502033,follower_flash
28.952441,follower_flash
29.044804,leader_flash
29.496621,leader_flash
29.496621,follower_flash
29.954866,follower_flash
