t_s,phase_rad,frequency_hz,phase_error_rad,follower_flash,loop_dt_ms
7e-06,8.2e-05,1.8,0.0,0,0.007
1.063828,5.748421,1.8,0.0,1,1063.82
1.121,0.111839,1.8,0.0,1,57.172
1.18033,0.782849,1.8,0.0,0,59.33
1.281747,1.929845,1.8,0.0,0,101.417
1.382342,3.067546,1.8,0.0,0,100.595
1.459708,3.942542,1.8,0.0,0,77.367
1.554738,5.017297,1.8,0.0,0,95.029
1.642718,6.012332,1.8,0.0,0,87.98
1.727694,0.690206,1.8,0.0,1,84.976
1.825692,1.798529,1.8,0.0,0,97.997
1.926016,2.933168,1.8,0.0,0,100.324
2.024269,4.03265,1.8,-2.933168,0,98.253
2.110173,4.983129,1.8,-2.921435,0,85.904
2.193757,5.89999,1.8,-2.900364,0,83.585
2.289486,0.665213,1.8,-2.871905,1,95.728
2.390367,1.767401,1.8,-2.83765,0,100.881
2.503778,3.012788,1.801142,-1.563984,0,113.411
2.586282,3.911159,1.803193,-1.379334,0,82.505
2.66281,4.745112,1.805962,-1.208281,0,76.528
2.751756,5.723842,1.809296,-1.018985,0,88.945
2.852476,0.557961,1.813068,-0.813663,1,100.72
2.953019,1.678723,1.817175,-0.613886,0,100.543
3.045275,2.705991,1.821027,-1.596599,0,92.256
3.127894,3.624451,1.82466,-1.498977,0,82.619
3.207623,4.511417,1.828103,-1.404897,0,79.729
3.300055,5.54622,1.831381,-1.301858,0,92.431
3.400597,0.393675,1.834513,-1.19444,1,100.542
3.498293,1.497784,1.838022,-0.23963,0,97.696
3.584814,2.479063,1.84182,-0.083122,0,86.521
3.662439,3.363247,1.845832,0.053637,0,77.625
3.74863,4.352361,1.85,0.197537,0,86.192
3.846418,5.482036,1.854277,0.352721,0,97.788
3.946459,0.360828,1.858623,0.505038,1,100.041
4.040981,1.460591,1.862501,-0.301302,0,94.522
4.123485,2.421853,1.865989,-0.247287,0,82.505
4.206369,3.389439,1.86915,-0.194683,0,82.884
4.302803,4.518101,1.872038,-0.136159,0,96.434
4.403481,5.698892,1.874696,-0.077359,0,100.678
4.501273,0.567725,1.877665,0.713799,1,97.792
4.587725,1.59107,1.880872,0.826553,0,86.452
4.66609,2.523595,1.884255,0.923887,0,78.365
4.752191,3.552193,1.887767,1.02632,0,86.101
4.850355,4.728484,1.891367,1.139016,0,98.164
4.950552,5.933762,1.895024,1.249264,0,100.197
5.042942,0.763837,1.898204,0.386476,1,92.39
5.125,1.754693,1.900991,0.404554,0,82.058
5.204984,2.721468,1.903452,0.421462,0,79.984
5.296016,3.821094,1.905643,0.441727,0,91.032
5.396681,5.036979,1.907608,0.464476,0,100.664
5.495543,6.2356,1.909535,1.301378,0,98.862
5.58296,1.017523,1.911425,1.335434,1,87.417
5.663508,2.003363,1.913277,1.362176,0,80.548
5.751596,3.082643,1.91509,1.389726,0,88.088
5.852721,4.321425,1.916867,1.421071,0,101.125
5.953047,5.553109,1.918606,1.449271,0,100.326
6.045349,0.404406,1.920308,0.77501,1,92.302
6.127564,1.416986,1.921972,0.792367,0,82.215
6.207608,2.403323,1.9236,0.80904,0,80.044
6.300415,3.544115,1.925192,0.831592,0,92.807
6.400989,4.779401,1.92675,0.857292,0,100.574
6.499045,5.987632,1.928273,1.546502,0,98.056
6.584315,0.760721,1.929763,1.56168,1,85.27
6.662674,1.735646,1.93122,1.571165,0,78.359
6.748962,2.808869,1.932645,1.581512,0,86.288
6.84642,4.019642,1.934039,1.594178,0,97.458
6.947037,5.270609,1.935402,1.60608,0,100.617
7.040572,0.151676,1.936737,1.048406,1,93.535
7.123709,1.189026,1.938043,1.052736,0,83.137
7.20609,2.216952,1.939321,1.05726,0,82.381
7.302656,3.417692,1.940572,1.06711,0,96.566
7.402894,4.663475,1.941796,1.078174,0,100.239
7.501044,5.886442,1.942991,1.653143,0,98.15
7.58688,0.678152,1.94416,1.656264,1,85.835
7.665922,1.671919,1.945303,1.655011,0,79.042
7.752246,2.75622,1.946419,1.65429,0,86.324
7.85088,3.992469,1.947511,1.655828,0,98.634
7.950053,5.236616,1.948579,1.656068,0,99.173
8.042487,0.11391,1.949623,1.074213,1,92.434
8.124818,1.149751,1.950645,1.069513,0,82.331
8.204374,2.150921,1.951644,1.064968,0,79.557
8.295827,3.29751,1.952622,1.064454,0,91.453
8.396134,4.552519,1.953578,1.066764,0,100.307
8.495165,5.794629,1.954514,1.757172,0,99.031
8.582769,0.615514,1.955429,1.753573,1,87.604
8.663424,1.636036,1.956324,1.745983,0,80.654
8.751392,2.747952,1.957199,1.738435,0,87.968
8.852346,4.020851,1.958055,1.732544,0,100.954
8.952799,5.288743,1.958893,1.725183,0,100.453
9.04602,0.182623,1.959712,1.016281,1,93.221
9.127558,1.214397,1.960513,1.005267,0,81.538
9.207796,2.229001,1.961297,0.995469,0,80.239
9.299938,3.3894,1.962063,0.989459,0,92.142
9.401022,4.659454,1.962813,0.986205,0,101.085
9.497731,5.877813,1.963546,1.644005,0,96.708
9.584655,0.694129,1.964263,1.636146,1,86.924
9.662388,1.681666,1.964964,1.624643,0,77.733
9.749205,2.782525,1.96565,1.613499,0,86.817
9.84713,4.02155,1.966321,1.603292,0,97.924
9.946784,5.282805,1.966977,1.592381,0,99.654
10.040745,0.188986,1.967619,1.017619,1,93.961
10.123791,1.242188,1.968246,1.004408,0,83.046
10.206303,2.287779,1.96886,0.99238,0,82.512
10.302694,3.504275,1.96946,0.983748,0,96.391
10.403164,4.770714,1.970047,0.976537,0,100.471
10.500969,6.006003,1.970623,1.528833,0,97.804
10.587328,0.817894,1.971189,1.518318,1,86.359
10.665597,1.813938,1.971743,1.505058,0,78.269
10.752565,2.91866,1.972286,1.492027,0,86.968
10.850728,4.162867,1.972818,1.479777,0,98.163
10.950499,5.427659,1.973338,1.466979,0,99.771
11.042491,0.310993,1.973848,0.868922,1,91.991
11.124942,1.357722,1.974346,0.854734,0,82.451
11.204661,2.369347,1.974833,0.841673,0,79.719
11.296375,3.528848,1.97531,0.831469,0,91.715
11.396252,4.788918,1.975776,0.823292,0,99.876
11.495415,6.042357,1.976232,1.507189,0,99.163
11.582739,0.867393,1.976678,1.495905,1,87.324
11.663992,1.901602,1.977114,1.482118,0,81.253
11.751871,3.019205,1.97754,1.467771,0,87.879
11.85268,4.298329,1.977957,1.45387,0,100.809
11.952605,5.567182,1.978365,1.438971,0,99.925
12.04541,0.462107,1.978764,0.726586,1,92.805
12.127372,1.503589,1.979154,0.711225,0,81.963
12.207782,2.524266,1.979535,0.697548,0,80.41
12.300043,3.691137,1.979908,0.686643,0,92.261
12.4006,4.960259,1.980273,0.67779,0,100.556
12.498378,6.196736,1.98063,1.332904,0,97.778
12.584351,1.004647,1.980979,1.321603,1,85.973
12.662568,2.000386,1.981321,1.308047,0,78.217
12.749064,3.100103,1.981655,1.294119,0,86.496
12.846522,4.337023,1.981981,1.280293,0,97.458
12.946623,5.60743,1.9823,1.265973,0,100.101
13.040786,0.518868,1.982613,0.684165,1,94.163
13.124398,1.580552,1.982918,0.669666,0,83.612
13.206525,2.622501,1.983217,0.656561,0,82.127
13.303164,3.844273,1.983509,0.645912,0,96.639
13.403398,5.110057,1.983795,0.63654,0,100.234
13.501084,0.062488,1.984074,1.180845,1,97.686
13.587182,1.154882,1.984346,1.169495,0,86.097
13.665788,2.154837,1.984612,1.156354,0,78.607
13.752524,3.256893,1.984872,1.142872,0,86.736
13.850832,4.503818,1.985126,1.129491,0,98.307
13.950638,5.769879,1.985374,1.115637,0,99.806
14.043196,0.660331,1.985612,0.519016,1,92.558
14.125358,1.702613,1.98584,0.504937,0,82.161
14.204527,2.706199,1.98606,0.49235,0,79.169
14.296391,3.86709,1.986273,0.48186,0,91.864
14.396876,5.134679,1.986479,0.472955,0,100.485
14.496044,0.104677,1.986678,1.153936,1,99.168
14.583471,1.212915,1.986872,1.14318,0,87.427
14.663985,2.236101,1.98706,1.130471,0,80.514
14.752105,3.355204,1.987243,1.116917,0,88.12
14.853006,4.634618,1.987421,1.103043,0,100.901
14.95309,5.904384,1.987595,1.088387,0,100.084
15.045518,0.793004,1.987764,0.383213,1,92.428
15.127961,1.838175,1.98793,0.369538,0,82.443
15.207944,2.85103,1.988091,0.357691,0,79.983
15.300326,4.017472,1.988248,0.347985,0,92.381
15.400642,5.282001,1.988402,0.339907,0,100.316
15.498324,0.232288,1.988552,1.005352,1,97.682
15.584676,1.325657,1.988699,0.995875,0,86.352
15.662943,2.319118,1.988842,0.984621,0,78.266
15.749154,3.412729,1.988982,0.972564,0,86.212
15.847924,4.663938,1.989119,0.96013,0,98.77
15.947495,5.925661,1.989253,0.94706,0,99.571
16.040799,0.823943,1.989383,0.361007,1,93.304
16.124113,1.878949,1.989511,0.348776,0,83.314
16.206582,2.922098,1.989636,0.338107,0,82.469
16.302786,4.135877,1.989758,0.329223,0,96.204
16.403558,5.405907,1.989878,0.321552,0,100.772
16.501343,0.356967,1.989993,0.880242,1,97.785
16.587518,1.44726,1.990104,0.871131,0,86.174
16.66625,2.445432,1.990211,0.860592,0,78.732
16.752848,3.542689,1.990314,0.849343,0,86.599
16.850492,4.778608,1.990415,0.837683,0,97.644
16.950984,6.050541,1.990512,0.825558,0,100.492
17.043004,0.931304,1.99061,0.235586,1,92.02
17.125458,1.973951,1.990709,0.225094,0,82.454
17.204782,2.976084,1.990807,0.21617,0,79.324
17.296349,4.130256,1.990905,0.208974,0,91.567
17.396866,5.3955,1.991003,0.203139,0,100.517
17.495721,0.358822,1.991099,0.890541,1,98.855
17.583243,1.465174,1.991194,0.883172,0,87.522
17.663812,2.485791,1.991287,0.873995,0,80.568
17.752464,3.608524,1.991379,0.863776,0,88.652
17.853121,4.882221,1.99147,0.852893,0,100.657
17.953249,6.149865,1.991559,0.841237,0,100.128
18.046061,1.040429,1.991646,0.135677,1,92.812
18.127838,2.074158,1.991732,0.125351,0,81.777
18.208266,3.089443,1.991816,0.116919,0,80.428
18.300406,4.25004,1.991898,0.110333,0,92.14
18.401397,5.520375,1.991979,0.105219,0,100.991
18.498972,0.466617,1.992058,0.76503,1,97.576
18.584881,1.551458,1.992135,0.758769,0,85.908
18.66298,2.539682,1.992211,0.750896,0,78.099
18.749179,3.630177,1.992285,0.742069,0,86.199
18.846611,4.861954,1.992358,0.7326,0,97.432
18.947367,6.135836,1.992429,0.722523,0,100.755
19.041295,1.039192,1.992498,0.149221,1,93.928
19.124606,2.091281,1.992566,0.140173,0,83.311
19.207108,3.131988,1.992633,0.132647,0,82.502
19.302665,4.335118,1.992698,0.12662,0,95.557
19.403251,5.600399,1.992762,0.1217,0,100.586
19.501171,0.550714,1.992829,0.685351,1,97.92
19.587826,1.644436,1.9929,0.680131,0,86.655
19.66664,2.640963,1.992972,0.673444,0,78.814
19.752994,3.732675,1.993046,0.665952,0,86.353
19.850826,4.968734,1.993121,0.657964,0,97.833
19.951131,6.23621,1.993196,0.649432,0,100.305
20.043551,1.119725,1.993265,0.048379,1,92.42
20.12521,2.149997,1.993331,0.040314,0,81.659
20.205406,3.160612,1.993392,0.033887,0,80.196
20.296629,4.308244,1.99345,0.028964,0,91.223
20.397483,5.575613,1.993504,0.025261,0,100.853
20.496543,0.539372,1.993557,0.708884,1,99.06
20.584038,1.643079,1.993607,0.703851,0,87.496
20.663717,2.65013,1.993655,0.697108,0,79.678
20.752773,3.775645,1.993701,0.689218,0,89.057
20.853267,5.045186,1.993746,0.68048,0,100.494
20.954115,0.036556,1.993789,0.670984,1,100.848
21.04578,1.193716,1.993831,-0.035507,0,91.665
21.127754,2.227549,1.993872,-0.043428,0,81.974
21.208157,3.240149,1.993911,-0.049447,0,80.403
21.300965,4.406903,1.99395,-0.053775,0,92.808
21.401168,5.665281,1.993987,-0.05677,0,100.202
21.499112,0.614082,1.994023,0.618904,1,97.944
21.58576,1.706035,1.994059,0.614889,0,86.647
21.66302,2.681561,1.994093,0.609279,0,77.26
21.749478,3.773243,1.994127,0.602576,0,86.458
21.847528,5.010884,1.99416,0.595058,0,98.05
21.947563,6.27395,1.994192,0.586844,0,100.036
22.042021,1.182063,1.994223,0.01001,1,94.457
22.124355,2.219931,1.994253,0.002911,0,82.334
22.207099,3.261709,1.994282,-0.002661,0,82.745
22.303361,4.471852,1.99431,-0.00689,0,96.261
22.403922,5.735053,1.994337,-0.010083,0,100.561
22.501731,0.68219,1.994364,0.549049,1,97.81
22.587876,1.767595,1.994392,0.545153,0,86.145
22.667109,2.767383,1.994421,0.539936,0,79.233
22.752952,3.850759,1.994449,0.533791,0,85.842
22.851484,5.093748,1.994477,0.526986,0,98.532
22.951634,0.074282,1.994505,0.519601,1,100.15
23.043766,1.235499,1.994535,-0.073117,0,92.131
23.1258,2.268556,1.994567,-0.078737,0,82.035
23.205501,3.271055,1.994601,-0.082758,0,79.701
23.297409,4.425475,1.994635,-0.085319,0,91.908
23.397951,5.687259,1.99467,-0.086722,0,100.542
23.49599,0.636557,1.994706,0.597064,1,98.039
23.583407,1.737562,1.994741,0.594289,0,87.417
23.664453,2.760004,1.994777,0.5898,0,81.045
23.752831,3.875374,1.994812,0.584092,0,88.378
23.853802,5.149372,1.994847,0.577498,0,100.971
23.953633,0.126513,1.994882,0.570095,1,99.831
24.046272,1.294402,1.994917,-0.125561,0,92.639
24.129188,2.338565,1.994951,-0.131458,0,82.916
24.208505,3.336116,1.994984,-0.135536,0,79.317
24.301394,4.502589,1.995017,-0.137986,0,92.889
24.40181,5.762456,1.995049,-0.139164,0,100.416
24.499644,0.708641,1.995081,0.521631,1,97.834
24.585294,1.786784,1.995112,0.519403,0,85.65
24.663659,2.774783,1.995142,0.515617,0,78.365
24.750336,3.867908,1.995172,0.510721,0,86.677
24.847883,5.098035,1.995202,0.504986,0,97.548
24.947959,0.077227,1.99523,0.498546,1,100.076
25.041904,1.260897,1.995258,-0.076468,0,93.945
25.124711,2.303445,1.995286,-0.081753,0,82.808
25.207237,3.341253,1.995313,-0.08554,0,82.526
25.303501,4.550307,1.995339,-0.08801,0,96.263
25.404236,5.814639,1.995365,-0.089471,0,100.735
25.501609,0.755245,1.99539,0.469258,1,97.373
25.58829,1.846272,1.995415,0.466874,0,86.681
25.666378,2.830567,1.995439,0.46315,0,78.087
25.754079,3.936187,1.995463,0.458481,0,87.701
25.851737,5.167264,1.995486,0.453086,0,97.658
25.95159,0.143144,1.995509,0.447087,1,99.853
26.04452,1.313434,1.99553,-0.142812,0,92.93
26.126167,2.340653,1.995548,-0.147647,0,81.647
26.205818,3.341547,1.995565,-0.150885,0,79.651
26.297249,4.4891,1.995581,-0.152788,0,91.431
26.398264,5.755996,1.995595,-0.15362,0,101.015
26.496501,0.706919,1.995609,0.527487,1,98.236
26.583932,1.807178,1.995622,0.525392,0,87.431
26.665022,2.829231,1.995634,0.521641,0,81.09
26.752884,3.937214,1.995645,0.516613,0,87.862
26.854216,5.214891,1.995656,0.510603,0,101.332
26.954455,0.196276,1.995666,0.503798,1,100.239
27.046742,1.358829,1.995676,-0.196038,0,92.287
27.129201,2.396274,1.995686,-0.201183,0,82.459
27.20904,3.399363,1.995695,-0.204464,0,79.839
27.301346,4.557568,1.995704,-0.206206,0,92.306
27.401642,5.814986,1.995712,-0.206717,0,100.296
27.500093,0.768012,1.995721,0.468425,1,98.451
27.585823,1.846239,1.995729,0.466927,0,85.73
27.664307,2.834821,1.995737,0.46388,0,78.484
27.750246,3.91785,1.995744,0.459633,0,85.94
27.848223,5.152565,1.995752,0.454454,0,97.977
27.948716,0.136231,1.995759,0.448535,1,100.494
28.042006,1.310875,1.995769,-0.13564,0,93.29
28.125311,2.358781,1.995781,-0.13993,0,83.304
28.207662,3.393522,1.995794,-0.142709,0,82.352
28.304224,4.605467,1.995809,-0.14418,0,96.561
28.404408,5.862064,1.995825,-0.144648,0,100.185
28.502033,0.805014,1.995838,0.421308,1,97.625
28.58831,1.890157,1.99585,0.419556,0,86.277
28.667259,2.884431,1.995861,0.416489,0,78.949
28.753907,3.976058,1.995871,0.412404,0,86.648
28.852332,5.216009,1.99588,0.40753,0,98.425
28.952441,0.19437,1.995888,0.402029,1,100.109
29.044804,1.356788,1.995895,-0.194231,0,92.364
29.126033,2.377957,1.995902,-0.198242,0,81.229
29.206264,3.385311,1.995908,-0.200639,0,80.231
29.298077,4.536855,1.995914,-0.201718,0,91.812
29.398492,5.795455,1.99592,-0.201741,0,100.416
29.496621,0.744292,1.995925,0.487859,1,98.129
29.583946,1.842474,1.99593,0.486563,0,87.324
29.6652,2.865856,1.995935,0.483592,0,81.254
