model,variant,topology,freq_set,trial_id,zero_lag_group_sync_success,phase_locked_group_success,phase_sync_success,frequency_lock_success,one_to_one_flash_lock_success,final_frequency_spread_hz,flash_count_ratio,extra_flash_rate_hz,mean_pairwise_timing_error_s,mean_pairwise_offset_jitter_s,mean_order_parameter_R,offset_phase_lock_success,sync_diagnostic_label
pco_adaptive_prc,prc_biphasic_eps0.2_adaptFalse_gain0.0,directed_chain,strong_heterogeneity,pco_adaptive_prc_prc_biphasic_eps0.2_adaptFalse_gain0.0_directed_chain_strong_heterogeneity_r01,False,False,False,False,False,0.50536,1.3333,0.5,0.147451,0.142995,0.970946,False,extra_flashes_or_harmonic_locking
pco_adaptive_prc,prc_biphasic_eps0.2_adaptFalse_gain0.0,directed_chain,strong_heterogeneity,pco_adaptive_prc_prc_biphasic_eps0.2_adaptFalse_gain0.0_directed_chain_strong_heterogeneity_r02,False,False,False,False,False,0.50536,1.3333,0.5,0.147451,0.142995,0.970946,False,extra_flashes_or_harmonic_locking
eapf_tracker,tracker,all_to_all,near_identical,eapf_tracker_tracker_all_to_all_near_identical_r01,True,True,True,True,True,0.0,1.0,0.0,0.005333,0.004599,0.999323,True,full_group_sync
eapf_tracker,tracker,all_to_all,near_identical,eapf_tracker_tracker_all_to_all_near_identical_r02,True,True,True,True,True,0.0,1.0,0.0,0.005333,0.004582,0.999248,True,full_group_sync
eapf_tracker,tracker,all_to_all,strong_heterogeneity,eapf_tracker_tracker_all_to_all_strong_heterogeneity_r01,False,False,False,False,False,0.747191,1.4375,0.7,0.10717,0.122699,0.579404,False,extra_flashes_or_harmonic_locking
eapf_tracker,tracker,all_to_all,strong_heterogeneity,eapf_tracker_tracker_all_to_all_strong_heterogeneity_r02,False,False,False,False,False,0.751791,1.4375,0.7,0.11283,0.130601,0.575472,False,extra_flashes_or_harmonic_locking
eapf_tracker,tracker,chain,near_identical,eapf_tracker_tracker_chain_near_identical_r01,True,True,True,True,True,0.0,1.0,0.0,0.005667,0.004482,0.99894,True,full_group_sync
eapf_tracker,tracker,chain,near_identical,eapf_tracker_tracker_chain_near_identical_r02,True,True,True,True,True,0.0,1.0,0.0,0.005667,0.004482,0.998954,True,full_group_sync
eapf_tracker,tracker,chain,strong_heterogeneity,eapf_tracker_tracker_chain_strong_heterogeneity_r01,False,False,False,False,False,0.5,1.3125,0.5,0.083208,0.104106,0.695369,False,extra_flashes_or_harmonic_locking
eapf_tracker,tracker,chain,strong_heterogeneity,eapf_tracker_tracker_chain_strong_heterogeneity_r02,False,False,False,False,False,0.5,1.3125,0.5,0.07717,0.099813,0.694866,False,extra_flashes_or_harmonic_locking
eapf_tracker,tracker,directed_chain,near_identical,eapf_tracker_tracker_directed_chain_near_identical_r01,True,True,True,True,True,0.0,1.0,0.0,0.005667,0.004482,0.999002,True,full_group_sync
eapf_tracker,tracker,directed_chain,near_identical,eapf_tracker_tracker_directed_chain_near_identical_r02,True,True,True,True,True,0.0,1.0,0.0,0.005667,0.004482,0.999013,True,full_group_sync
eapf_tracker,tracker,directed_chain,strong_heterogeneity,eapf_tracker_tracker_directed_chain_strong_heterogeneity_r01,False,False,False,False,False,0.5,1.3125,0.5,0.085849,0.115949,0.695447,False,extra_flashes_or_harmonic_locking
eapf_tracker,tracker,directed_chain,strong_heterogeneity,eapf_tracker_tracker_directed_chain_strong_heterogeneity_r02,False,False,False,False,False,0.5,1.3125,0.5,0.083208,0.104106,0.695519,False,extra_flashes_or_harmonic_locking
eapf_consensus,cons_pg0.05_fg0.02,all_to_all,near_identical,eapf_consensus_cons_pg0.05_fg0.02_all_to_all_near_identical_r01,False,False,True,False,True,0.1,1.0526,0.1,0.012542,0.040178,0.999555,False,partial_phase_lock
eapf_consensus,cons_pg0.05_fg0.02,all_to_all,near_identical,eapf_consensus_cons_pg0.05_fg0.02_all_to_all_near_identical_r02,False,False,True,False,True,0.1,1.0526,0.1,0.012542,0.040178,0.999555,False,partial_phase_lock
eapf_consensus,cons_pg0.05_fg0.02,all_to_all,strong_heterogeneity,eapf_consensus_cons_pg0.05_fg0.02_all_to_all_strong_heterogeneity_r01,False,False,False,False,False,0.5,1.4545,0.5,0.258,0.311742,0.843185,False,extra_flashes_or_harmonic_locking
eapf_consensus,cons_pg0.05_fg0.02,all_to_all,strong_heterogeneity,eapf_consensus_cons_pg0.05_fg0.02_all_to_all_strong_heterogeneity_r02,False,False,False,False,False,0.5,1.4545,0.5,0.258,0.311742,0.843185,False,extra_flashes_or_harmonic_locking
eapf_consensus,cons_pg0.05_fg0.02,chain,near_identical,eapf_consensus_cons_pg0.05_fg0.02_chain_near_identical_r01,False,False,True,False,True,0.2,1.1111,0.2,0.049322,0.145279,0.998962,False,partial_phase_lock
eapf_consensus,cons_pg0.05_fg0.02,chain,near_identical,eapf_consensus_cons_pg0.05_fg0.02_chain_near_identical_r02,False,False,True,False,True,0.2,1.1111,0.2,0.049322,0.145279,0.998962,False,partial_phase_lock
eapf_consensus,cons_pg0.05_fg0.02,chain,strong_heterogeneity,eapf_consensus_cons_pg0.05_fg0.02_chain_strong_heterogeneity_r01,False,False,False,False,False,0.5,1.4545,0.5,0.252889,0.285834,0.663059,False,extra_flashes_or_harmonic_locking
eapf_consensus,cons_pg0.05_fg0.02,chain,strong_heterogeneity,eapf_consensus_cons_pg0.05_fg0.02_chain_strong_heterogeneity_r02,False,False,False,False,False,0.5,1.4545,0.5,0.252889,0.285834,0.663059,False,extra_flashes_or_harmonic_locking
eapf_consensus,cons_pg0.05_fg0.02,directed_chain,near_identical,eapf_consensus_cons_pg0.05_fg0.02_directed_chain_near_identical_r01,False,False,True,False,True,0.2,1.1111,0.2,0.049322,0.145279,0.998962,False,partial_phase_lock
eapf_consensus,cons_pg0.05_fg0.02,directed_chain,near_identical,eapf_consensus_cons_pg0.05_fg0.02_directed_chain_near_identical_r02,False,False,True,False,True,0.2,1.1111,0.2,0.049322,0.145279,0.998962,False,partial_phase_lock
eapf_consensus,cons_pg0.05_fg0.02,directed_chain,strong_heterogeneity,eapf_consensus_cons_pg0.05_fg0.02_directed_chain_strong_heterogeneity_r01,False,False,False,False,False,0.5,1.4545,0.5,0.252889,0.285834,0.663059,False,extra_flashes_or_harmonic_locking
eapf_consensus,cons_pg0.05_fg0.02,directed_chain,strong_heterogeneity,eapf_consensus_cons_pg0.05_fg0.02_directed_chain_strong_heterogeneity_r02,False,False,False,False,False,0.5,1.4545,0.5,0.252889,0.285834,0.663059,False,extra_flashes_or_harmonic_locking
eapf_consensus,cons_pg0.05_fg0.05,all_to_all,near_identical,eapf_consensus_cons_pg0.05_fg0.05_all_to_all_near_identical_r01,False,False,True,False,True,0.3,1.1765,0.3,0.048596,0.114178,0.999606,False,partial_phase_lock
eapf_consensus,cons_pg0.05_fg0.05,all_to_all,near_identical,eapf_consensus_cons_pg0.05_fg0.05_all_to_all_near_identical_r02,False,False,True,False,True,0.3,1.1765,0.3,0.048596,0.114178,0.999606,False,partial_phase_lock
eapf_consensus,cons_pg0.05_fg0.05,all_to_all,strong_heterogeneity,eapf_consensus_cons_pg0.05_fg0.05_all_to_all_strong_heterogeneity_r01,False,False,False,False,False,0.5,1.4545,0.5,0.258,0.311742,0.843185,False,extra_flashes_or_harmonic_locking
eapf_consensus,cons_pg0.05_fg0.05,all_to_all,strong_heterogeneity,eapf_consensus_cons_pg0.05_fg0.05_all_to_all_strong_heterogeneity_r02,False,False,False,False,False,0.5,1.4545,0.5,0.258,0.311742,0.843185,False,extra_flashes_or_harmonic_locking
eapf_consensus,cons_pg0.05_fg0.05,chain,near_identical,eapf_consensus_cons_pg0.05_fg0.05_chain_near_identical_r01,False,False,True,False,True,0.3,1.1765,0.3,0.085088,0.19424,0.999123,False,partial_phase_lock
eapf_consensus,cons_pg0.05_fg0.05,chain,near_identical,eapf_consensus_cons_pg0.05_fg0.05_chain_near_identical_r02,False,False,True,False,True,0.3,1.1765,0.3,0.085088,0.19424,0.999123,False,partial_phase_lock
eapf_consensus,cons_pg0.05_fg0.05,chain,strong_heterogeneity,eapf_consensus_cons_pg0.05_fg0.05_chain_strong_heterogeneity_r01,False,False,False,False,False,0.5,1.4545,0.5,0.252889,0.285834,0.663059,False,extra_flashes_or_harmonic_locking
eapf_consensus,cons_pg0.05_fg0.05,chain,strong_heterogeneity,eapf_consensus_cons_pg0.05_fg0.05_chain_strong_heterogeneity_r02,False,False,False,False,False,0.5,1.4545,0.5,0.252889,0.285834,0.663059,False,extra_flashes_or_harmonic_locking
eapf_consensus,cons_pg0.05_fg0.05,directed_chain,near_identical,eapf_consensus_cons_pg0.05_fg0.05_directed_chain_near_identical_r01,False,False,True,False,True,0.3,1.1765,0.3,0.085088,0.19424,0.999123,False,partial_phase_lock
eapf_consensus,cons_pg0.05_fg0.05,directed_chain,near_identical,eapf_consensus_cons_pg0.05_fg0.05_directed_chain_near_identical_r02,False,False,True,False,True,0.3,1.1765,0.3,0.085088,0.19424,0.999123,False,partial_phase_lock
eapf_consensus,cons_pg0.05_fg0.05,directed_chain,strong_heterogeneity,eapf_consensus_cons_pg0.05_fg0.05_directed_chain_strong_heterogeneity_r01,False,False,False,False,False,0.5,1.4545,0.5,0.252889,0.285834,0.663059,False,extra_flashes_or_harmonic_locking
eapf_consensus,cons_pg0.05_fg0.05,directed_chain,strong_heterogeneity,eapf_consensus_cons_pg0.05_fg0.05_directed_chain_strong_heterogeneity_r02,False,False,False,False,False,0.5,1.4545,0.5,0.252889,0.285834,0.663059,False,extra_flashes_or_harmonic_locking
eapf_consensus,cons_pg0.1_fg0.02,all_to_all,near_identical,eapf_consensus_cons_pg0.1_fg0.02_all_to_all_near_identical_r01,True,True,True,True,True,0.0,1.0,0.0,0.004333,0.00318,0.999344,True,full_group_sync
eapf_consensus,cons_pg0.1_fg0.02,all_to_all,near_identical,eapf_consensus_cons_pg0.1_fg0.02_all_to_all_near_identical_r02,True,True,True,True,True,0.0,1.0,0.0,0.004333,0.00318,0.999344,True,full_group_sync
eapf_consensus,cons_pg0.1_fg0.02,all_to_all,strong_heterogeneity,eapf_consensus_cons_pg0.1_fg0.02_all_to_all_strong_heterogeneity_r01,False,False,False,False,False,1.0,2.6667,1.0,0.485,0.59083,0.869404,False,extra_flashes_or_harmonic_locking
eapf_consensus,cons_pg0.1_fg0.02,all_to_all,strong_heterogeneity,eapf_consensus_cons_pg0.1_fg0.02_all_to_all_strong_heterogeneity_r02,False,False,False,False,False,1.0,2.6667,1.0,0.485,0.59083,0.869404,False,extra_flashes_or_harmonic_locking
eapf_consensus,cons_pg0.1_fg0.02,chain,near_identical,eapf_consensus_cons_pg0.1_fg0.02_chain_near_identical_r01,True,True,True,True,True,0.0,1.0,0.0,0.008667,0.004707,0.998458,True,full_group_sync
eapf_consensus,cons_pg0.1_fg0.02,chain,near_identical,eapf_consensus_cons_pg0.1_fg0.02_chain_near_identical_r02,True,True,True,True,True,0.0,1.0,0.0,0.008667,0.004707,0.998458,True,full_group_sync
eapf_consensus,cons_pg0.1_fg0.02,chain,strong_heterogeneity,eapf_consensus_cons_pg0.1_fg0.02_chain_strong_heterogeneity_r01,False,False,False,False,False,1.0,2.6667,1.0,0.485,0.59083,0.683931,False,extra_flashes_or_harmonic_locking
eapf_consensus,cons_pg0.1_fg0.02,chain,strong_heterogeneity,eapf_consensus_cons_pg0.1_fg0.02_chain_strong_heterogeneity_r02,False,False,False,False,False,1.0,2.6667,1.0,0.485,0.59083,0.683931,False,extra_flashes_or_harmonic_locking
eapf_consensus,cons_pg0.1_fg0.02,directed_chain,near_identical,eapf_consensus_cons_pg0.1_fg0.02_directed_chain_near_identical_r01,True,True,True,True,True,0.0,1.0,0.0,0.008667,0.004707,0.998458,True,full_group_sync
eapf_consensus,cons_pg0.1_fg0.02,directed_chain,near_identical,eapf_consensus_cons_pg0.1_fg0.02_directed_chain_near_identical_r02,True,True,True,True,True,0.0,1.0,0.0,0.008667,0.004707,0.998458,True,full_group_sync
eapf_consensus,cons_pg0.1_fg0.02,directed_chain,strong_heterogeneity,eapf_consensus_cons_pg0.1_fg0.02_directed_chain_strong_heterogeneity_r01,False,False,False,False,False,1.0,2.6667,1.0,0.485,0.59083,0.683931,False,extra_flashes_or_harmonic_locking
eapf_consensus,cons_pg0.1_fg0.02,directed_chain,strong_heterogeneity,eapf_consensus_cons_pg0.1_fg0.02_directed_chain_strong_heterogeneity_r02,False,False,False,False,False,1.0,2.6667,1.0,0.485,0.59083,0.683931,False,extra_flashes_or_harmonic_locking
eapf_consensus,cons_pg0.1_fg0.05,all_to_all,near_identical,eapf_consensus_cons_pg0.1_fg0.05_all_to_all_near_identical_r01,True,True,True,True,True,0.0,1.0,0.0,0.004333,0.00318,0.999331,True,full_group_sync
eapf_consensus,cons_pg0.1_fg0.05,all_to_all,near_identical,eapf_consensus_cons_pg0.1_fg0.05_all_to_all_near_identical_r02,True,True,True,True,True,0.0,1.0,0.0,0.004333,0.00318,0.999331,True,full_group_sync
eapf_consensus,cons_pg0.1_fg0.05,all_to_all,strong_heterogeneity,eapf_consensus_cons_pg0.1_fg0.05_all_to_all_strong_heterogeneity_r01,False,False,False,False,False,1.0,2.6667,1.0,0.485,0.59083,0.869404,False,extra_flashes_or_harmonic_locking
eapf_consensus,cons_pg0.1_fg0.05,all_to_all,strong_heterogeneity,eapf_consensus_cons_pg0.1_fg0.05_all_to_all_strong_heterogeneity_r02,False,False,False,False,False,1.0,2.6667,1.0,0.485,0.59083,0.869404,False,extra_flashes_or_harmonic_locking
eapf_consensus,cons_pg0.1_fg0.05,chain,near_identical,eapf_consensus_cons_pg0.1_fg0.05_chain_near_identical_r01,True,True,True,True,True,0.0,1.0,0.0,0.008667,0.004707,0.998427,True,full_group_sync
eapf_consensus,cons_pg0.1_fg0.05,chain,near_identical,eapf_consensus_cons_pg0.1_fg0.05_chain_near_identical_r02,True,True,True,True,True,0.0,1.0,0.0,0.008667,0.004707,0.998427,True,full_group_sync
eapf_consensus,cons_pg0.1_fg0.05,chain,strong_heterogeneity,eapf_consensus_cons_pg0.1_fg0.05_chain_strong_heterogeneity_r01,False,False,False,False,False,1.0,2.6667,1.0,0.485,0.59083,0.683931,False,extra_flashes_or_harmonic_locking
eapf_consensus,cons_pg0.1_fg0.05,chain,strong_heterogeneity,eapf_consensus_cons_pg0.1_fg0.05_chain_strong_heterogeneity_r02,False,False,False,False,False,1.0,2.6667,1.0,0.485,0.59083,0.683931,False,extra_flashes_or_harmonic_locking
eapf_consensus,cons_pg0.1_fg0.05,directed_chain,near_identical,eapf_consensus_cons_pg0.1_fg0.05_directed_chain_near_identical_r01,True,True,True,True,True,0.0,1.0,0.0,0.008667,0.004707,0.998427,True,full_group_sync
eapf_consensus,cons_pg0.1_fg0.05,directed_chain,near_identical,eapf_consensus_cons_pg0.1_fg0.05_directed_chain_near_identical_r02,True,True,True,True,True,0.0,1.0,0.0,0.008667,0.004707,0.998427,True,full_group_sync
eapf_consensus,cons_pg0.1_fg0.05,directed_chain,strong_heterogeneity,eapf_consensus_cons_pg0.1_fg0.05_directed_chain_strong_heterogeneity_r01,False,False,False,False,False,1.0,2.6667,1.0,0.485,0.59083,0.683931,False,extra_flashes_or_harmonic_locking
eapf_consensus,cons_pg0.1_fg0.05,directed_chain,strong_heterogeneity,eapf_consensus_cons_pg0.1_fg0.05_directed_chain_strong_heterogeneity_r02,False,False,False,False,False,1.0,2.6667,1.0,0.485,0.59083,0.683931,False,extra_flashes_or_harmonic_locking
