brightness,camera_processing_time_ms,signal_norm,state,t_s,virtual_event
136.0,323.399,0.0,0,0.208012,0
172.0,33.831,0.0,0,0.547095,0
183.0,51.689,0.0,0,1.680264,0
190.0,37.42,0.0,0,1.745219,0
155.0,53.688,0.0,0,1.782675,0
159.0,59.287,0.0,0,1.836398,0
154.0,64.063,0.0,0,1.895719,0
162.0,58.758,0.0,0,1.959817,0
161.0,42.186,0.0,0,2.018611,0
190.0,39.58,1.0,1,2.060833,1
188.0,36.144,0.9444,1,2.100452,0
191.0,49.998,1.0,1,2.136632,0
192.0,55.08,1.0,1,2.186666,0
159.0,60.313,0.1291,0,2.241782,0
153.0,65.079,0.0,0,2.30213,0
149.0,67.515,0.0,0,2.367245,0
156.0,48.108,0.1179,0,2.434796,0
163.0,44.102,0.2909,0,2.482941,0
168.0,40.441,0.4158,0,2.527078,0
173.0,49.768,0.544,0,2.567555,0
183.0,50.258,0.8108,1,2.617357,1
189.0,30.025,0.9729,1,2.737859,0
152.0,47.031,0.0,0,2.774497,0
161.0,64.62,0.2308,0,2.821572,0
155.0,59.924,0.0691,0,2.886235,0
165.0,57.224,0.3333,0,2.946199,0
166.0,38.331,0.3583,0,3.003463,0
190.0,38.076,1.0,1,3.041833,1
186.0,34.678,0.8925,1,3.079998,0
190.0,45.56,1.0,1,3.114715,0
192.0,53.302,1.0,1,3.160312,0
191.0,59.063,1.0,1,3.213649,0
167.0,64.067,0.367,1,3.272746,0
144.0,64.647,0.0,0,3.406306,0
151.0,66.655,0.0,0,3.470989,0
155.0,49.577,0.0897,0,3.537678,0
161.0,45.304,0.2423,0,3.587289,0
150.0,41.236,0.0,0,3.632627,0
191.0,50.093,1.0,1,3.673898,1
184.0,50.002,0.8254,1,3.72407,0
179.0,50.419,0.7,1,3.774107,0
174.0,39.425,0.5754,1,3.835174,0
165.0,54.557,0.3485,0,3.874634,0
158.0,60.547,0.1701,0,3.929227,0
153.0,64.777,0.0408,0,3.989808,0
155.0,45.343,0.0897,0,4.054618,0
190.0,41.004,0.9897,1,4.099996,1
189.0,38.582,0.9663,1,4.141076,0
189.0,50.319,0.9688,1,4.179693,0
191.0,50.866,1.0,1,4.230047,0
192.0,51.942,1.0,1,4.350156,0
154.0,67.807,0.0488,0,4.402134,0
144.0,65.714,0.0,0,4.469977,0
140.0,67.824,0.0,0,4.535728,0
145.0,49.253,0.0,0,4.603588,0
190.0,49.456,0.9759,1,4.652877,1
190.0,45.705,0.9758,1,4.702413,0
191.0,52.74,1.0,1,4.748153,0
192.0,58.45,1.0,1,4.800928,0
193.0,53.547,1.0,1,4.869534,0
193.0,66.896,1.0,1,4.923116,0
179.0,66.611,0.7066,1,4.990047,0
142.0,66.994,0.0,0,5.056691,0
138.0,66.884,0.0,0,5.12372,0
141.0,66.731,0.0,0,5.190638,0
155.0,49.685,0.2258,0,5.257407,0
190.0,26.929,0.9784,1,5.377045,1
191.0,56.124,1.0,1,5.404052,0
146.0,62.284,0.026,0,5.460211,0
152.0,66.548,0.1391,0,5.522531,0
145.0,66.751,0.0,0,5.589115,0
155.0,65.12,0.2174,0,5.6559,0
159.0,46.83,0.3043,0,5.721056,0
164.0,43.104,0.4118,0,5.767921,0
176.0,40.036,0.6725,1,5.811059,1
189.0,31.761,0.9562,1,5.869034,0
183.0,50.641,0.8246,1,5.900832,0
191.0,49.723,1.0,1,5.951513,0
