K,agent_id,applied_kuramoto_correction,coupling_input,dt,effective_period_s,fire_count,flash_count_delta,flash_on,frequency_hz_after,frequency_hz_before,neighbour_period_est,neighbour_phase_est,phase_after,phase_before,phase_delta,phase_delta_unwrapped,pi_flash_events_consumed_this_step,time,warning,wrapped_phase_error
3.5,0,0.113108715,0.979296235,0.033,0.392848673,0,0,0,2.545509428,2.0,0.5,0.523367749,5.559714544,5.031915599,0.527798945,0.527798945,0,0.033269,frequency_step_gt_0.5hz;phase_jump_gt_0.5rad,1.774637457
3.5,0,0.115024907,0.995886637,0.033,0.391427582,0,0,0,2.554750984,2.545509428,0.5,0.938057979,6.089429681,5.559714544,0.529715137,0.529715137,0,0.066776,phase_jump_gt_0.5rad,1.661528742
3.5,0,0.115465922,0.999704952,0.033,0.391101969,1,1,1,2.556877947,2.554750984,0.5,1.352748209,0.336400526,6.089429681,0.530156152,0.530156152,0,0.099971,phase_jump_gt_0.5rad,1.546503836
3.5,0,0.114373838,0.990249679,0.033,0.391909275,1,0,0,2.55161096,2.556877947,0.5,1.76743844,0.865464594,0.336400526,0.529064068,0.529064068,0,0.133488,phase_jump_gt_0.5rad,1.431037914
3.5,0,0.11179035,0.967881817,0.033,0.393832409,1,0,0,2.539151114,2.55161096,0.5,2.18212867,1.391945174,0.865464594,0.52648058,0.52648058,0,0.167015,phase_jump_gt_0.5rad,1.316664076
3.5,0,0.107853212,0.933794042,0.033,0.396799765,1,0,0,2.520162782,2.539151114,0.5,2.5968189,1.914488616,1.391945174,0.522543442,0.522543442,0,0.200579,phase_jump_gt_0.5rad,1.204873726
3.5,0,0.102777897,0.889851923,0.033,0.400691568,1,0,0,2.495685163,2.520162782,0.5,3.01150913,2.431956744,1.914488616,0.517468127,0.517468127,0,0.234135,phase_jump_gt_0.5rad,1.097020514
3.5,0,0.096829001,0.838346328,0.033,0.405351554,1,0,0,2.466994368,2.495685163,0.5,3.426199361,2.943475975,2.431956744,0.511519231,0.511519231,0,0.267673,phase_jump_gt_0.5rad,0.994242617
3.5,0,0.090288264,0.781716569,0.033,0.410601872,1,0,0,2.435449196,2.466994368,0.5,3.840889591,3.448454469,2.943475975,0.504978494,0.504978494,0,0.301125,phase_jump_gt_0.5rad,0.897413616
3.5,0,0.083425895,0.722302119,0.033,0.416258589,1,0,0,2.402352834,2.435449196,0.5,4.255579821,3.946570594,3.448454469,0.498116125,0.498116125,0,0.334301,,0.807125352
3.5,0,0.076479645,0.662161427,0.033,0.422145424,1,0,0,2.368851925,2.402352834,0.5,4.670270052,4.437740469,3.946570594,0.491169875,0.491169875,0,0.367793,,0.723699458
3.5,0,0.069643128,0.602970808,0.033,0.428104138,1,0,0,2.335880246,2.368851925,0.5,5.084960282,4.922073828,4.437740469,0.484333359,0.484333359,0,0.401071,,0.647219813
3.5,0,0.063062459,0.545995317,0.033,0.434000938,1,0,0,2.304142487,2.335880246,0.5,5.499650512,5.399826517,4.922073828,0.477752689,0.477752689,0,0.434628,,0.577576684
3.5,0,0.056838939,0.492112025,0.033,0.439729138,1,0,0,2.274127215,2.304142487,0.5,5.914340742,5.871355686,5.399826517,0.471529169,0.471529169,0,0.468149,,0.514514225
3.5,0,0.051035274,0.441863844,0.033,0.445208848,2,1,1,2.246136852,2.274127215,0.5,0.045845666,0.053895883,5.871355686,0.465725504,0.465725504,0,0.501414,,0.457675286
3.5,0,0.045683203,0.395525569,0.033,0.450384623,2,0,0,2.220324473,2.246136852,0.5,0.460535896,0.514269317,0.053895883,0.460373434,0.460373434,0,0.534943,,0.406640013
3.5,0,0.040791083,0.353169547,0.033,0.455222002,2,0,0,2.196730377,2.220324473,0.5,0.875226126,0.96975063,0.514269317,0.455481313,0.455481313,0,0.568494,,0.360956809
3.5,0,0.036350607,0.31472387,0.033,0.459703641,2,0,0,2.175314509,2.196730377,0.5,1.289916356,1.420791467,0.96975063,0.451040837,0.451040837,0,0.601666,,0.320165727
