event,model,source,t_s
pi_flash,kuramoto,pi_oscillator,0.547095
virtual_flash,kuramoto,camera,2.060833
virtual_flash,kuramoto,camera,2.617357
pi_flash,kuramoto,pi_oscillator,2.617357
virtual_flash,kuramoto,camera,3.041833
pi_flash,kuramoto,pi_oscillator,3.272746
virtual_flash,kuramoto,camera,3.673898
virtual_flash,kuramoto,camera,4.099996
pi_flash,kuramoto,pi_oscillator,4.230047
virtual_flash,kuramoto,camera,4.652877
pi_flash,kuramoto,pi_oscillator,5.257407
virtual_flash,kuramoto,camera,5.377045
virtual_flash,kuramoto,camera,5.811059
pi_flash,kuramoto,pi_oscillator,6.001271
virtual_flash,kuramoto,camera,6.505161
pi_flash,kuramoto,pi_oscillator,6.961402
virtual_flash,kuramoto,camera,7.151509
virtual_flash,kuramoto,camera,7.568537
pi_flash,kuramoto,pi_oscillator,7.741797
virtual_flash,kuramoto,camera,8.208282
pi_flash,kuramoto,pi_oscillator,8.78698
virtual_flash,kuramoto,camera,8.924209
virtual_flash,kuramoto,camera,9.301893
pi_flash,kuramoto,pi_oscillator,9.767961
virtual_flash,kuramoto,camera,9.951441
virtual_flash,kuramoto,camera,10.461566
pi_flash,kuramoto,pi_oscillator,10.602353
virtual_flash,kuramoto,camera,11.031659
pi_flash,kuramoto,pi_oscillator,11.214985
virtual_flash,kuramoto,camera,11.661196
pi_flash,kuramoto,pi_oscillator,11.872017
virtual_flash,kuramoto,camera,12.420024
pi_flash,kuramoto,pi_oscillator,12.682825
virtual_flash,kuramoto,camera,13.094529
virtual_flash,kuramoto,camera,13.590538
pi_flash,kuramoto,pi_oscillator,13.683561
virtual_flash,kuramoto,camera,14.154062
pi_flash,kuramoto,pi_oscillator,14.275727
virtual_flash,kuramoto,camera,14.80827
pi_flash,kuramoto,pi_oscillator,14.908202
virtual_flash,kuramoto,camera,15.327145
pi_flash,kuramoto,pi_oscillator,15.517544
virtual_flash,kuramoto,camera,15.980932
pi_flash,kuramoto,pi_oscillator,16.569027
virtual_flash,kuramoto,camera,16.691171
virtual_flash,kuramoto,camera,17.178892
pi_flash,kuramoto,pi_oscillator,17.326555
virtual_flash,kuramoto,camera,17.699527
pi_flash,kuramoto,pi_oscillator,18.165709
virtual_flash,kuramoto,camera,18.358699
virtual_flash,kuramoto,camera,19.007192
pi_flash,kuramoto,pi_oscillator,19.007192
virtual_flash,kuramoto,camera,19.427492
pi_flash,kuramoto,pi_oscillator,19.723219
virtual_flash,kuramoto,camera,20.111483
virtual_flash,kuramoto,camera,20.711865
pi_flash,kuramoto,pi_oscillator,20.761191
virtual_flash,kuramoto,camera,21.36679
pi_flash,kuramoto,pi_oscillator,21.36679
virtual_flash,kuramoto,camera,21.916205
pi_flash,kuramoto,pi_oscillator,22.015652
virtual_flash,kuramoto,camera,22.48123
pi_flash,kuramoto,pi_oscillator,22.67598
virtual_flash,kuramoto,camera,23.100378
pi_flash,kuramoto,pi_oscillator,23.625716
virtual_flash,kuramoto,camera,23.758521
virtual_flash,kuramoto,camera,24.411798
pi_flash,kuramoto,pi_oscillator,24.411798
pi_flash,kuramoto,pi_oscillator,25.121579
virtual_flash,kuramoto,camera,25.505975
pi_flash,kuramoto,pi_oscillator,25.783279
virtual_flash,kuramoto,camera,26.117361
pi_flash,kuramoto,pi_oscillator,26.735363
virtual_flash,kuramoto,camera,26.873647
virtual_flash,kuramoto,camera,27.4492
pi_flash,kuramoto,pi_oscillator,27.496043
virtual_flash,kuramoto,camera,27.8444
pi_flash,kuramoto,pi_oscillator,28.43542
virtual_flash,kuramoto,camera,28.600621
virtual_flash,kuramoto,camera,29.163436
pi_flash,kuramoto,pi_oscillator,29.263761
virtual_flash,kuramoto,camera,29.57902
