event,model,source,t_s
pi_flash,kuramoto,pi_oscillator,0.538105
virtual_flash,kuramoto,camera,1.16978
pi_flash,kuramoto,pi_oscillator,1.74557
virtual_flash,kuramoto,camera,2.01154
virtual_flash,kuramoto,camera,2.449015
pi_flash,kuramoto,pi_oscillator,2.470357
virtual_flash,kuramoto,camera,2.99446
pi_flash,kuramoto,pi_oscillator,3.091993
pi_flash,kuramoto,pi_oscillator,3.626415
virtual_flash,kuramoto,camera,3.722983
virtual_flash,kuramoto,camera,4.191402
pi_flash,kuramoto,pi_oscillator,4.365029
virtual_flash,kuramoto,camera,4.726538
pi_flash,kuramoto,pi_oscillator,5.267111
virtual_flash,kuramoto,camera,5.492852
virtual_flash,kuramoto,camera,6.050956
pi_flash,kuramoto,pi_oscillator,6.090204
virtual_flash,kuramoto,camera,6.477632
pi_flash,kuramoto,pi_oscillator,6.655652
virtual_flash,kuramoto,camera,7.124109
pi_flash,kuramoto,pi_oscillator,7.609381
virtual_flash,kuramoto,camera,7.776729
pi_flash,kuramoto,pi_oscillator,8.36534
virtual_flash,kuramoto,camera,8.472137
virtual_flash,kuramoto,camera,8.877071
pi_flash,kuramoto,pi_oscillator,9.083536
virtual_flash,kuramoto,camera,9.411052
pi_flash,kuramoto,pi_oscillator,9.98894
virtual_flash,kuramoto,camera,10.161019
pi_flash,kuramoto,pi_oscillator,10.801042
virtual_flash,kuramoto,camera,10.923973
virtual_flash,kuramoto,camera,11.473881
pi_flash,kuramoto,pi_oscillator,11.570148
virtual_flash,kuramoto,camera,11.916983
pi_flash,kuramoto,pi_oscillator,12.138455
virtual_flash,kuramoto,camera,12.654564
pi_flash,kuramoto,pi_oscillator,12.922185
pi_flash,kuramoto,pi_oscillator,13.974534
virtual_flash,kuramoto,camera,14.089963
virtual_flash,kuramoto,camera,14.624071
pi_flash,kuramoto,pi_oscillator,14.700243
virtual_flash,kuramoto,camera,15.178264
pi_flash,kuramoto,pi_oscillator,15.28361
pi_flash,kuramoto,pi_oscillator,15.785209
virtual_flash,kuramoto,camera,15.893504
virtual_flash,kuramoto,camera,16.352867
pi_flash,kuramoto,pi_oscillator,16.512145
virtual_flash,kuramoto,camera,16.881073
pi_flash,kuramoto,pi_oscillator,17.067394
virtual_flash,kuramoto,camera,17.53843
pi_flash,kuramoto,pi_oscillator,18.11853
virtual_flash,kuramoto,camera,18.218118
virtual_flash,kuramoto,camera,18.733628
pi_flash,kuramoto,pi_oscillator,18.804427
virtual_flash,kuramoto,camera,19.280203
pi_flash,kuramoto,pi_oscillator,19.376945
virtual_flash,kuramoto,camera,19.974518
pi_flash,kuramoto,pi_oscillator,20.096596
virtual_flash,kuramoto,camera,20.460408
pi_flash,kuramoto,pi_oscillator,21.047674
virtual_flash,kuramoto,camera,21.220888
pi_flash,kuramoto,pi_oscillator,21.808206
virtual_flash,kuramoto,camera,21.976645
pi_flash,kuramoto,pi_oscillator,22.603648
virtual_flash,kuramoto,camera,22.851373
pi_flash,kuramoto,pi_oscillator,23.512661
virtual_flash,kuramoto,camera,23.654029
virtual_flash,kuramoto,camera,24.351487
pi_flash,kuramoto,pi_oscillator,24.589179
virtual_flash,kuramoto,camera,24.880101
virtual_flash,kuramoto,camera,25.349764
pi_flash,kuramoto,pi_oscillator,25.474259
virtual_flash,kuramoto,camera,26.5366
pi_flash,kuramoto,pi_oscillator,26.694917
pi_flash,kuramoto,pi_oscillator,27.265819
virtual_flash,kuramoto,camera,27.455399
virtual_flash,kuramoto,camera,27.843064
virtual_flash,kuramoto,camera,28.490671
pi_flash,kuramoto,pi_oscillator,28.490671
virtual_flash,kuramoto,camera,29.142152
pi_flash,kuramoto,pi_oscillator,29.221849
virtual_flash,kuramoto,camera,29.688431
pi_flash,kuramoto,pi_oscillator,29.806784
