t,event_type,source,detected_leader_flash_time,follower_flash_time,timing_error_s,wrapped_timing_error_s
0.64747,follower_flash,follower_oscillator,,0.64747,,
0.84307,leader_flash,camera,0.84307,,,
1.289935,follower_flash,follower_oscillator,0.84307,1.289935,-0.446865,
1.350797,leader_flash,camera,1.350797,,,
1.859811,leader_flash,camera,1.859811,,,
1.859811,follower_flash,follower_oscillator,1.859811,1.859811,0.0,
2.367144,leader_flash,camera,2.367144,,,
2.367144,follower_flash,follower_oscillator,2.367144,2.367144,0.0,
2.872433,leader_flash,camera,2.872433,,,
2.872433,follower_flash,follower_oscillator,2.872433,2.872433,0.0,
3.378713,leader_flash,camera,3.378713,,,
3.378713,follower_flash,follower_oscillator,3.378713,3.378713,0.0,
3.378713,sync_achieved,metrics,,,,
3.886392,leader_flash,camera,3.886392,,,
3.886392,follower_flash,follower_oscillator,3.886392,3.886392,0.0,
4.33423,leader_flash,camera,4.33423,,,
4.394551,follower_flash,follower_oscillator,4.33423,4.394551,-0.060321,
4.841167,leader_flash,camera,4.841167,,,
4.841167,follower_flash,follower_oscillator,4.841167,4.841167,0.0,
5.348623,leader_flash,camera,5.348623,,,
5.348623,follower_flash,follower_oscillator,5.348623,5.348623,0.0,
5.857259,leader_flash,camera,5.857259,,,
5.857259,follower_flash,follower_oscillator,5.857259,5.857259,0.0,
6.363299,leader_flash,camera,6.363299,,,
6.363299,follower_flash,follower_oscillator,6.363299,6.363299,0.0,
6.869094,leader_flash,camera,6.869094,,,
6.869094,follower_flash,follower_oscillator,6.869094,6.869094,0.0,
7.373842,leader_flash,camera,7.373842,,,
7.373842,follower_flash,follower_oscillator,7.373842,7.373842,0.0,
7.880696,leader_flash,camera,7.880696,,,
7.880696,follower_flash,follower_oscillator,7.880696,7.880696,0.0,
8.388742,leader_flash,camera,8.388742,,,
8.388742,follower_flash,follower_oscillator,8.388742,8.388742,0.0,
8.835841,leader_flash,camera,8.835841,,,
