t,frame_id,roi_intensity,normalized_signal,detected_flash_state,leader_flash_event,detected_flash_time,detection_confidence,roi_x,roi_y,roi_w,roi_h,camera_processing_time_ms
2e-06,1,173.0,0.0,0,0,,0.0,,,,,69.67
0.069929,2,144.33,0.0,0,0,,0.0,,,,,67.03
0.137214,3,138.67,0.0,0,0,,0.0,,,,,70.77
0.208253,4,141.17,0.0,0,0,,0.0,,,,,65.23
0.273744,5,142.33,0.0,0,0,,0.0,,,,,59.31
0.333311,6,173.0,0.0,0,0,,0.0,,,,,60.21
0.393784,7,173.33,0.0,0,0,,0.0,,,,,59.41
0.453449,8,173.33,0.0,0,0,,0.0,,,,,59.96
0.513678,9,174.33,0.0,0,0,,0.0,,,,,63.84
0.577783,10,139.33,0.0019,0,0,,0.0,,,,,69.43
0.64747,11,138.33,0.0,0,0,,0.0,,,,,71.17
0.718931,12,139.0,0.0086,0,0,,0.0,,,,,62.98
0.782174,13,139.67,0.027,0,0,,0.0,,,,,60.64
0.84307,14,172.67,0.9809,1,1,0.84307,0.0,,,,,59.78
0.90311,15,172.33,0.971,1,0,,0.0,,,,,59.47
0.962835,16,171.33,0.942,1,0,,0.0,,,,,60.46
1.023552,17,173.0,0.9904,1,0,,0.0,,,,,66.2
1.09001,18,138.33,0.0,0,0,,0.0,,,,,69.74
1.159997,19,140.67,0.0595,0,0,,0.0,,,,,68.55
1.2288,20,140.67,0.0586,0,0,,0.6027,,,,,60.89
1.289935,21,142.67,0.1154,0,0,,0.6159,,,,,60.55
1.350797,22,172.67,0.9819,1,1,1.350797,0.6421,,,,,60.13
1.411217,23,172.33,0.9729,1,0,,0.6613,,,,,59.59
1.471055,24,172.0,0.9643,1,0,,0.674,,,,,59.5
1.530803,25,173.33,1.0,1,0,,0.6866,,,,,66.36
1.597413,26,138.0,0.0,0,0,,0.7016,,,,,70.14
1.667837,27,139.67,0.0326,0,0,,0.7097,,,,,69.37
1.737456,28,139.0,0.0124,0,0,,0.715,,,,,62.16
