model,n_trials,actual_fcr_mean,actual_fcr_std,final5_mae_mean,final5_mae_std,final5_abs_means_mean,virtual_freq_std_mean,pi_freq_std_mean,pi_flash_count_mean,actual_virtual_flashes_mean,detected_virtual_flashes_mean
eapf_consensus,9,0.9461888888888887,0.027512153879896636,0.04607644444444445,0.03814434303114654,0.04259422222222223,0.0006169999999999999,0.011070444444444445,57.0,59.44444444444444,56.22222222222222
kuramoto,9,0.9026555555555554,0.07141257086660426,0.4131244444444444,0.09474908852742477,0.19908655555555557,0.2473878888888889,0.3925895555555556,53.333333333333336,58.0,52.111111111111114
