agent_id,event_type,normalized_signal,raw_brightness,roi_id,t_s
V1,pi_detected_virtual_flash,0.7261,69.0,1,0.934397
V0,pi_detected_virtual_flash,0.7168,48.0,0,1.067766
V1,pi_detected_virtual_flash,0.9737,86.0,1,1.434521
V1,pi_detected_virtual_flash,0.7325,69.0,1,1.934706
V0,pi_detected_virtual_flash,0.675,47.0,0,2.068032
V1,pi_detected_virtual_flash,0.9487,85.0,1,2.434778
V1,pi_detected_virtual_flash,0.7389,69.0,1,2.934914
V0,pi_detected_virtual_flash,0.65,46.0,0,3.068246
V1,pi_detected_virtual_flash,0.9481,85.0,1,3.435035
V1,pi_detected_virtual_flash,0.7532,70.0,1,3.935204
V0,pi_detected_virtual_flash,0.7179,49.0,0,4.101835
V1,pi_detected_virtual_flash,0.9481,85.0,1,4.435284
V1,pi_detected_virtual_flash,0.7532,70.0,1,4.935374
V0,pi_detected_virtual_flash,0.7179,49.0,0,5.10206
V1,pi_detected_virtual_flash,0.9481,85.0,1,5.435679
V1,pi_detected_virtual_flash,0.7532,70.0,1,5.935658
V0,pi_detected_virtual_flash,0.6667,47.0,0,6.068935
V1,pi_detected_virtual_flash,0.9481,85.0,1,6.43573
V1,pi_detected_virtual_flash,0.759,70.0,1,6.935888
V0,pi_detected_virtual_flash,0.6842,47.0,0,7.069224
V1,pi_detected_virtual_flash,0.972,86.0,1,7.436021
V1,pi_detected_virtual_flash,0.759,70.0,1,7.936255
V0,pi_detected_virtual_flash,0.6579,46.0,0,8.069584
V1,pi_detected_virtual_flash,0.9587,85.0,1,8.436316
V1,pi_detected_virtual_flash,0.759,70.0,1,8.936476
V0,pi_detected_virtual_flash,0.6579,46.0,0,9.069838
V1,pi_detected_virtual_flash,0.972,86.0,1,9.436609
V1,pi_detected_virtual_flash,0.7723,71.0,1,9.936804
V0,pi_detected_virtual_flash,0.6579,46.0,0,10.070084
V1,pi_detected_virtual_flash,0.972,86.0,1,10.436864
V1,pi_detected_virtual_flash,0.7856,72.0,1,10.936984
V0,pi_detected_virtual_flash,0.6579,46.0,0,11.070336
V1,pi_detected_virtual_flash,0.9854,87.0,1,11.437117
V1,pi_detected_virtual_flash,0.7726,71.0,1,11.937318
V0,pi_detected_virtual_flash,0.6842,47.0,0,12.070594
V1,pi_detected_virtual_flash,0.9855,87.0,1,12.437385
V1,pi_detected_virtual_flash,0.7753,71.0,1,12.937504
V0,pi_detected_virtual_flash,0.6842,47.0,0,13.070869
V1,pi_detected_virtual_flash,0.9724,86.0,1,13.437638
V1,pi_detected_virtual_flash,0.7792,72.0,1,13.937851
V0,pi_detected_virtual_flash,0.6579,46.0,0,14.071155
V1,pi_detected_virtual_flash,0.961,86.0,1,14.437898
V1,pi_detected_virtual_flash,0.7792,72.0,1,14.938012
V0,pi_detected_virtual_flash,0.9474,57.0,0,15.171371
V1,pi_detected_virtual_flash,0.9739,87.0,1,15.438146
V1,pi_detected_virtual_flash,0.7792,72.0,1,15.938336
V0,pi_detected_virtual_flash,0.6842,47.0,0,16.071571
V1,pi_detected_virtual_flash,0.974,87.0,1,16.438359
V1,pi_detected_virtual_flash,0.7742,72.0,1,16.938457
V0,pi_detected_virtual_flash,0.6842,47.0,0,17.071817
V1,pi_detected_virtual_flash,0.9677,87.0,1,17.438592
V1,pi_detected_virtual_flash,0.7792,72.0,1,17.938794
V0,pi_detected_virtual_flash,0.6579,46.0,0,18.072052
V1,pi_detected_virtual_flash,0.961,86.0,1,18.438839
V1,pi_detected_virtual_flash,0.7922,73.0,1,18.938969
V0,pi_detected_virtual_flash,0.6579,46.0,0,19.07232
V1,pi_detected_virtual_flash,0.961,86.0,1,19.4391
V1,pi_detected_virtual_flash,0.7922,73.0,1,19.939303
V0,pi_detected_virtual_flash,0.6579,46.0,0,20.07261
V1,pi_detected_virtual_flash,0.974,87.0,1,20.439367
V1,pi_detected_virtual_flash,0.7922,73.0,1,20.93951
V0,pi_detected_virtual_flash,0.6579,46.0,0,21.07285
V1,pi_detected_virtual_flash,0.961,86.0,1,21.43961
V1,pi_detected_virtual_flash,0.7922,73.0,1,21.939812
V0,pi_detected_virtual_flash,0.6579,46.0,0,22.073089
V1,pi_detected_virtual_flash,0.961,86.0,1,22.439877
V1,pi_detected_virtual_flash,0.8052,74.0,1,22.940008
V0,pi_detected_virtual_flash,0.6579,46.0,0,23.073349
V1,pi_detected_virtual_flash,0.974,87.0,1,23.440139
V1,pi_detected_virtual_flash,0.8052,74.0,1,23.940322
V0,pi_detected_virtual_flash,0.6667,46.0,0,24.073606
V1,pi_detected_virtual_flash,0.974,87.0,1,24.440403
V1,pi_detected_virtual_flash,0.8171,75.0,1,24.940527
V0,pi_detected_virtual_flash,0.6923,47.0,0,25.073899
V1,pi_detected_virtual_flash,0.9728,87.0,1,25.440665
V1,pi_detected_virtual_flash,0.8077,75.0,1,25.940848
V0,pi_detected_virtual_flash,0.6842,47.0,0,26.074192
V1,pi_detected_virtual_flash,0.9615,87.0,1,26.440913
V1,pi_detected_virtual_flash,0.8077,75.0,1,26.941037
V0,pi_detected_virtual_flash,0.6579,46.0,0,27.074391
V1,pi_detected_virtual_flash,0.9615,87.0,1,27.441175
V1,pi_detected_virtual_flash,0.8205,76.0,1,27.941355
V0,pi_detected_virtual_flash,0.6842,47.0,0,28.074673
V1,pi_detected_virtual_flash,0.9615,87.0,1,28.441464
V1,pi_detected_virtual_flash,0.8207,76.0,1,28.941593
V0,pi_detected_virtual_flash,0.6842,47.0,0,29.074943
V1,pi_detected_virtual_flash,0.9616,87.0,1,29.441731
V1,pi_detected_virtual_flash,0.8067,75.0,1,29.941924
