event,model,source,t_s
pi_flash,eapf_consensus,pi_oscillator,0.447231
pi_flash,eapf_consensus,pi_oscillator,0.682637
virtual_flash,eapf_consensus,camera,0.877801
pi_flash,eapf_consensus,pi_oscillator,1.107335
virtual_flash,eapf_consensus,camera,1.230206
pi_flash,eapf_consensus,pi_oscillator,1.506568
virtual_flash,eapf_consensus,camera,1.70839
pi_flash,eapf_consensus,pi_oscillator,1.926004
virtual_flash,eapf_consensus,camera,2.247148
pi_flash,eapf_consensus,pi_oscillator,2.333042
virtual_flash,eapf_consensus,camera,2.693185
pi_flash,eapf_consensus,pi_oscillator,2.731649
pi_flash,eapf_consensus,pi_oscillator,3.124542
virtual_flash,eapf_consensus,camera,3.230104
pi_flash,eapf_consensus,pi_oscillator,3.547455
virtual_flash,eapf_consensus,camera,3.667259
pi_flash,eapf_consensus,pi_oscillator,4.003196
virtual_flash,eapf_consensus,camera,4.223223
pi_flash,eapf_consensus,pi_oscillator,4.415295
virtual_flash,eapf_consensus,camera,4.637017
pi_flash,eapf_consensus,pi_oscillator,4.828928
virtual_flash,eapf_consensus,camera,5.220585
pi_flash,eapf_consensus,pi_oscillator,5.27134
virtual_flash,eapf_consensus,camera,5.618004
pi_flash,eapf_consensus,pi_oscillator,5.678998
pi_flash,eapf_consensus,pi_oscillator,6.140887
virtual_flash,eapf_consensus,camera,6.250399
pi_flash,eapf_consensus,pi_oscillator,6.636591
virtual_flash,eapf_consensus,camera,7.027121
pi_flash,eapf_consensus,pi_oscillator,7.089708
virtual_flash,eapf_consensus,camera,7.576058
pi_flash,eapf_consensus,pi_oscillator,7.576058
virtual_flash,eapf_consensus,camera,8.01449
pi_flash,eapf_consensus,pi_oscillator,8.074351
virtual_flash,eapf_consensus,camera,8.449084
pi_flash,eapf_consensus,pi_oscillator,8.572582
virtual_flash,eapf_consensus,camera,8.988919
pi_flash,eapf_consensus,pi_oscillator,9.078152
virtual_flash,eapf_consensus,camera,9.506891
pi_flash,eapf_consensus,pi_oscillator,9.572431
virtual_flash,eapf_consensus,camera,9.942421
pi_flash,eapf_consensus,pi_oscillator,10.079747
virtual_flash,eapf_consensus,camera,10.375636
pi_flash,eapf_consensus,pi_oscillator,10.539699
virtual_flash,eapf_consensus,camera,10.81192
pi_flash,eapf_consensus,pi_oscillator,11.057954
virtual_flash,eapf_consensus,camera,11.401609
pi_flash,eapf_consensus,pi_oscillator,11.558763
virtual_flash,eapf_consensus,camera,11.800884
pi_flash,eapf_consensus,pi_oscillator,12.012269
virtual_flash,eapf_consensus,camera,12.331857
pi_flash,eapf_consensus,pi_oscillator,12.416941
virtual_flash,eapf_consensus,camera,12.779824
pi_flash,eapf_consensus,pi_oscillator,12.878396
virtual_flash,eapf_consensus,camera,13.216661
pi_flash,eapf_consensus,pi_oscillator,13.301505
virtual_flash,eapf_consensus,camera,13.755305
pi_flash,eapf_consensus,pi_oscillator,13.755305
virtual_flash,eapf_consensus,camera,14.184525
pi_flash,eapf_consensus,pi_oscillator,14.184525
virtual_flash,eapf_consensus,camera,14.618644
pi_flash,eapf_consensus,pi_oscillator,14.642322
virtual_flash,eapf_consensus,camera,15.06532
pi_flash,eapf_consensus,pi_oscillator,15.106766
pi_flash,eapf_consensus,pi_oscillator,15.54826
virtual_flash,eapf_consensus,camera,15.658785
pi_flash,eapf_consensus,pi_oscillator,15.98274
virtual_flash,eapf_consensus,camera,16.076259
pi_flash,eapf_consensus,pi_oscillator,16.42988
virtual_flash,eapf_consensus,camera,16.595269
pi_flash,eapf_consensus,pi_oscillator,16.888044
virtual_flash,eapf_consensus,camera,17.010058
pi_flash,eapf_consensus,pi_oscillator,17.344177
virtual_flash,eapf_consensus,camera,17.465381
pi_flash,eapf_consensus,pi_oscillator,17.809968
virtual_flash,eapf_consensus,camera,17.986154
pi_flash,eapf_consensus,pi_oscillator,18.288135
virtual_flash,eapf_consensus,camera,18.408875
pi_flash,eapf_consensus,pi_oscillator,18.750354
virtual_flash,eapf_consensus,camera,18.971637
pi_flash,eapf_consensus,pi_oscillator,19.179086
pi_flash,eapf_consensus,pi_oscillator,19.297115
virtual_flash,eapf_consensus,camera,19.396802
pi_flash,eapf_consensus,pi_oscillator,19.68588
virtual_flash,eapf_consensus,camera,19.836466
pi_flash,eapf_consensus,pi_oscillator,20.155729
virtual_flash,eapf_consensus,camera,20.276195
pi_flash,eapf_consensus,pi_oscillator,20.61369
virtual_flash,eapf_consensus,camera,20.835623
pi_flash,eapf_consensus,pi_oscillator,21.087883
virtual_flash,eapf_consensus,camera,21.23767
pi_flash,eapf_consensus,pi_oscillator,21.550326
virtual_flash,eapf_consensus,camera,21.676413
pi_flash,eapf_consensus,pi_oscillator,22.017773
virtual_flash,eapf_consensus,camera,22.225257
pi_flash,eapf_consensus,pi_oscillator,22.455763
virtual_flash,eapf_consensus,camera,22.658926
pi_flash,eapf_consensus,pi_oscillator,22.936404
virtual_flash,eapf_consensus,camera,23.093486
pi_flash,eapf_consensus,pi_oscillator,23.418623
virtual_flash,eapf_consensus,camera,23.646668
pi_flash,eapf_consensus,pi_oscillator,23.903727
virtual_flash,eapf_consensus,camera,24.05115
pi_flash,eapf_consensus,pi_oscillator,24.359989
virtual_flash,eapf_consensus,camera,24.48119
pi_flash,eapf_consensus,pi_oscillator,24.807468
virtual_flash,eapf_consensus,camera,25.054694
pi_flash,eapf_consensus,pi_oscillator,25.259511
virtual_flash,eapf_consensus,camera,25.45749
pi_flash,eapf_consensus,pi_oscillator,25.665587
virtual_flash,eapf_consensus,camera,25.891747
pi_flash,eapf_consensus,pi_oscillator,26.041193
virtual_flash,eapf_consensus,camera,26.462378
pi_flash,eapf_consensus,pi_oscillator,26.462378
virtual_flash,eapf_consensus,camera,26.88382
pi_flash,eapf_consensus,pi_oscillator,26.88382
virtual_flash,eapf_consensus,camera,27.317746
pi_flash,eapf_consensus,pi_oscillator,27.317746
pi_flash,eapf_consensus,pi_oscillator,27.738621
virtual_flash,eapf_consensus,camera,27.866898
pi_flash,eapf_consensus,pi_oscillator,28.199567
virtual_flash,eapf_consensus,camera,28.321459
pi_flash,eapf_consensus,pi_oscillator,28.659627
virtual_flash,eapf_consensus,camera,28.754761
pi_flash,eapf_consensus,pi_oscillator,29.068694
virtual_flash,eapf_consensus,camera,29.164455
pi_flash,eapf_consensus,pi_oscillator,29.54271
virtual_flash,eapf_consensus,camera,29.695946
pi_flash,eapf_consensus,pi_oscillator,29.97517
