t_s,phase_rad,frequency_hz,phase_error_rad,follower_flash,loop_dt_ms
1.6e-05,0.000178,1.8,0.0,0,0.016
1.059396,5.698296,1.8,0.0,1,1059.38
1.1227,0.131062,1.8,0.0,1,63.304
1.227927,1.321162,1.8,0.0,0,105.228
1.328058,2.453613,1.8,0.0,0,100.131
1.403722,3.309351,1.8,0.0,0,75.664
1.471713,4.078309,1.8,0.0,0,67.991
1.550711,4.971755,1.8,0.0,0,78.998
1.629872,5.867052,1.8,0.0,0,79.162
1.723806,0.646227,1.8,0.0,1,93.933
1.82477,1.788106,1.8,0.0,0,100.964
1.900115,2.640242,1.8,0.0,0,75.345
1.967125,3.387546,1.8,-2.640242,0,67.01
2.045122,4.250699,1.8,-2.629681,0,77.996
2.122108,5.095772,1.8,-2.610713,0,76.986
2.210356,6.063001,1.8,-2.585096,0,88.248
2.309509,0.866327,1.8,-2.554263,1,99.153
2.407743,1.939344,1.8,-2.519378,0,98.234
2.495466,2.893524,1.800371,-1.88824,0,87.723
2.587568,3.897852,1.801037,-1.796858,0,92.102
2.647665,4.540985,1.801937,-1.724699,0,60.096
2.736978,5.516088,1.803019,-1.636824,0,89.313
2.83538,0.312623,1.804244,-1.545272,1,98.403
2.907489,1.096154,1.805578,-1.470132,0,72.109
2.972862,1.806574,1.807378,-1.020981,0,65.373
3.048676,2.638923,1.809542,-0.903437,0,75.813
3.125952,3.491507,1.811989,-0.787908,0,77.276
3.218051,4.5166,1.814654,-0.659687,0,92.099
3.317764,5.632632,1.817481,-0.527253,0,99.713
3.415054,0.442145,1.820427,-0.401779,1,97.29
3.499229,1.388705,1.823102,-0.400157,0,84.176
3.574922,2.241365,1.825549,-0.347426,0,75.692
3.653548,3.130536,1.827803,-0.296349,0,78.626
3.742721,4.143505,1.829894,-0.243305,0,89.173
3.841541,5.270042,1.831847,-0.188761,0,98.821
3.910551,6.056009,1.833681,-0.149631,0,69.01
3.972346,0.479282,1.835784,0.288842,1,61.795
4.048845,1.35873,1.838093,0.369673,0,76.498
4.125088,2.238723,1.840558,0.446569,0,76.244
4.213576,3.263728,1.843137,0.531601,0,88.488
4.311889,4.406106,1.845799,0.622183,0,98.313
4.409712,5.546505,1.848514,0.708517,0,97.823
4.493973,0.24979,1.850961,0.772981,1,84.261
4.570979,1.154808,1.853183,0.797159,0,77.006
4.64765,2.058383,1.855216,0.8185,0,76.671
4.73528,3.091873,1.85709,0.841736,0,87.629
4.833815,4.254718,1.858829,0.866849,0,98.535
4.907183,5.125608,1.860454,0.880612,0,73.368
4.973296,5.914488,1.862304,1.214757,0,66.112
5.0498,0.544399,1.864327,1.26398,1,76.505
5.126911,1.467227,1.866481,1.310896,0,77.11
5.216157,2.534969,1.86873,1.36514,0,89.246
5.314068,3.707174,1.871047,1.423618,0,97.91
5.411553,4.877208,1.873409,1.478859,0,97.485
5.495296,5.888012,1.875797,1.471588,0,83.743
5.57123,0.525867,1.878197,1.504869,1,75.935
5.647797,1.456447,1.880597,1.536477,0,76.567
5.736369,2.530924,1.882986,1.574863,0,88.571
5.833864,3.713205,1.885358,1.617476,0,97.496
5.906545,4.603777,1.887707,1.640169,0,72.68
5.97257,5.417473,1.890028,1.725207,0,66.026
6.047204,0.052029,1.892316,1.745309,1,74.633
6.123531,0.991755,1.894571,1.764599,0,76.327
6.211667,2.07386,1.896788,1.78972,0,88.137
6.310705,3.287802,1.898967,1.819836,0,99.038
6.408209,4.485461,1.901107,1.846948,0,97.504
6.492348,5.525329,1.903222,1.850957,0,84.139
6.56853,0.18847,1.905308,1.863312,1,76.182
6.643792,1.125217,1.907363,1.873623,0,75.262
6.732266,2.221673,1.909384,1.890371,0,88.473
6.830697,3.439134,1.911371,1.911366,0,98.432
6.903979,4.356133,1.913323,1.91643,0,73.281
6.969536,5.181643,1.915238,1.963498,0,65.557
7.046388,6.144246,1.917116,1.967903,0,76.852
7.12296,0.821528,1.918957,1.970859,1,76.572
7.211347,1.925637,1.920762,1.978754,0,88.388
7.309169,3.14488,1.922529,1.990159,0,97.821
7.406831,4.363549,1.924261,2.000117,0,97.662
7.491581,5.427219,1.925956,1.960927,0,84.75
7.568412,0.112822,1.927615,1.958539,1,76.832
7.657244,1.227782,1.92924,1.96091,0,88.831
7.735493,2.215391,1.930829,1.957512,0,78.249
7.829798,3.398583,1.932385,1.960478,0,94.305
7.902468,4.320016,1.933907,1.953061,0,72.671
7.969256,5.170819,1.93541,1.993047,0,66.788
8.04497,6.130887,1.936891,1.98695,0,75.714
8.122045,0.825095,1.938348,1.980635,1,77.075
8.209449,1.929028,1.939781,1.977894,0,87.404
8.307624,3.165039,1.941189,1.978756,0,98.174
8.404346,4.384226,1.942571,1.978138,0,96.722
8.489043,5.457319,1.943927,1.93224,0,84.698
8.565918,0.152223,1.945256,1.922476,1,76.874
8.639972,1.096304,1.946559,1.911183,0,74.054
8.727321,2.20342,1.947835,1.904358,0,87.349
8.824238,3.428177,1.949085,1.900449,0,96.917
