t_s,event_type
1.059396,follower_flash
1.1227,follower_flash
1.723806,follower_flash
1.967125,leader_flash
2.309509,follower_flash
2.495466,leader_flash
2.83538,follower_flash
2.972862,leader_flash
3.415054,follower_flash
3.499229,leader_flash
3.972346,leader_flash
3.972346,follower_flash
4.493973,leader_flash
4.493973,follower_flash
4.973296,leader_flash
5.0498,follower_flash
5.495296,leader_flash
5.57123,follower_flash
5.97257,leader_flash
6.047204,follower_flash
6.492348,leader_flash
6.56853,follower_flash
6.969536,leader_flash
7.12296,follower_flash
7.491581,leader_flash
7.568412,follower_flash
7.969256,leader_flash
8.122045,follower_flash
8.489043,leader_flash
8.565918,follower_flash
8.964844,leader_flash
9.117738,follower_flash
9.464866,leader_flash
9.596498,follower_flash
9.998236,leader_flash
10.074601,follower_flash
10.471205,leader_flash
10.54623,follower_flash
10.968886,leader_flash
11.026423,follower_flash
11.504293,leader_flash
11.579344,follower_flash
11.98372,leader_flash
12.058861,follower_flash
12.473901,leader_flash
12.567449,follower_flash
12.971676,leader_flash
13.046285,follower_flash
13.465712,leader_flash
13.523957,follower_flash
13.995172,leader_flash
13.995172,follower_flash
14.471336,leader_flash
14.471336,follower_flash
14.961304,leader_flash
14.961304,follower_flash
15.48624,leader_flash
15.48624,follower_flash
15.966117,leader_flash
15.966117,follower_flash
16.466709,leader_flash
16.466709,follower_flash
16.968102,leader_flash
16.968102,follower_flash
17.4683,leader_flash
17.4683,follower_flash
17.968549,leader_flash
17.968549,follower_flash
18.464815,leader_flash
18.464815,follower_flash
18.960947,leader_flash
18.960947,follower_flash
19.45983,leader_flash
19.45983,follower_flash
19.957773,leader_flash
19.957773,follower_flash
20.455434,leader_flash
20.455434,follower_flash
20.948995,leader_flash
20.948995,follower_flash
21.438909,follower_flash
21.497936,leader_flash
21.956048,leader_flash
21.956048,follower_flash
22.430841,follower_flash
22.49251,leader_flash
22.89328,follower_flash
22.957525,leader_flash
23.43234,follower_flash
23.493936,leader_flash
23.898299,follower_flash
23.96298,leader_flash
24.444364,follower_flash
24.503466,leader_flash
24.903188,follower_flash
24.966314,leader_flash
25.446201,leader_flash
25.446201,follower_flash
25.946462,leader_flash
25.946462,follower_flash
26.446665,follower_flash
26.505587,leader_flash
26.905601,follower_flash
26.968578,leader_flash
27.447374,leader_flash
27.447374,follower_flash
27.947828,leader_flash
27.947828,follower_flash
28.382892,follower_flash
28.447095,leader_flash
28.883278,follower_flash
28.947694,leader_flash
29.382734,follower_flash
29.44745,leader_flash
29.88271,follower_flash
29.947565,leader_flash
