t_s,agent_id,model,phase,frequency_hz,is_firing
0.0,0,eapf,2.597795,1.5,0
0.01,0,eapf,2.692043,1.5,0
0.02,0,eapf,2.786291,1.5,0
0.03,0,eapf,2.880538,1.5,0
0.04,0,eapf,2.974786,1.5,0
0.05,0,eapf,3.069034,1.5,0
0.06,0,eapf,3.163282,1.5,0
0.07,0,eapf,3.25753,1.5,0
0.08,0,eapf,3.351777,1.5,0
0.09,0,eapf,3.446025,1.5,0
0.1,0,eapf,3.540273,1.5,0
0.11,0,eapf,3.634521,1.5,0
0.12,0,eapf,3.728768,1.5,0
0.13,0,eapf,3.823016,1.5,0
0.14,0,eapf,3.917264,1.5,0
0.15,0,eapf,4.011512,1.5,0
0.16,0,eapf,4.10576,1.5,0
0.17,0,eapf,4.200007,1.5,0
0.18,0,eapf,4.294255,1.5,0
0.19,0,eapf,4.388503,1.5,0
0.2,0,eapf,4.482751,1.5,0
0.21,0,eapf,4.576998,1.5,0
0.22,0,eapf,4.671246,1.5,0
0.23,0,eapf,4.765494,1.5,0
0.24,0,eapf,4.859742,1.5,0
0.25,0,eapf,4.95399,1.5,0
0.26,0,eapf,5.048237,1.5,0
0.27,0,eapf,5.142485,1.5,0
0.28,0,eapf,5.236733,1.5,0
0.29,0,eapf,5.330981,1.5,0
0.3,0,eapf,5.425228,1.5,0
0.31,0,eapf,5.519476,1.5,0
0.32,0,eapf,5.613724,1.5,0
0.33,0,eapf,5.707972,1.5,0
0.34,0,eapf,5.80222,1.5,0
0.35,0,eapf,5.896467,1.5,0
0.36,0,eapf,5.990715,1.5,0
0.37,0,eapf,6.084963,1.5,0
0.38,0,eapf,6.179211,1.5,0
0.39,0,eapf,6.273458,1.5,0
0.4,0,eapf,0.084521,1.5,1
0.41,0,eapf,0.178769,1.5,0
0.42,0,eapf,0.273017,1.5,0
0.43,0,eapf,0.367264,1.5,0
0.44,0,eapf,0.461512,1.5,0
0.45,0,eapf,0.55576,1.5,0
0.46,0,eapf,0.650008,1.5,0
0.47,0,eapf,0.744255,1.5,0
0.48,0,eapf,0.838503,1.5,0
0.49,0,eapf,0.932751,1.5,0
0.5,0,eapf,1.026999,1.5,0
0.51,0,eapf,1.121247,1.5,0
0.52,0,eapf,1.215494,1.5,0
0.53,0,eapf,1.309742,1.5,0
0.54,0,eapf,1.40399,1.5,0
0.55,0,eapf,1.498238,1.5,0
0.56,0,eapf,1.592485,1.5,0
0.57,0,eapf,1.686733,1.5,0
0.58,0,eapf,1.780981,1.5,0
0.59,0,eapf,1.875229,1.5,0
0.6,0,eapf,1.969477,1.5,0
0.61,0,eapf,2.063724,1.5,0
0.62,0,eapf,2.157972,1.5,0
0.63,0,eapf,2.25222,1.5,0
0.64,0,eapf,2.346468,1.5,0
0.65,0,eapf,2.440715,1.5,0
0.66,0,eapf,2.534963,1.5,0
0.67,0,eapf,2.629211,1.5,0
0.68,0,eapf,2.723459,1.5,0
0.69,0,eapf,2.817707,1.5,0
0.7,0,eapf,2.911954,1.5,0
0.71,0,eapf,3.006202,1.5,0
0.72,0,eapf,3.10045,1.5,0
0.73,0,eapf,3.194698,1.5,0
0.74,0,eapf,3.288945,1.5,0
0.75,0,eapf,3.383193,1.5,0
0.76,0,eapf,3.477441,1.5,0
0.77,0,eapf,3.571689,1.5,0
0.78,0,eapf,3.665937,1.5,0
0.79,0,eapf,3.760184,1.5,0
0.8,0,eapf,3.854432,1.5,0
0.81,0,eapf,3.94868,1.5,0
0.82,0,eapf,4.042928,1.5,0
0.83,0,eapf,4.137175,1.5,0
0.84,0,eapf,4.231423,1.5,0
0.85,0,eapf,4.325671,1.5,0
0.86,0,eapf,4.419919,1.5,0
0.87,0,eapf,4.514167,1.5,0
0.88,0,eapf,4.608414,1.5,0
0.89,0,eapf,4.702662,1.5,0
0.9,0,eapf,4.79691,1.5,0
0.91,0,eapf,4.891158,1.5,0
0.92,0,eapf,4.985406,1.5,0
0.93,0,eapf,5.079653,1.5,0
0.94,0,eapf,5.173901,1.5,0
0.95,0,eapf,5.268149,1.5,0
0.96,0,eapf,5.362397,1.5,0
0.97,0,eapf,5.456644,1.5,0
0.98,0,eapf,5.550892,1.5,0
0.99,0,eapf,5.64514,1.5,0
1.0,0,eapf,5.739388,1.5,0
1.01,0,eapf,5.833636,1.5,0
1.02,0,eapf,5.927883,1.5,0
1.03,0,eapf,6.022131,1.5,0
