t_s,agent_id,event_type,model
0.05,1,agent_flash,kuramoto
0.11,0,agent_flash,kuramoto
0.49,2,agent_flash,kuramoto
0.67,1,agent_flash,kuramoto
0.78,0,agent_flash,kuramoto
1.03,2,agent_flash,kuramoto
1.32,1,agent_flash,kuramoto
1.43,2,agent_flash,kuramoto
1.44,0,agent_flash,kuramoto
1.88,2,agent_flash,kuramoto
1.98,1,agent_flash,kuramoto
2.11,0,agent_flash,kuramoto
2.44,2,agent_flash,kuramoto
2.65,1,agent_flash,kuramoto
2.78,0,agent_flash,kuramoto
2.95,2,agent_flash,kuramoto
3.32,1,agent_flash,kuramoto
3.33,2,agent_flash,kuramoto
3.44,0,agent_flash,kuramoto
3.83,2,agent_flash,kuramoto
3.98,1,agent_flash,kuramoto
4.11,0,agent_flash,kuramoto
4.4,2,agent_flash,kuramoto
4.65,1,agent_flash,kuramoto
4.78,0,agent_flash,kuramoto
4.84,2,agent_flash,kuramoto
5.25,2,agent_flash,kuramoto
5.32,1,agent_flash,kuramoto
5.44,0,agent_flash,kuramoto
5.8,2,agent_flash,kuramoto
5.98,1,agent_flash,kuramoto
6.11,0,agent_flash,kuramoto
6.34,2,agent_flash,kuramoto
6.65,1,agent_flash,kuramoto
6.72,2,agent_flash,kuramoto
6.78,0,agent_flash,kuramoto
7.19,2,agent_flash,kuramoto
7.32,1,agent_flash,kuramoto
7.44,0,agent_flash,kuramoto
7.76,2,agent_flash,kuramoto
7.98,1,agent_flash,kuramoto
8.11,0,agent_flash,kuramoto
8.24,2,agent_flash,kuramoto
8.62,2,agent_flash,kuramoto
8.65,1,agent_flash,kuramoto
8.78,0,agent_flash,kuramoto
9.15,2,agent_flash,kuramoto
9.32,1,agent_flash,kuramoto
9.44,0,agent_flash,kuramoto
9.71,2,agent_flash,kuramoto
9.98,1,agent_flash,kuramoto
10.11,0,agent_flash,kuramoto
10.13,2,agent_flash,kuramoto
10.55,2,agent_flash,kuramoto
10.65,1,agent_flash,kuramoto
10.78,0,agent_flash,kuramoto
11.12,2,agent_flash,kuramoto
11.32,1,agent_flash,kuramoto
11.44,0,agent_flash,kuramoto
11.64,2,agent_flash,kuramoto
11.98,1,agent_flash,kuramoto
12.01,2,agent_flash,kuramoto
12.11,0,agent_flash,kuramoto
12.51,2,agent_flash,kuramoto
12.65,1,agent_flash,kuramoto
12.78,0,agent_flash,kuramoto
13.07,2,agent_flash,kuramoto
13.32,1,agent_flash,kuramoto
13.44,0,agent_flash,kuramoto
13.53,2,agent_flash,kuramoto
13.92,2,agent_flash,kuramoto
13.98,1,agent_flash,kuramoto
14.11,0,agent_flash,kuramoto
14.47,2,agent_flash,kuramoto
14.65,1,agent_flash,kuramoto
14.78,0,agent_flash,kuramoto
15.02,2,agent_flash,kuramoto
15.32,1,agent_flash,kuramoto
15.41,2,agent_flash,kuramoto
15.44,0,agent_flash,kuramoto
15.87,2,agent_flash,kuramoto
15.98,1,agent_flash,kuramoto
16.11,0,agent_flash,kuramoto
16.43,2,agent_flash,kuramoto
16.65,1,agent_flash,kuramoto
16.78,0,agent_flash,kuramoto
16.93,2,agent_flash,kuramoto
17.3,2,agent_flash,kuramoto
17.32,1,agent_flash,kuramoto
17.44,0,agent_flash,kuramoto
17.82,2,agent_flash,kuramoto
17.98,1,agent_flash,kuramoto
18.11,0,agent_flash,kuramoto
18.39,2,agent_flash,kuramoto
18.65,1,agent_flash,kuramoto
18.78,0,agent_flash,kuramoto
18.81,2,agent_flash,kuramoto
19.23,2,agent_flash,kuramoto
19.32,1,agent_flash,kuramoto
19.44,0,agent_flash,kuramoto
19.79,2,agent_flash,kuramoto
19.98,1,agent_flash,kuramoto
20.11,0,agent_flash,kuramoto
20.32,2,agent_flash,kuramoto
20.65,1,agent_flash,kuramoto
20.69,2,agent_flash,kuramoto
20.78,0,agent_flash,kuramoto
21.18,2,agent_flash,kuramoto
21.32,1,agent_flash,kuramoto
21.44,0,agent_flash,kuramoto
21.75,2,agent_flash,kuramoto
21.98,1,agent_flash,kuramoto
22.11,0,agent_flash,kuramoto
22.21,2,agent_flash,kuramoto
22.6,2,agent_flash,kuramoto
22.65,1,agent_flash,kuramoto
22.78,0,agent_flash,kuramoto
23.14,2,agent_flash,kuramoto
23.32,1,agent_flash,kuramoto
23.44,0,agent_flash,kuramoto
23.69,2,agent_flash,kuramoto
23.98,1,agent_flash,kuramoto
24.09,2,agent_flash,kuramoto
24.11,0,agent_flash,kuramoto
24.54,2,agent_flash,kuramoto
24.65,1,agent_flash,kuramoto
