event,model,source,t_s
pi_flash,kuramoto,pi_oscillator,1.435892
virtual_flash,kuramoto,camera,1.721642
virtual_flash,kuramoto,camera,2.140228
pi_flash,kuramoto,pi_oscillator,2.34192
virtual_flash,kuramoto,camera,3.030643
pi_flash,kuramoto,pi_oscillator,3.146278
virtual_flash,kuramoto,camera,3.554598
pi_flash,kuramoto,pi_oscillator,3.859615
virtual_flash,kuramoto,camera,4.06043
virtual_flash,kuramoto,camera,4.632743
pi_flash,kuramoto,pi_oscillator,4.698291
virtual_flash,kuramoto,camera,5.074615
pi_flash,kuramoto,pi_oscillator,5.567611
virtual_flash,kuramoto,camera,5.700827
virtual_flash,kuramoto,camera,6.104268
pi_flash,kuramoto,pi_oscillator,6.395704
virtual_flash,kuramoto,camera,6.654278
pi_flash,kuramoto,pi_oscillator,7.239543
virtual_flash,kuramoto,camera,7.359256
virtual_flash,kuramoto,camera,7.73465
pi_flash,kuramoto,pi_oscillator,8.101872
virtual_flash,kuramoto,camera,8.385895
virtual_flash,kuramoto,camera,8.921852
pi_flash,kuramoto,pi_oscillator,8.977564
virtual_flash,kuramoto,camera,9.34506
pi_flash,kuramoto,pi_oscillator,9.829936
virtual_flash,kuramoto,camera,9.979903
virtual_flash,kuramoto,camera,10.425268
pi_flash,kuramoto,pi_oscillator,10.589233
virtual_flash,kuramoto,camera,10.973853
pi_flash,kuramoto,pi_oscillator,11.538156
virtual_flash,kuramoto,camera,11.645971
virtual_flash,kuramoto,camera,12.061502
pi_flash,kuramoto,pi_oscillator,12.293669
virtual_flash,kuramoto,camera,12.580387
pi_flash,kuramoto,pi_oscillator,13.178727
virtual_flash,kuramoto,camera,13.29785
virtual_flash,kuramoto,camera,13.745734
pi_flash,kuramoto,pi_oscillator,13.934567
virtual_flash,kuramoto,camera,14.285608
pi_flash,kuramoto,pi_oscillator,14.888395
virtual_flash,kuramoto,camera,15.401597
pi_flash,kuramoto,pi_oscillator,15.552469
virtual_flash,kuramoto,camera,15.937224
pi_flash,kuramoto,pi_oscillator,16.494021
virtual_flash,kuramoto,camera,16.609274
virtual_flash,kuramoto,camera,17.028523
pi_flash,kuramoto,pi_oscillator,17.259333
virtual_flash,kuramoto,camera,17.676886
virtual_flash,kuramoto,camera,18.213018
pi_flash,kuramoto,pi_oscillator,18.269549
virtual_flash,kuramoto,camera,19.171524
pi_flash,kuramoto,pi_oscillator,19.33757
virtual_flash,kuramoto,camera,19.755686
virtual_flash,kuramoto,camera,20.280015
pi_flash,kuramoto,pi_oscillator,20.334891
pi_flash,kuramoto,pi_oscillator,20.986924
virtual_flash,kuramoto,camera,21.238216
virtual_flash,kuramoto,camera,21.661361
pi_flash,kuramoto,pi_oscillator,21.825593
virtual_flash,kuramoto,camera,22.195629
pi_flash,kuramoto,pi_oscillator,22.792124
pi_flash,kuramoto,pi_oscillator,23.448079
virtual_flash,kuramoto,camera,24.052792
pi_flash,kuramoto,pi_oscillator,24.160431
virtual_flash,kuramoto,camera,24.477375
pi_flash,kuramoto,pi_oscillator,25.075452
virtual_flash,kuramoto,camera,25.577463
pi_flash,kuramoto,pi_oscillator,25.754211
virtual_flash,kuramoto,camera,26.093521
virtual_flash,kuramoto,camera,26.519017
pi_flash,kuramoto,pi_oscillator,26.648193
virtual_flash,kuramoto,camera,27.076969
pi_flash,kuramoto,pi_oscillator,27.456254
virtual_flash,kuramoto,camera,27.632731
virtual_flash,kuramoto,camera,28.064387
pi_flash,kuramoto,pi_oscillator,28.255421
virtual_flash,kuramoto,camera,28.5697
pi_flash,kuramoto,pi_oscillator,29.167119
virtual_flash,kuramoto,camera,29.286718
virtual_flash,kuramoto,camera,29.671526
pi_flash,kuramoto,pi_oscillator,29.966566
