agent_id,event_type,normalized_signal,raw_brightness,roi_id,t_s
V1,pi_detected_virtual_flash,0.7453,37.0,1,0.667434
V0,pi_detected_virtual_flash,1.0,50.0,0,0.800706
V1,pi_detected_virtual_flash,0.7436,37.0,1,1.1672
V1,pi_detected_virtual_flash,0.675,35.0,1,1.666934
V0,pi_detected_virtual_flash,0.7958,49.0,0,1.800187
V1,pi_detected_virtual_flash,0.7179,36.0,1,2.166668
V1,pi_detected_virtual_flash,0.65,34.0,1,2.666426
V0,pi_detected_virtual_flash,0.7838,48.0,0,2.799681
V1,pi_detected_virtual_flash,0.65,34.0,1,3.166178
V1,pi_detected_virtual_flash,0.975,47.0,1,3.699226
V0,pi_detected_virtual_flash,0.7568,47.0,0,3.799168
V1,pi_detected_virtual_flash,0.975,47.0,1,4.198979
V1,pi_detected_virtual_flash,0.9625,46.5,1,4.698718
V0,pi_detected_virtual_flash,0.7568,47.0,0,4.798673
V1,pi_detected_virtual_flash,0.975,47.0,1,5.198457
V1,pi_detected_virtual_flash,0.975,47.0,1,5.698203
V0,pi_detected_virtual_flash,0.7027,45.0,0,5.798176
V1,pi_detected_virtual_flash,0.975,47.0,1,6.197976
V1,pi_detected_virtual_flash,1.0,48.0,1,6.697698
V0,pi_detected_virtual_flash,0.7027,45.0,0,6.797649
V1,pi_detected_virtual_flash,0.975,47.0,1,7.197448
V1,pi_detected_virtual_flash,0.975,47.0,1,7.697194
V0,pi_detected_virtual_flash,1.0,56.0,0,7.83046
V1,pi_detected_virtual_flash,0.975,47.0,1,8.196941
V1,pi_detected_virtual_flash,0.975,47.0,1,8.69668
V0,pi_detected_virtual_flash,0.973,55.0,0,8.829959
V1,pi_detected_virtual_flash,0.9756,47.0,1,9.196423
V1,pi_detected_virtual_flash,1.0,48.0,1,9.696165
V0,pi_detected_virtual_flash,0.973,55.0,0,9.829431
V1,pi_detected_virtual_flash,1.0,48.0,1,10.195906
V1,pi_detected_virtual_flash,1.0,48.0,1,10.695667
V0,pi_detected_virtual_flash,1.0,56.0,0,10.828932
V1,pi_detected_virtual_flash,1.0,48.0,1,11.195402
V1,pi_detected_virtual_flash,1.0,48.0,1,11.695157
V0,pi_detected_virtual_flash,1.0,56.0,0,11.828417
V1,pi_detected_virtual_flash,1.0,48.0,1,12.19507
V1,pi_detected_virtual_flash,0.975,47.0,1,12.694624
V0,pi_detected_virtual_flash,0.973,55.0,0,12.827913
V1,pi_detected_virtual_flash,1.0,48.0,1,13.194398
V1,pi_detected_virtual_flash,1.0,48.0,1,13.69413
V0,pi_detected_virtual_flash,0.973,55.0,0,13.827402
V1,pi_detected_virtual_flash,1.0,48.0,1,14.193891
V1,pi_detected_virtual_flash,0.9512,47.0,1,14.693621
V0,pi_detected_virtual_flash,1.0,56.0,0,14.826906
V1,pi_detected_virtual_flash,0.9756,48.0,1,15.193299
V1,pi_detected_virtual_flash,0.9756,48.0,1,15.693121
V0,pi_detected_virtual_flash,1.0,56.0,0,15.826395
V1,pi_detected_virtual_flash,0.9756,48.0,1,16.192856
V1,pi_detected_virtual_flash,0.9756,48.0,1,16.692617
V0,pi_detected_virtual_flash,1.0,56.0,0,16.825875
V1,pi_detected_virtual_flash,0.9756,48.0,1,17.192358
V1,pi_detected_virtual_flash,0.9756,48.0,1,17.692092
V0,pi_detected_virtual_flash,1.0,56.0,0,17.825363
V1,pi_detected_virtual_flash,0.9756,48.0,1,18.191846
V1,pi_detected_virtual_flash,0.9756,48.0,1,18.691598
V0,pi_detected_virtual_flash,1.0,56.0,0,18.824871
V1,pi_detected_virtual_flash,0.9756,48.0,1,19.191344
V1,pi_detected_virtual_flash,0.9756,48.0,1,19.691103
V0,pi_detected_virtual_flash,0.973,55.0,0,19.824353
V1,pi_detected_virtual_flash,0.9756,48.0,1,20.190829
V1,pi_detected_virtual_flash,0.9756,48.0,1,20.690582
V0,pi_detected_virtual_flash,0.973,55.0,0,20.823838
V1,pi_detected_virtual_flash,0.9756,48.0,1,21.190357
V1,pi_detected_virtual_flash,0.9756,48.0,1,21.690094
V0,pi_detected_virtual_flash,1.0,56.0,0,21.823344
V1,pi_detected_virtual_flash,0.9756,48.0,1,22.189827
V1,pi_detected_virtual_flash,0.9756,48.0,1,22.689565
V0,pi_detected_virtual_flash,1.0,56.0,0,22.822848
V1,pi_detected_virtual_flash,1.0,49.0,1,23.189308
V1,pi_detected_virtual_flash,0.9512,47.0,1,23.689051
V0,pi_detected_virtual_flash,1.0,56.0,0,23.822314
V1,pi_detected_virtual_flash,1.0,49.0,1,24.188803
V1,pi_detected_virtual_flash,0.9756,48.0,1,24.688549
V0,pi_detected_virtual_flash,1.0,56.0,0,24.821821
V1,pi_detected_virtual_flash,0.9756,48.0,1,25.18829
V1,pi_detected_virtual_flash,0.9756,48.0,1,25.688035
V0,pi_detected_virtual_flash,1.0,56.0,0,25.821296
V1,pi_detected_virtual_flash,1.0,49.0,1,26.187785
V1,pi_detected_virtual_flash,1.0,49.0,1,26.687536
V0,pi_detected_virtual_flash,0.9744,56.0,0,26.820804
V1,pi_detected_virtual_flash,1.0,49.0,1,27.187303
V1,pi_detected_virtual_flash,0.9756,48.0,1,27.687192
V0,pi_detected_virtual_flash,0.9744,56.0,0,27.820299
V1,pi_detected_virtual_flash,1.0,49.0,1,28.186782
V1,pi_detected_virtual_flash,1.0,49.0,1,28.686503
V0,pi_detected_virtual_flash,1.0,57.0,0,28.819789
V1,pi_detected_virtual_flash,1.0,49.0,1,29.186283
V1,pi_detected_virtual_flash,0.9756,48.0,1,29.686019
V0,pi_detected_virtual_flash,0.9737,56.0,0,29.819276
