attempt,elapsed_ms,endpoint,ok,status,t_monotonic
1,16.111,POST /api/mode,1,ok,941.638129
1,12.029,POST /api/pause,1,ok,941.654249
1,7.383,POST /api/reset,1,ok,941.666285
1,6.385,POST /api/agents/0,1,ok,941.673676
1,5.307,POST /api/feedback,1,ok,941.680069
1,11.008,POST /api/start,1,ok,941.685382
1,13.156,GET /api/agents,1,ok,941.696396
1,10.228,GET /api/agents,1,ok,942.063955
1,9.907,POST /api/pi_flash,1,ok,942.280988
1,48.882,GET /api/agents,1,ok,942.80747
1,14.158,POST /api/pi_flash,1,ok,943.290252
1,9.437,GET /api/agents,1,ok,943.845996
1,9.721,POST /api/pi_flash,1,ok,943.955941
1,14.72,GET /api/agents,1,ok,944.867949
1,9.23,POST /api/pi_flash,1,ok,944.977989
1,22.63,POST /api/pi_flash,1,ok,945.737532
1,9.193,GET /api/agents,1,ok,945.87383
1,52.103,POST /api/pi_flash,1,ok,946.741258
1,27.238,GET /api/agents,1,ok,946.910587
1,12.674,POST /api/pi_flash,1,ok,947.719606
1,13.352,GET /api/agents,1,ok,947.936689
1,9.602,POST /api/pi_flash,1,ok,948.283274
1,26.174,GET /api/agents,1,ok,948.974197
1,13.935,POST /api/pi_flash,1,ok,949.060546
1,10.202,POST /api/pi_flash,1,ok,949.651376
1,11.594,GET /api/agents,1,ok,949.971245
1,11.922,POST /api/pi_flash,1,ok,950.193162
1,12.591,POST /api/pi_flash,1,ok,950.805021
1,9.04,GET /api/agents,1,ok,950.992282
1,11.232,POST /api/pi_flash,1,ok,951.346335
1,13.236,POST /api/pi_flash,1,ok,951.98248
1,8.112,GET /api/agents,1,ok,952.020185
1,11.683,POST /api/pi_flash,1,ok,952.515843
1,12.527,POST /api/pi_flash,1,ok,953.088549
1,13.413,GET /api/agents,1,ok,953.145333
1,9.131,POST /api/pi_flash,1,ok,953.701289
1,10.68,GET /api/agents,1,ok,954.156183
1,9.666,POST /api/pi_flash,1,ok,954.260309
1,8.699,POST /api/pi_flash,1,ok,954.795594
1,10.308,GET /api/agents,1,ok,955.141736
1,15.132,POST /api/pi_flash,1,ok,955.288713
1,9.15,POST /api/pi_flash,1,ok,955.828761
1,28.74,GET /api/agents,1,ok,956.173257
1,9.324,POST /api/pi_flash,1,ok,956.369032
1,10.676,POST /api/pi_flash,1,ok,956.906671
1,9.123,GET /api/agents,1,ok,957.243528
1,8.548,POST /api/pi_flash,1,ok,957.438487
1,20.232,POST /api/pi_flash,1,ok,957.980893
1,24.595,GET /api/agents,1,ok,958.245997
1,10.813,POST /api/pi_flash,1,ok,958.933374
1,11.83,GET /api/agents,1,ok,959.281776
1,10.013,POST /api/pi_flash,1,ok,959.49559
1,11.137,POST /api/pi_flash,1,ok,960.084775
1,21.113,GET /api/agents,1,ok,960.279799
1,8.286,POST /api/pi_flash,1,ok,960.61748
1,10.699,GET /api/agents,1,ok,961.336059
1,19.572,POST /api/pi_flash,1,ok,961.666935
1,11.922,POST /api/pi_flash,1,ok,962.221155
1,19.681,GET /api/agents,1,ok,962.351462
1,20.909,POST /api/pi_flash,1,ok,962.774688
1,9.976,GET /api/agents,1,ok,963.394246
1,10.271,POST /api/pi_flash,1,ok,963.743753
1,10.45,POST /api/pi_flash,1,ok,964.415991
1,8.633,GET /api/agents,1,ok,964.489886
1,9.345,POST /api/pi_flash,1,ok,965.061724
1,12.51,GET /api/agents,1,ok,965.509355
1,11.505,POST /api/pi_flash,1,ok,965.99138
1,9.812,GET /api/agents,1,ok,966.507945
1,12.505,POST /api/pi_flash,1,ok,966.675899
1,11.92,POST /api/pi_flash,1,ok,967.296247
1,7.793,GET /api/agents,1,ok,967.537269
1,12.772,POST /api/pi_flash,1,ok,968.247485
1,10.021,GET /api/agents,1,ok,968.54057
1,15.169,POST /api/pi_flash,1,ok,968.985619
1,13.248,GET /api/agents,1,ok,969.548505
1,13.658,POST /api/pi_flash,1,ok,969.658702
1,8.377,GET /api/agents,1,ok,970.572905
1,10.131,POST /api/pi_flash,1,ok,970.683018
1,9.075,POST /api/pi_flash,1,ok,971.418421
1,15.873,GET /api/agents,1,ok,971.587608
1,10.658,GET /api/agents,1,ok,971.653463
1,10.258,POST /api/pause,1,ok,971.664134
