brightness,camera_processing_time_ms,signal_norm,state,t_s,virtual_event
144.0,268.148,0.0,0,0.089293,0
133.0,35.232,0.0,0,0.373485,0
149.0,29.955,0.0,0,0.408766,0
149.0,30.84,0.0,0,0.438757,0
152.0,35.607,0.0,0,0.469631,0
171.0,19.386,0.0,0,0.575809,0
151.0,33.212,0.0,0,0.595231,0
148.0,37.015,0.0,0,0.628478,0
147.0,39.665,0.0,0,0.665526,0
148.0,38.343,0.4636,0,0.705225,0
148.0,34.753,0.0,0,0.743602,0
149.0,33.714,0.0,0,0.778388,0
148.0,31.391,0.0,0,0.812136,0
149.0,30.586,0.0,0,0.843562,0
149.0,29.824,0.0,0,0.874182,0
150.0,30.396,0.0,0,0.90404,0
169.0,29.035,1.0,1,0.93447,1
170.0,30.359,1.0,1,0.963549,0
168.0,29.813,0.9474,1,0.993946,0
171.0,32.186,1.0,1,1.023794,0
171.0,36.335,1.0,1,1.056015,0
170.0,39.323,0.9622,1,1.092385,0
149.0,32.947,0.0763,0,1.141675,0
144.0,46.481,0.0,0,1.174655,0
139.0,49.258,0.0,0,1.221169,0
146.0,45.774,0.0755,0,1.270459,0
145.0,22.007,0.0379,0,1.316268,0
142.0,21.0,0.0,0,1.33831,0
144.0,19.049,0.015,0,1.35935,0
143.0,19.662,0.0037,0,1.378436,0
147.0,34.082,0.1481,0,1.39813,0
147.0,34.334,0.145,0,1.432245,0
170.0,31.619,1.0,1,1.466611,1
171.0,30.516,1.0,1,1.498314,0
168.0,29.233,0.9044,1,1.600943,0
167.0,40.72,0.8704,1,1.63021,0
144.0,43.214,0.0149,0,1.670964,0
141.0,47.087,0.0,0,1.714212,0
138.0,49.475,0.0,0,1.761331,0
143.0,44.71,0.039,0,1.810839,0
143.0,21.746,0.0357,0,1.855583,0
141.0,21.689,0.0,0,1.877364,0
163.0,18.082,0.7569,1,1.899084,1
164.0,18.854,0.7909,1,1.917256,0
168.0,34.168,0.9301,1,1.936144,0
168.0,34.232,0.9298,1,1.970346,0
167.0,37.709,0.8944,1,2.004612,0
168.0,40.456,0.9293,1,2.042355,0
166.0,64.428,0.8582,1,2.157417,0
164.0,40.721,0.7865,1,2.231879,0
163.0,49.314,0.75,1,2.272634,0
139.0,51.146,0.0,0,2.321983,0
138.0,50.042,0.0,0,2.373164,0
138.0,50.114,0.0,0,2.423241,0
144.0,24.343,0.1391,0,2.473389,0
141.0,23.881,0.0333,0,2.497765,0
140.0,20.116,0.0132,0,2.521681,0
152.0,21.101,0.4059,0,2.541829,0
167.0,36.342,0.9007,1,2.562966,1
167.0,37.587,0.9003,1,2.599388,0
167.0,39.716,0.9,1,2.637009,0
167.0,42.601,0.9027,1,2.676759,0
168.0,47.831,0.9392,1,2.719394,0
165.0,49.021,0.8401,1,2.767261,0
164.0,49.567,0.8082,1,2.816317,0
163.0,50.484,0.7759,1,2.865921,0
163.0,49.867,0.7778,1,2.916439,0
139.0,50.361,0.0,0,2.966339,0
137.0,50.001,0.0,0,3.016733,0
137.0,50.591,0.0,0,3.066767,0
142.0,46.619,0.1,0,3.117393,0
144.0,45.393,0.1672,0,3.236881,0
146.0,26.725,0.2349,0,3.290915,0
168.0,31.758,0.9764,1,3.317674,1
170.0,31.359,1.0,1,3.349513,0
169.0,30.406,0.9836,1,3.380906,0
167.0,35.726,0.9211,1,3.411348,0
167.0,38.74,0.9241,1,3.447113,0
168.0,41.467,0.9603,1,3.485887,0
168.0,43.322,0.9635,1,3.527388,0
170.0,47.553,1.0,1,3.570743,0
142.0,50.019,0.0942,0,3.61833,0
138.0,49.822,0.0,0,3.668382,0
136.0,49.753,0.0,0,3.718237,0
143.0,46.609,0.1307,0,3.768024,0
143.0,22.74,0.1311,0,3.814666,0
140.0,21.906,0.0329,0,3.837439,0
141.0,19.047,0.066,0,3.859388,0
141.0,19.966,0.0662,0,3.878469,0
144.0,34.673,0.1661,0,3.89847,0
150.0,34.859,0.3667,0,3.933176,0
167.0,27.386,0.9333,1,4.037962,1
166.0,37.632,0.9,1,4.06543,0
166.0,41.307,0.9,1,4.103102,0
145.0,43.238,0.2,0,4.144442,0
141.0,46.985,0.0667,0,4.187713,0
137.0,48.96,0.0,0,4.234732,0
142.0,45.899,0.1,0,4.283726,0
163.0,20.911,0.8,1,4.389893,1
166.0,34.208,0.9,1,4.410884,0
166.0,35.026,0.9,1,4.445126,0
166.0,36.902,0.903,1,4.480186,0
165.0,40.728,0.8725,1,4.517122,0
165.0,43.202,0.8754,1,4.557885,0
167.0,46.606,0.9459,1,4.60112,0
164.0,48.963,0.8475,1,4.64776,0
163.0,50.113,0.8163,1,4.696757,0
162.0,49.983,0.785,1,4.746905,0
139.0,50.627,0.0,0,4.796922,0
136.0,50.376,0.0,0,4.847592,0
136.0,54.78,0.0,0,4.898007,0
142.0,47.978,0.1034,0,4.952827,0
140.0,42.787,0.0345,0,5.000841,0
168.0,43.947,1.0,1,5.14282,1
170.0,30.627,1.0,1,5.186872,0
168.0,31.843,0.9831,1,5.217539,0
168.0,37.293,0.9864,1,5.249422,0
168.0,36.865,0.9898,1,5.286755,0
168.0,24.769,0.9898,1,5.33862,0
169.0,46.742,1.0,1,5.363425,0
152.0,49.094,0.4333,1,5.410202,0
138.0,50.228,0.0,0,5.459331,0
136.0,50.465,0.0,0,5.509593,0
140.0,49.371,0.0439,0,5.560093,0
143.0,23.522,0.1453,0,5.609497,0
140.0,22.357,0.0408,0,5.633052,0
140.0,20.363,0.0408,0,5.655443,0
140.0,20.875,0.0377,0,5.675841,0
142.0,36.2,0.1062,0,5.696749,0
142.0,35.959,0.1062,0,5.73299,0
152.0,33.305,0.4486,0,5.768983,0
169.0,31.474,1.0,1,5.802322,1
170.0,30.205,1.0,1,5.833878,0
148.0,43.627,0.3167,0,5.971437,0
142.0,47.158,0.1216,0,6.015098,0
139.0,49.028,0.0203,0,6.062291,0
145.0,46.304,0.223,0,6.111352,0
144.0,22.525,0.1892,0,6.157691,0
142.0,21.222,0.1186,0,6.18025,0
142.0,19.205,0.1156,0,6.201519,0
142.0,19.539,0.1156,0,6.220758,0
146.0,34.362,0.2517,0,6.240332,0
146.0,34.363,0.2491,0,6.274727,0
158.0,32.11,0.6599,1,6.309125,1
170.0,32.513,1.0,1,6.370072,0
170.0,33.055,1.0,1,6.402618,0
169.0,37.613,1.0,1,6.435708,0
170.0,60.021,1.0,1,6.543637,0
166.0,49.431,0.9327,1,6.603692,0
164.0,50.198,0.8653,1,6.653166,0
145.0,50.41,0.2256,0,6.703398,0
137.0,49.981,0.0,0,6.753841,0
136.0,49.914,0.0,0,6.803857,0
141.0,49.44,0.1,0,6.853805,0
143.0,23.591,0.1667,0,6.903278,0
140.0,22.341,0.0667,0,6.926903,0
150.0,20.047,0.4,0,6.949276,0
165.0,20.498,0.9,1,6.969358,1
168.0,35.353,1.0,1,6.989937,0
168.0,45.042,1.0,1,7.097533,0
168.0,43.915,1.0,1,7.14261,0
169.0,47.365,1.0,1,7.186558,0
152.0,50.119,0.4545,1,7.233957,0
138.0,49.988,0.0,0,7.284109,0
137.0,49.882,0.0,0,7.334131,0
140.0,27.06,0.0649,0,7.407027,0
145.0,24.007,0.228,0,7.43412,0
142.0,22.966,0.1303,0,7.458161,0
145.0,19.988,0.228,0,7.48116,0
166.0,20.257,0.9121,1,7.50118,1
169.0,35.965,1.0,1,7.521519,0
169.0,36.585,1.0,1,7.557517,0
169.0,39.544,1.0,1,7.594136,0
167.0,61.168,0.9355,1,7.71014,0
160.0,50.317,0.7097,1,7.771342,0
138.0,50.728,0.0,0,7.821693,0
138.0,49.809,0.0,0,7.872456,0
137.0,50.205,0.0,0,7.922297,0
144.0,24.697,0.1935,0,7.972535,0
