event,model,source,t_s
pi_flash,kuramoto,pi_oscillator,0.469631
virtual_flash,kuramoto,camera,0.93447
virtual_flash,kuramoto,camera,1.466611
pi_flash,kuramoto,pi_oscillator,1.498314
virtual_flash,kuramoto,camera,1.899084
pi_flash,kuramoto,pi_oscillator,2.042355
virtual_flash,kuramoto,camera,2.562966
pi_flash,kuramoto,pi_oscillator,3.117393
virtual_flash,kuramoto,camera,3.317674
pi_flash,kuramoto,pi_oscillator,3.933176
virtual_flash,kuramoto,camera,4.037962
virtual_flash,kuramoto,camera,4.389893
pi_flash,kuramoto,pi_oscillator,5.000841
virtual_flash,kuramoto,camera,5.14282
virtual_flash,kuramoto,camera,5.802322
pi_flash,kuramoto,pi_oscillator,5.833878
virtual_flash,kuramoto,camera,6.309125
pi_flash,kuramoto,pi_oscillator,6.435708
virtual_flash,kuramoto,camera,6.969358
pi_flash,kuramoto,pi_oscillator,6.989937
virtual_flash,kuramoto,camera,7.50118
pi_flash,kuramoto,pi_oscillator,7.594136
virtual_flash,kuramoto,camera,8.171489
pi_flash,kuramoto,pi_oscillator,8.204148
virtual_flash,kuramoto,camera,8.699586
pi_flash,kuramoto,pi_oscillator,8.831359
virtual_flash,kuramoto,camera,9.338196
pi_flash,kuramoto,pi_oscillator,9.406114
virtual_flash,kuramoto,camera,9.876165
pi_flash,kuramoto,pi_oscillator,9.967695
virtual_flash,kuramoto,camera,10.457344
pi_flash,kuramoto,pi_oscillator,10.501423
virtual_flash,kuramoto,camera,11.076013
pi_flash,kuramoto,pi_oscillator,11.13909
virtual_flash,kuramoto,camera,11.606144
pi_flash,kuramoto,pi_oscillator,11.69879
virtual_flash,kuramoto,camera,12.140275
pi_flash,kuramoto,pi_oscillator,12.63249
virtual_flash,kuramoto,camera,12.801668
virtual_flash,kuramoto,camera,13.307988
pi_flash,kuramoto,pi_oscillator,13.38328
pi_flash,kuramoto,pi_oscillator,13.96079
virtual_flash,kuramoto,camera,14.409433
pi_flash,kuramoto,pi_oscillator,14.506348
virtual_flash,kuramoto,camera,15.02712
pi_flash,kuramoto,pi_oscillator,15.02712
virtual_flash,kuramoto,camera,15.566739
pi_flash,kuramoto,pi_oscillator,15.62842
virtual_flash,kuramoto,camera,15.996237
pi_flash,kuramoto,pi_oscillator,16.518662
virtual_flash,kuramoto,camera,16.728127
virtual_flash,kuramoto,camera,17.273307
pi_flash,kuramoto,pi_oscillator,17.335327
pi_flash,kuramoto,pi_oscillator,17.870519
virtual_flash,kuramoto,camera,18.260106
pi_flash,kuramoto,pi_oscillator,18.412474
virtual_flash,kuramoto,camera,18.90414
pi_flash,kuramoto,pi_oscillator,18.998062
virtual_flash,kuramoto,camera,19.443368
pi_flash,kuramoto,pi_oscillator,19.534785
virtual_flash,kuramoto,camera,19.978996
pi_flash,kuramoto,pi_oscillator,20.089696
virtual_flash,kuramoto,camera,20.509466
pi_flash,kuramoto,pi_oscillator,21.093487
virtual_flash,kuramoto,camera,21.270378
virtual_flash,kuramoto,camera,21.692758
pi_flash,kuramoto,pi_oscillator,21.863775
virtual_flash,kuramoto,camera,22.115769
virtual_flash,kuramoto,camera,22.664361
pi_flash,kuramoto,pi_oscillator,22.700512
virtual_flash,kuramoto,camera,23.088896
pi_flash,kuramoto,pi_oscillator,23.279339
virtual_flash,kuramoto,camera,23.726854
virtual_flash,kuramoto,camera,24.271928
pi_flash,kuramoto,pi_oscillator,24.30832
virtual_flash,kuramoto,camera,24.906397
pi_flash,kuramoto,pi_oscillator,24.906397
virtual_flash,kuramoto,camera,25.346536
pi_flash,kuramoto,pi_oscillator,25.470689
virtual_flash,kuramoto,camera,25.867391
pi_flash,kuramoto,pi_oscillator,26.136025
virtual_flash,kuramoto,camera,26.533003
pi_flash,kuramoto,pi_oscillator,27.117499
virtual_flash,kuramoto,camera,27.222723
virtual_flash,kuramoto,camera,27.692849
pi_flash,kuramoto,pi_oscillator,27.803903
virtual_flash,kuramoto,camera,28.134083
pi_flash,kuramoto,pi_oscillator,28.391022
virtual_flash,kuramoto,camera,28.882591
pi_flash,kuramoto,pi_oscillator,29.489163
virtual_flash,kuramoto,camera,29.676521
