attempt,elapsed_ms,endpoint,ok,status,t_monotonic
1,8.177,POST /api/mode,1,ok,4172.472586
1,7.074,POST /api/pause,1,ok,4172.480774
1,12.791,POST /api/reset,1,ok,4172.487856
1,7.717,POST /api/agents/0,1,ok,4172.500658
1,6.374,POST /api/feedback,1,ok,4172.508385
1,7.577,POST /api/start,1,ok,4172.514769
1,16.503,GET /api/agents,1,ok,4172.522353
1,15.98,GET /api/agents,1,ok,4172.830001
1,10.39,POST /api/pi_flash,1,ok,4173.037965
1,9.917,GET /api/agents,1,ok,4173.604268
1,11.931,POST /api/pi_flash,1,ok,4174.061557
1,14.438,POST /api/pi_flash,1,ok,4174.615526
1,9.984,GET /api/agents,1,ok,4174.694406
1,12.696,POST /api/pi_flash,1,ok,4175.696731
1,8.591,GET /api/agents,1,ok,4175.754835
1,9.747,POST /api/pi_flash,1,ok,4176.50076
1,60.218,GET /api/agents,1,ok,4176.802184
1,38.981,POST /api/pi_flash,1,ok,4177.576384
1,14.95,GET /api/agents,1,ok,4177.796181
1,47.172,POST /api/pi_flash,1,ok,4178.396811
1,28.666,GET /api/agents,1,ok,4178.813797
1,10.147,POST /api/pi_flash,1,ok,4179.006036
1,12.069,POST /api/pi_flash,1,ok,4179.558011
1,22.966,GET /api/agents,1,ok,4179.856571
1,16.276,POST /api/pi_flash,1,ok,4180.166409
1,11.951,POST /api/pi_flash,1,ok,4180.767538
1,11.872,GET /api/agents,1,ok,4180.860263
1,11.187,POST /api/pi_flash,1,ok,4181.405694
1,10.25,GET /api/agents,1,ok,4181.868376
1,21.835,POST /api/pi_flash,1,ok,4181.965769
1,8.903,POST /api/pi_flash,1,ok,4182.539026
1,66.114,GET /api/agents,1,ok,4182.863741
1,91.175,POST /api/pi_flash,1,ok,4183.073929
1,40.642,POST /api/pi_flash,1,ok,4183.705694
1,9.217,GET /api/agents,1,ok,4183.912977
1,76.121,POST /api/pi_flash,1,ok,4184.270424
1,20.525,GET /api/agents,1,ok,4184.930009
1,12.719,POST /api/pi_flash,1,ok,4185.187109
1,45.703,POST /api/pi_flash,1,ok,4185.951555
1,37.734,GET /api/agents,1,ok,4186.05413
1,9.955,POST /api/pi_flash,1,ok,4186.543215
1,13.255,POST /api/pi_flash,1,ok,4187.076742
1,6.877,GET /api/agents,1,ok,4187.1471
1,8.327,POST /api/pi_flash,1,ok,4187.592494
1,9.609,GET /api/agents,1,ok,4188.132154
1,52.524,POST /api/pi_flash,1,ok,4188.201923
1,9.875,POST /api/pi_flash,1,ok,4189.100982
1,9.912,GET /api/agents,1,ok,4189.164274
1,7.369,POST /api/pi_flash,1,ok,4189.898644
1,8.127,GET /api/agents,1,ok,4190.150659
1,17.913,POST /api/pi_flash,1,ok,4190.451095
1,9.83,POST /api/pi_flash,1,ok,4190.987923
1,12.634,GET /api/agents,1,ok,4191.175175
1,12.001,POST /api/pi_flash,1,ok,4191.565558
1,19.068,POST /api/pi_flash,1,ok,4192.101771
1,66.476,GET /api/agents,1,ok,4192.209317
1,176.338,POST /api/pi_flash,1,ok,4192.661618
1,23.024,GET /api/agents,1,ok,4193.218231
1,93.598,POST /api/pi_flash,1,ok,4193.649326
1,16.569,GET /api/agents,1,ok,4194.220597
1,111.205,POST /api/pi_flash,1,ok,4194.441139
1,13.812,POST /api/pi_flash,1,ok,4195.270043
1,7.09,GET /api/agents,1,ok,4195.334058
1,9.615,POST /api/pi_flash,1,ok,4195.858976
1,11.032,GET /api/agents,1,ok,4196.330996
1,53.174,POST /api/pi_flash,1,ok,4196.878763
1,16.03,GET /api/agents,1,ok,4197.362877
1,10.129,POST /api/pi_flash,1,ok,4197.489199
1,12.69,POST /api/pi_flash,1,ok,4198.044317
1,9.451,GET /api/agents,1,ok,4198.36039
1,23.218,POST /api/pi_flash,1,ok,4198.718442
1,12.167,GET /api/agents,1,ok,4199.419661
1,9.688,POST /api/pi_flash,1,ok,4199.685581
1,16.102,POST /api/pi_flash,1,ok,4200.375068
1,5.975,GET /api/agents,1,ok,4200.448702
1,9.596,POST /api/pi_flash,1,ok,4200.972863
1,13.194,GET /api/agents,1,ok,4201.431517
1,92.842,POST /api/pi_flash,1,ok,4202.056225
1,28.572,GET /api/agents,1,ok,4202.446306
1,30.67,GET /api/agents,1,ok,4202.474927
1,6.252,POST /api/pause,1,ok,4202.505614
