K,agent_id,applied_kuramoto_correction,coupling_input,dt,effective_period_s,fire_count,flash_count_delta,flash_on,frequency_hz_after,frequency_hz_before,neighbour_period_est,neighbour_phase_est,phase_after,phase_before,phase_delta,phase_delta_unwrapped,pi_flash_events_consumed_this_step,time,warning,wrapped_phase_error
5.0,0,0.156935889,0.951126598,0.033,0.362728553,1,1,1,2.756882498,2.0,0.5,0.80826906,0.123031248,5.834590436,0.571626119,0.571626119,0,0.033156,frequency_step_gt_0.5hz;phase_jump_gt_0.5rad,1.256863931
5.0,0,0.147043828,0.891174718,0.033,0.369116154,1,0,0,2.709174308,2.756882498,0.5,1.22295929,0.684765306,0.123031248,0.561734059,0.561734059,0,0.066686,phase_jump_gt_0.5rad,1.099928043
5.0,0,0.13448982,0.815089818,0.033,0.377553983,1,0,0,2.648627868,2.709174308,0.5,1.63764952,1.233945357,0.684765306,0.54918005,0.54918005,0,0.100095,phase_jump_gt_0.5rad,0.952884214
5.0,0,0.120458169,0.730049509,0.033,0.38745349,1,0,0,2.580954941,2.648627868,0.5,2.052339751,1.769093756,1.233945357,0.535148399,0.535148399,0,0.133405,phase_jump_gt_0.5rad,0.818394394
5.0,0,0.106035246,0.642637854,0.033,0.398185079,1,0,0,2.511394956,2.580954941,0.5,2.467029981,2.289819232,1.769093756,0.520725476,0.520725476,0,0.166759,phase_jump_gt_0.5rad,0.697936225
5.0,0,0.092060037,0.557939618,0.033,0.409166267,1,0,0,2.44399424,2.511394956,0.5,2.881720211,2.796569499,2.289819232,0.506750267,0.506750267,0,0.199944,phase_jump_gt_0.5rad,0.591900979
5.0,0,0.079082181,0.479285946,0.033,0.419920413,1,0,0,2.381403637,2.44399424,0.5,3.296410441,3.290341911,2.796569499,0.493772411,0.493772411,0,0.233525,,0.499840942
5.0,0,0.06739477,0.408453152,0.033,0.430100739,1,0,0,2.325036691,2.381403637,0.5,3.711100672,3.772426911,3.290341911,0.482085,0.482085,0,0.266748,,0.420758761
5.0,0,0.057099224,0.346055903,0.033,0.439486541,1,0,0,2.275382537,2.325036691,0.5,4.125790902,4.244216365,3.772426911,0.471789454,0.471789454,0,0.299995,,0.353363991
5.0,0,0.048171709,0.291949749,0.033,0.4479632,1,0,0,2.232326229,2.275382537,0.5,4.540481132,4.707078304,4.244216365,0.462861939,0.462861939,0,0.333436,,0.296264767
5.0,0,0.040516715,0.245555851,0.033,0.455496378,1,0,0,2.195407138,2.232326229,0.5,4.955171363,5.16228525,4.707078304,0.455206946,0.455206946,0,0.366866,,0.248093058
5.0,0,0.034004665,0.206088878,0.033,0.462107141,1,0,0,2.164000319,2.195407138,0.5,5.369861593,5.610980145,5.16228525,0.448694895,0.448694895,0,0.400109,,0.207576343
5.0,0,0.02849574,0.172701454,0.033,0.467851261,1,0,0,2.13743145,2.164000319,0.5,5.784551823,6.054166115,5.610980145,0.44318597,0.44318597,0,0.433666,,0.173571678
5.0,0,0.023853649,0.144567571,0.033,0.472803578,2,1,1,2.115043217,2.13743145,0.5,6.199242053,0.209524687,6.054166115,0.438543879,0.438543879,0,0.467284,,0.145075938
5.0,0,0.019952727,0.120925617,0.033,0.477046992,2,0,0,2.096229548,2.115043217,0.5,0.330746976,0.644167644,0.209524687,0.434642957,0.434642957,0,0.500475,,0.121222289
5.0,0,-0.03753233,-0.227468668,0.033,0.549756787,2,0,0,1.818986185,2.096229548,0.5,0.41469023,1.021325544,0.644167644,0.3771579,0.3771579,1,0.533614,,-0.229477414
5.0,0,-0.031476822,-0.190768617,0.033,0.541069573,2,0,0,1.848191158,1.818986185,0.5,0.829380461,1.404538953,1.021325544,0.383213408,0.383213408,0,0.567134,,-0.191945084
