brightness,camera_processing_time_ms,signal_norm,state,t_s,virtual_event
146.0,327.936,0.0,0,0.082657,0
99.0,28.098,0.0,0,0.420111,0
148.0,19.054,0.0,0,0.518943,0
148.0,31.201,0.0,0,0.538033,0
158.0,29.164,0.0,0,0.569269,0
169.0,29.52,0.0,0,0.598469,0
169.0,30.598,0.0,0,0.628024,0
155.0,31.375,0.0,0,0.658656,0
147.0,37.438,0.0,0,0.690066,0
145.0,41.058,0.1608,0,0.72754,0
144.0,42.111,0.0,0,0.768632,0
148.0,38.511,0.1639,0,0.810779,0
147.0,19.021,0.1239,0,0.849337,0
144.0,19.214,0.0,0,0.868393,0
144.0,34.689,0.0,0,0.887668,0
147.0,31.573,0.1538,0,0.92239,0
147.0,32.829,0.163,0,0.953996,0
150.0,29.713,0.3468,0,0.98686,0
169.0,29.074,1.0,1,1.016607,1
171.0,30.486,1.0,1,1.04572,0
169.0,29.783,1.0,1,1.07624,0
150.0,35.999,0.24,0,1.106058,0
146.0,31.223,0.08,0,1.150543,0
145.0,43.677,0.04,0,1.181801,0
147.0,40.595,0.12,0,1.225514,0
147.0,20.113,0.12,0,1.266143,0
144.0,19.406,0.0,0,1.286302,0
150.0,36.504,0.24,0,1.305742,0
170.0,31.695,1.0,1,1.34228,0
170.0,33.022,1.0,1,1.374008,0
171.0,35.4,1.0,1,1.407065,0
171.0,39.633,1.0,1,1.442499,0
171.0,43.147,1.0,1,1.482166,0
150.0,47.256,0.2247,0,1.525347,0
141.0,49.617,0.0,0,1.572638,0
144.0,23.347,0.0,0,1.69892,0
145.0,24.108,0.0379,0,1.722302,0
142.0,23.094,0.0,0,1.746445,0
143.0,20.785,0.0,0,1.769573,0
143.0,21.744,0.0,0,1.790392,0
147.0,37.121,0.1481,0,1.81217,0
149.0,36.731,0.2193,0,1.849326,0
170.0,35.199,1.0,1,1.886091,1
171.0,32.868,1.0,1,1.921367,0
171.0,32.792,1.0,1,1.95427,0
171.0,37.417,1.0,1,1.987097,0
171.0,42.512,1.0,1,2.02455,0
153.0,44.928,0.3407,0,2.067095,0
144.0,47.342,0.0074,0,2.112058,0
139.0,38.828,0.0,0,2.170462,0
141.0,27.332,0.0,0,2.278336,0
