event,model,source,t_s
pi_flash,kuramoto,pi_oscillator,0.839437
virtual_flash,kuramoto,camera,1.061071
pi_flash,kuramoto,pi_oscillator,1.562251
virtual_flash,kuramoto,camera,1.656006
virtual_flash,kuramoto,camera,2.242589
pi_flash,kuramoto,pi_oscillator,2.242589
virtual_flash,kuramoto,camera,2.668499
pi_flash,kuramoto,pi_oscillator,2.776753
pi_flash,kuramoto,pi_oscillator,3.279905
virtual_flash,kuramoto,camera,3.386559
virtual_flash,kuramoto,camera,3.882678
pi_flash,kuramoto,pi_oscillator,3.944431
virtual_flash,kuramoto,camera,4.398692
pi_flash,kuramoto,pi_oscillator,4.462326
virtual_flash,kuramoto,camera,4.950619
pi_flash,kuramoto,pi_oscillator,4.950619
virtual_flash,kuramoto,camera,5.495838
pi_flash,kuramoto,pi_oscillator,5.495838
virtual_flash,kuramoto,camera,5.921509
pi_flash,kuramoto,pi_oscillator,6.015786
virtual_flash,kuramoto,camera,6.465282
pi_flash,kuramoto,pi_oscillator,6.524133
virtual_flash,kuramoto,camera,7.001925
pi_flash,kuramoto,pi_oscillator,7.035157
virtual_flash,kuramoto,camera,7.546719
pi_flash,kuramoto,pi_oscillator,7.577767
virtual_flash,kuramoto,camera,7.975405
pi_flash,kuramoto,pi_oscillator,8.069223
virtual_flash,kuramoto,camera,8.505995
pi_flash,kuramoto,pi_oscillator,8.551098
virtual_flash,kuramoto,camera,9.054243
pi_flash,kuramoto,pi_oscillator,9.054243
virtual_flash,kuramoto,camera,9.482727
pi_flash,kuramoto,pi_oscillator,9.595658
virtual_flash,kuramoto,camera,10.017395
pi_flash,kuramoto,pi_oscillator,10.041721
virtual_flash,kuramoto,camera,10.565773
pi_flash,kuramoto,pi_oscillator,10.565773
virtual_flash,kuramoto,camera,10.989078
pi_flash,kuramoto,pi_oscillator,11.072853
virtual_flash,kuramoto,camera,11.538101
pi_flash,kuramoto,pi_oscillator,11.563033
virtual_flash,kuramoto,camera,12.07331
pi_flash,kuramoto,pi_oscillator,12.110084
virtual_flash,kuramoto,camera,12.508254
pi_flash,kuramoto,pi_oscillator,12.58984
virtual_flash,kuramoto,camera,13.051433
pi_flash,kuramoto,pi_oscillator,13.076949
virtual_flash,kuramoto,camera,13.594395
pi_flash,kuramoto,pi_oscillator,13.594395
virtual_flash,kuramoto,camera,14.015638
pi_flash,kuramoto,pi_oscillator,14.129122
virtual_flash,kuramoto,camera,14.554073
pi_flash,kuramoto,pi_oscillator,14.579903
virtual_flash,kuramoto,camera,15.113622
pi_flash,kuramoto,pi_oscillator,15.113622
virtual_flash,kuramoto,camera,15.54173
pi_flash,kuramoto,pi_oscillator,15.646366
virtual_flash,kuramoto,camera,16.095728
pi_flash,kuramoto,pi_oscillator,16.118452
virtual_flash,kuramoto,camera,16.629049
pi_flash,kuramoto,pi_oscillator,16.665157
virtual_flash,kuramoto,camera,17.048933
pi_flash,kuramoto,pi_oscillator,17.16093
virtual_flash,kuramoto,camera,17.609492
pi_flash,kuramoto,pi_oscillator,17.632079
virtual_flash,kuramoto,camera,18.153631
pi_flash,kuramoto,pi_oscillator,18.153631
virtual_flash,kuramoto,camera,18.574205
pi_flash,kuramoto,pi_oscillator,18.679074
virtual_flash,kuramoto,camera,19.10613
pi_flash,kuramoto,pi_oscillator,19.149276
virtual_flash,kuramoto,camera,19.635768
pi_flash,kuramoto,pi_oscillator,19.658894
virtual_flash,kuramoto,camera,20.064966
pi_flash,kuramoto,pi_oscillator,20.149722
virtual_flash,kuramoto,camera,20.617084
pi_flash,kuramoto,pi_oscillator,20.617084
virtual_flash,kuramoto,camera,21.169105
pi_flash,kuramoto,pi_oscillator,21.169105
virtual_flash,kuramoto,camera,21.579474
pi_flash,kuramoto,pi_oscillator,21.699736
virtual_flash,kuramoto,camera,22.127218
pi_flash,kuramoto,pi_oscillator,22.166005
virtual_flash,kuramoto,camera,22.681621
pi_flash,kuramoto,pi_oscillator,22.681621
virtual_flash,kuramoto,camera,23.243363
pi_flash,kuramoto,pi_oscillator,23.243363
virtual_flash,kuramoto,camera,23.669332
pi_flash,kuramoto,pi_oscillator,23.774507
virtual_flash,kuramoto,camera,24.198783
pi_flash,kuramoto,pi_oscillator,24.223794
virtual_flash,kuramoto,camera,24.739641
pi_flash,kuramoto,pi_oscillator,24.739641
virtual_flash,kuramoto,camera,25.167598
pi_flash,kuramoto,pi_oscillator,25.251531
virtual_flash,kuramoto,camera,25.71632
pi_flash,kuramoto,pi_oscillator,25.740295
virtual_flash,kuramoto,camera,26.25583
pi_flash,kuramoto,pi_oscillator,26.299347
virtual_flash,kuramoto,camera,26.808429
pi_flash,kuramoto,pi_oscillator,26.808429
virtual_flash,kuramoto,camera,27.228923
pi_flash,kuramoto,pi_oscillator,27.327293
virtual_flash,kuramoto,camera,27.77274
pi_flash,kuramoto,pi_oscillator,27.79628
virtual_flash,kuramoto,camera,28.31164
pi_flash,kuramoto,pi_oscillator,28.31164
virtual_flash,kuramoto,camera,28.72226
pi_flash,kuramoto,pi_oscillator,28.84882
virtual_flash,kuramoto,camera,29.275872
pi_flash,kuramoto,pi_oscillator,29.299858
virtual_flash,kuramoto,camera,29.81403
pi_flash,kuramoto,pi_oscillator,29.81403
