t_s,agent_id,model,phase,frequency_hz,is_firing
0.0,0,eapf,4.252616,1.5,0
0.01,0,eapf,4.346863,1.5,0
0.02,0,eapf,4.441111,1.5,0
0.03,0,eapf,4.535359,1.5,0
0.04,0,eapf,4.629607,1.5,0
0.05,0,eapf,4.723855,1.5,0
0.06,0,eapf,4.818102,1.5,0
0.07,0,eapf,4.91235,1.5,0
0.08,0,eapf,5.006598,1.5,0
0.09,0,eapf,5.100846,1.5,0
0.1,0,eapf,5.195093,1.5,0
0.11,0,eapf,5.289341,1.5,0
0.12,0,eapf,5.383589,1.5,0
0.13,0,eapf,5.477837,1.5,0
0.14,0,eapf,5.572085,1.5,0
0.15,0,eapf,5.666332,1.5,0
0.16,0,eapf,5.76058,1.5,0
0.17,0,eapf,5.854828,1.5,0
0.18,0,eapf,5.949076,1.5,0
0.19,0,eapf,6.043323,1.5,0
0.2,0,eapf,6.137571,1.5,0
0.21,0,eapf,6.231819,1.5,0
0.22,0,eapf,0.042881,1.5,1
0.23,0,eapf,0.137129,1.5,0
0.24,0,eapf,0.231377,1.5,0
0.25,0,eapf,0.325625,1.5,0
0.26,0,eapf,0.419873,1.5,0
0.27,0,eapf,0.51412,1.5,0
0.28,0,eapf,0.608368,1.5,0
0.29,0,eapf,0.702616,1.5,0
0.3,0,eapf,0.796864,1.5,0
0.31,0,eapf,0.891111,1.5,0
0.32,0,eapf,0.985359,1.5,0
0.33,0,eapf,1.079607,1.5,0
0.34,0,eapf,1.173855,1.5,0
0.35,0,eapf,1.268103,1.5,0
0.36,0,eapf,1.36235,1.5,0
0.37,0,eapf,1.456598,1.5,0
0.38,0,eapf,1.550846,1.5,0
0.39,0,eapf,1.645094,1.5,0
0.4,0,eapf,1.739342,1.5,0
0.41,0,eapf,1.833589,1.5,0
0.42,0,eapf,1.927837,1.5,0
0.43,0,eapf,2.022085,1.5,0
0.44,0,eapf,2.116333,1.5,0
0.45,0,eapf,2.21058,1.5,0
0.46,0,eapf,2.304828,1.5,0
0.47,0,eapf,2.399076,1.5,0
0.48,0,eapf,2.493324,1.5,0
0.49,0,eapf,2.587572,1.5,0
0.5,0,eapf,2.681819,1.5,0
0.51,0,eapf,2.776067,1.5,0
0.52,0,eapf,2.870315,1.5,0
0.53,0,eapf,2.964563,1.5,0
0.54,0,eapf,3.05881,1.5,0
0.55,0,eapf,3.153058,1.5,0
0.56,0,eapf,3.247306,1.5,0
0.57,0,eapf,3.341554,1.5,0
0.58,0,eapf,3.435802,1.5,0
0.59,0,eapf,3.530049,1.5,0
0.6,0,eapf,3.624297,1.5,0
0.61,0,eapf,3.718545,1.5,0
0.62,0,eapf,3.812793,1.5,0
0.63,0,eapf,3.90704,1.5,0
0.64,0,eapf,4.001288,1.5,0
0.65,0,eapf,4.095536,1.5,0
0.66,0,eapf,4.189784,1.5,0
0.67,0,eapf,4.284032,1.5,0
0.68,0,eapf,4.378279,1.5,0
0.69,0,eapf,4.472527,1.5,0
0.7,0,eapf,4.566775,1.5,0
0.71,0,eapf,4.661023,1.5,0
0.72,0,eapf,4.75527,1.5,0
0.73,0,eapf,4.849518,1.5,0
0.74,0,eapf,4.943766,1.5,0
0.75,0,eapf,5.038014,1.5,0
0.76,0,eapf,5.132262,1.5,0
0.77,0,eapf,5.226509,1.5,0
0.78,0,eapf,5.320757,1.5,0
0.79,0,eapf,5.415005,1.5,0
0.8,0,eapf,5.509253,1.5,0
0.81,0,eapf,5.6035,1.5,0
0.82,0,eapf,5.697748,1.5,0
0.83,0,eapf,5.791996,1.5,0
0.84,0,eapf,5.886244,1.5,0
0.85,0,eapf,5.980492,1.5,0
0.86,0,eapf,6.074739,1.5,0
0.87,0,eapf,6.168987,1.5,0
0.88,0,eapf,6.263235,1.5,0
0.89,0,eapf,0.074297,1.5,1
0.9,0,eapf,0.168545,1.5,0
0.91,0,eapf,0.262793,1.5,0
0.92,0,eapf,0.357041,1.5,0
0.93,0,eapf,0.451289,1.5,0
0.94,0,eapf,0.545536,1.5,0
0.95,0,eapf,0.639784,1.5,0
0.96,0,eapf,0.734032,1.5,0
0.97,0,eapf,0.82828,1.5,0
0.98,0,eapf,0.922527,1.5,0
0.99,0,eapf,1.016775,1.5,0
1.0,0,eapf,1.111023,1.5,0
1.01,0,eapf,1.205271,1.5,0
1.02,0,eapf,1.299519,1.5,0
1.03,0,eapf,1.393766,1.5,0
1.04,0,eapf,1.488014,1.5,0
1.05,0,eapf,1.582262,1.5,0
1.06,0,eapf,1.67651,1.5,0
1.07,0,eapf,1.770757,1.5,0
1.08,0,eapf,1.865005,1.5,0
1.09,0,eapf,1.959253,1.5,0
1.1,0,eapf,2.053501,1.5,0
1.11,0,eapf,2.147749,1.5,0
1.12,0,eapf,2.241996,1.5,0
1.13,0,eapf,2.336244,1.5,0
1.14,0,eapf,2.430492,1.5,0
1.15,0,eapf,2.52474,1.5,0
1.16,0,eapf,2.618987,1.5,0
1.17,0,eapf,2.713235,1.5,0
1.18,0,eapf,2.807483,1.5,0
1.19,0,eapf,2.901731,1.5,0
1.2,0,eapf,2.995979,1.5,0
1.21,0,eapf,3.090226,1.5,0
1.22,0,eapf,3.184474,1.5,0
1.23,0,eapf,3.278722,1.5,0
1.24,0,eapf,3.37297,1.5,0
1.25,0,eapf,3.467217,1.5,0
1.26,0,eapf,3.561465,1.5,0
1.27,0,eapf,3.655713,1.5,0
1.28,0,eapf,3.749961,1.5,0
1.29,0,eapf,3.844209,1.5,0
1.3,0,eapf,3.938456,1.5,0
1.31,0,eapf,4.032704,1.5,0
1.32,0,eapf,4.126952,1.5,0
1.33,0,eapf,4.2212,1.5,0
1.34,0,eapf,4.315447,1.5,0
1.35,0,eapf,4.409695,1.5,0
1.36,0,eapf,4.503943,1.5,0
1.37,0,eapf,4.598191,1.5,0
1.38,0,eapf,4.692439,1.5,0
1.39,0,eapf,4.786686,1.5,0
1.4,0,eapf,4.880934,1.5,0
1.41,0,eapf,4.975182,1.5,0
1.42,0,eapf,5.06943,1.5,0
1.43,0,eapf,5.163678,1.5,0
1.44,0,eapf,5.257925,1.5,0
1.45,0,eapf,5.352173,1.5,0
1.46,0,eapf,5.446421,1.5,0
1.47,0,eapf,5.540669,1.5,0
1.48,0,eapf,5.634916,1.5,0
1.49,0,eapf,5.729164,1.5,0
1.5,0,eapf,5.823412,1.5,0
1.51,0,eapf,5.91766,1.5,0
1.52,0,eapf,6.011908,1.5,0
1.53,0,eapf,6.106155,1.5,0
1.54,0,eapf,6.200403,1.5,0
1.55,0,eapf,0.011466,1.5,1
1.56,0,eapf,0.105713,1.5,0
1.57,0,eapf,0.199961,1.5,0
1.58,0,eapf,0.294209,1.5,0
1.59,0,eapf,0.388457,1.5,0
1.6,0,eapf,0.482704,1.5,0
1.61,0,eapf,0.576952,1.5,0
1.62,0,eapf,0.6712,1.5,0
1.63,0,eapf,0.765448,1.5,0
1.64,0,eapf,0.859696,1.5,0
1.65,0,eapf,0.953943,1.5,0
1.66,0,eapf,1.048191,1.5,0
1.67,0,eapf,1.142439,1.5,0
1.68,0,eapf,1.236687,1.5,0
1.69,0,eapf,1.330934,1.5,0
1.7,0,eapf,1.425182,1.5,0
1.71,0,eapf,1.51943,1.5,0
