t_s,agent_id,model,phase,frequency_hz,is_firing
0.0,0,kuramoto,0.66705,1.5,0
0.01,0,kuramoto,0.729462,1.5,0
0.02,0,kuramoto,0.793029,1.5,0
0.03,0,kuramoto,0.857882,1.5,0
0.04,0,kuramoto,0.924127,1.5,0
0.05,0,kuramoto,0.991846,1.5,0
0.06,0,kuramoto,1.061099,1.5,0
0.07,0,kuramoto,1.131924,1.5,0
0.08,0,kuramoto,1.204339,1.5,0
0.09,0,kuramoto,1.278344,1.5,0
0.1,0,kuramoto,1.353923,1.5,0
0.11,0,kuramoto,1.431046,1.5,0
0.12,0,kuramoto,1.509674,1.5,0
0.13,0,kuramoto,1.589757,1.5,0
0.14,0,kuramoto,1.671239,1.5,0
0.15,0,kuramoto,1.754058,1.5,0
0.16,0,kuramoto,1.838149,1.5,0
0.17,0,kuramoto,1.923445,1.5,0
0.18,0,kuramoto,2.009878,1.5,0
0.19,0,kuramoto,2.09738,1.5,0
0.2,0,kuramoto,2.185883,1.5,0
0.21,0,kuramoto,2.275323,1.5,0
0.22,0,kuramoto,2.365637,1.5,0
0.23,0,kuramoto,2.456766,1.5,0
0.24,0,kuramoto,2.548652,1.5,0
0.25,0,kuramoto,2.641245,1.5,0
0.26,0,kuramoto,2.734494,1.5,0
0.27,0,kuramoto,2.828356,1.5,0
0.28,0,kuramoto,2.922791,1.5,0
0.29,0,kuramoto,3.017764,1.5,0
0.3,0,kuramoto,3.113245,1.5,0
0.31,0,kuramoto,3.209206,1.5,0
0.32,0,kuramoto,3.305626,1.5,0
0.33,0,kuramoto,3.402487,1.5,0
0.34,0,kuramoto,3.499775,1.5,0
0.35,0,kuramoto,3.597479,1.5,0
0.36,0,kuramoto,3.695593,1.5,0
0.37,0,kuramoto,3.794111,1.5,0
0.38,0,kuramoto,3.893031,1.5,0
0.39,0,kuramoto,3.992355,1.5,0
0.4,0,kuramoto,4.092083,1.5,0
0.41,0,kuramoto,4.192217,1.5,0
0.42,0,kuramoto,4.292763,1.5,0
0.43,0,kuramoto,4.393724,1.5,0
0.44,0,kuramoto,4.495104,1.5,0
0.45,0,kuramoto,4.596909,1.5,0
0.46,0,kuramoto,4.699141,1.5,0
0.47,0,kuramoto,4.801805,1.5,0
0.48,0,kuramoto,4.904904,1.5,0
0.49,0,kuramoto,5.00844,1.5,0
0.5,0,kuramoto,5.112414,1.5,0
0.51,0,kuramoto,5.216829,1.5,0
0.52,0,kuramoto,5.321682,1.5,0
0.53,0,kuramoto,5.426974,1.5,0
0.54,0,kuramoto,5.532703,1.5,0
0.55,0,kuramoto,5.638866,1.5,0
0.56,0,kuramoto,5.745459,1.5,0
0.57,0,kuramoto,5.852479,1.5,0
0.58,0,kuramoto,5.959921,1.5,0
0.59,0,kuramoto,6.06778,1.5,0
0.6,0,kuramoto,6.17605,1.5,0
0.61,0,kuramoto,0.001539,1.5,1
0.62,0,kuramoto,0.11061,1.5,0
0.63,0,kuramoto,0.220073,1.5,0
0.64,0,kuramoto,0.329919,1.5,0
0.65,0,kuramoto,0.44014,1.5,0
0.66,0,kuramoto,0.55073,1.5,0
0.67,0,kuramoto,0.661679,1.5,0
0.68,0,kuramoto,0.77298,1.5,0
0.69,0,kuramoto,0.884625,1.5,0
0.7,0,kuramoto,0.996605,1.5,0
0.71,0,kuramoto,1.108912,1.5,0
0.72,0,kuramoto,1.221538,1.5,0
0.73,0,kuramoto,1.334475,1.5,0
0.74,0,kuramoto,1.447715,1.5,0
0.75,0,kuramoto,1.56125,1.5,0
0.76,0,kuramoto,1.675071,1.5,0
0.77,0,kuramoto,1.789171,1.5,0
0.78,0,kuramoto,1.903543,1.5,0
0.79,0,kuramoto,2.018178,1.5,0
0.8,0,kuramoto,2.13307,1.5,0
0.81,0,kuramoto,2.248211,1.5,0
0.82,0,kuramoto,2.363594,1.5,0
0.83,0,kuramoto,2.479212,1.5,0
0.84,0,kuramoto,2.595059,1.5,0
0.85,0,kuramoto,2.711127,1.5,0
0.86,0,kuramoto,2.827411,1.5,0
0.87,0,kuramoto,2.943905,1.5,0
0.88,0,kuramoto,3.060601,1.5,0
0.89,0,kuramoto,3.177494,1.5,0
0.9,0,kuramoto,3.29458,1.5,0
0.91,0,kuramoto,3.41185,1.5,0
0.92,0,kuramoto,3.529302,1.5,0
0.93,0,kuramoto,3.646928,1.5,0
0.94,0,kuramoto,3.764725,1.5,0
0.95,0,kuramoto,3.882686,1.5,0
0.96,0,kuramoto,4.000808,1.5,0
0.97,0,kuramoto,4.119086,1.5,0
0.98,0,kuramoto,4.237515,1.5,0
0.99,0,kuramoto,4.35609,1.5,0
1.0,0,kuramoto,4.474808,1.5,0
1.01,0,kuramoto,4.593664,1.5,0
1.02,0,kuramoto,4.712654,1.5,0
1.03,0,kuramoto,4.831775,1.5,0
1.04,0,kuramoto,4.951022,1.5,0
1.05,0,kuramoto,5.070393,1.5,0
1.06,0,kuramoto,5.189883,1.5,0
1.07,0,kuramoto,5.309489,1.5,0
1.08,0,kuramoto,5.429208,1.5,0
1.09,0,kuramoto,5.549037,1.5,0
1.1,0,kuramoto,5.668972,1.5,0
1.11,0,kuramoto,5.789011,1.5,0
1.12,0,kuramoto,5.909151,1.5,0
1.13,0,kuramoto,6.029388,1.5,0
1.14,0,kuramoto,6.14972,1.5,0
1.15,0,kuramoto,6.270144,1.5,0
1.16,0,kuramoto,0.107474,1.5,1
1.17,0,kuramoto,0.228075,1.5,0
1.18,0,kuramoto,0.348762,1.5,0
1.19,0,kuramoto,0.469532,1.5,0
1.2,0,kuramoto,0.590381,1.5,0
1.21,0,kuramoto,0.711309,1.5,0
1.22,0,kuramoto,0.832313,1.5,0
1.23,0,kuramoto,0.953391,1.5,0
1.24,0,kuramoto,1.074541,1.5,0
1.25,0,kuramoto,1.19576,1.5,0
1.26,0,kuramoto,1.317048,1.5,0
1.27,0,kuramoto,1.438403,1.5,0
1.28,0,kuramoto,1.559821,1.5,0
1.29,0,kuramoto,1.681303,1.5,0
1.3,0,kuramoto,1.802846,1.5,0
1.31,0,kuramoto,1.924448,1.5,0
1.32,0,kuramoto,2.046108,1.5,0
1.33,0,kuramoto,2.167825,1.5,0
1.34,0,kuramoto,2.289597,1.5,0
1.35,0,kuramoto,2.411422,1.5,0
1.36,0,kuramoto,2.533299,1.5,0
1.37,0,kuramoto,2.655227,1.5,0
1.38,0,kuramoto,2.777205,1.5,0
1.39,0,kuramoto,2.899231,1.5,0
1.4,0,kuramoto,3.021303,1.5,0
1.41,0,kuramoto,3.143422,1.5,0
1.42,0,kuramoto,3.265585,1.5,0
1.43,0,kuramoto,3.387791,1.5,0
1.44,0,kuramoto,3.51004,1.5,0
1.45,0,kuramoto,3.63233,1.5,0
1.46,0,kuramoto,3.754661,1.5,0
1.47,0,kuramoto,3.87703,1.5,0
1.48,0,kuramoto,3.999438,1.5,0
1.49,0,kuramoto,4.121883,1.5,0
1.5,0,kuramoto,4.244364,1.5,0
1.51,0,kuramoto,4.366881,1.5,0
1.52,0,kuramoto,4.489432,1.5,0
1.53,0,kuramoto,4.612017,1.5,0
1.54,0,kuramoto,4.734635,1.5,0
1.55,0,kuramoto,4.857284,1.5,0
1.56,0,kuramoto,4.979965,1.5,0
1.57,0,kuramoto,5.102677,1.5,0
1.58,0,kuramoto,5.225418,1.5,0
1.59,0,kuramoto,5.348188,1.5,0
1.6,0,kuramoto,5.470986,1.5,0
1.61,0,kuramoto,5.593812,1.5,0
1.62,0,kuramoto,5.716665,1.5,0
1.63,0,kuramoto,5.839545,1.5,0
1.64,0,kuramoto,5.962449,1.5,0
1.65,0,kuramoto,6.085379,1.5,0
1.66,0,kuramoto,6.208334,1.5,0
1.67,0,kuramoto,0.048126,1.5,1
1.68,0,kuramoto,0.171128,1.5,0
1.69,0,kuramoto,0.294152,1.5,0
1.7,0,kuramoto,0.417198,1.5,0
1.71,0,kuramoto,0.540265,1.5,0
1.72,0,kuramoto,0.663354,1.5,0
1.73,0,kuramoto,0.786464,1.5,0
1.74,0,kuramoto,0.909593,1.5,0
1.75,0,kuramoto,1.032742,1.5,0
1.76,0,kuramoto,1.155911,1.5,0
1.77,0,kuramoto,1.279098,1.5,0
1.78,0,kuramoto,1.402303,1.5,0
1.79,0,kuramoto,1.525526,1.5,0
1.8,0,kuramoto,1.648766,1.5,0
1.81,0,kuramoto,1.772024,1.5,0
1.82,0,kuramoto,1.895298,1.5,0
1.83,0,kuramoto,2.018588,1.5,0
1.84,0,kuramoto,2.141895,1.5,0
1.85,0,kuramoto,2.265216,1.5,0
1.86,0,kuramoto,2.388553,1.5,0
1.87,0,kuramoto,2.511904,1.5,0
1.88,0,kuramoto,2.63527,1.5,0
1.89,0,kuramoto,2.75865,1.5,0
1.9,0,kuramoto,2.882044,1.5,0
1.91,0,kuramoto,3.005451,1.5,0
1.92,0,kuramoto,3.128871,1.5,0
1.93,0,kuramoto,3.252304,1.5,0
1.94,0,kuramoto,3.375749,1.5,0
1.95,0,kuramoto,3.499207,1.5,0
1.96,0,kuramoto,3.622677,1.5,0
1.97,0,kuramoto,3.746158,1.5,0
1.98,0,kuramoto,3.869651,1.5,0
1.99,0,kuramoto,3.993155,1.5,0
2.0,0,kuramoto,4.116669,1.5,0
2.01,0,kuramoto,4.240195,1.5,0
2.02,0,kuramoto,4.363731,1.5,0
2.03,0,kuramoto,4.487276,1.5,0
2.04,0,kuramoto,4.610832,1.5,0
2.05,0,kuramoto,4.734398,1.5,0
2.06,0,kuramoto,4.857973,1.5,0
2.07,0,kuramoto,4.981557,1.5,0
