agent_id,event_type,normalized_signal,raw_brightness,roi_id,t_s
V1,pi_detected_virtual_flash,0.8413,51.0,1,0.934633
V0,pi_detected_virtual_flash,1.0,31.0,0,1.067981
V1,pi_detected_virtual_flash,0.9395,54.0,1,1.434831
V1,pi_detected_virtual_flash,0.8367,50.0,1,1.9352
V0,pi_detected_virtual_flash,1.0,31.0,0,2.068492
V1,pi_detected_virtual_flash,0.9583,55.0,1,2.435351
V1,pi_detected_virtual_flash,0.8163,49.0,1,2.935647
V0,pi_detected_virtual_flash,1.0,31.0,0,3.069002
V1,pi_detected_virtual_flash,0.9591,55.0,1,3.435855
V1,pi_detected_virtual_flash,0.8264,49.0,1,3.936228
V0,pi_detected_virtual_flash,1.0,31.0,0,4.06951
V1,pi_detected_virtual_flash,0.9583,55.0,1,4.436371
V1,pi_detected_virtual_flash,0.8333,49.0,1,4.93668
V0,pi_detected_virtual_flash,1.0,31.0,0,5.070027
V1,pi_detected_virtual_flash,0.9792,56.0,1,5.436883
V1,pi_detected_virtual_flash,0.8333,49.0,1,5.937275
V0,pi_detected_virtual_flash,1.0,31.0,0,6.070563
V1,pi_detected_virtual_flash,1.0,57.0,1,6.437407
V1,pi_detected_virtual_flash,0.8511,50.0,1,6.937724
V0,pi_detected_virtual_flash,1.0,31.0,0,7.071072
V1,pi_detected_virtual_flash,1.0,57.0,1,7.437917
V1,pi_detected_virtual_flash,0.8478,50.0,1,7.938304
V0,pi_detected_virtual_flash,1.0,31.0,0,8.071582
V1,pi_detected_virtual_flash,1.0,57.0,1,8.438434
V1,pi_detected_virtual_flash,0.8478,50.0,1,8.93878
V0,pi_detected_virtual_flash,1.0,31.0,0,9.072123
V1,pi_detected_virtual_flash,1.0,57.0,1,9.438972
V1,pi_detected_virtual_flash,0.8261,49.0,1,9.939339
V0,pi_detected_virtual_flash,1.0,31.0,0,10.072633
V1,pi_detected_virtual_flash,1.0,57.0,1,10.439489
V1,pi_detected_virtual_flash,0.8261,49.0,1,10.940107
V0,pi_detected_virtual_flash,1.0,31.0,0,11.073149
V1,pi_detected_virtual_flash,1.0,57.0,1,11.440002
V1,pi_detected_virtual_flash,0.8261,49.0,1,11.940374
V0,pi_detected_virtual_flash,1.0,31.0,0,12.073678
V1,pi_detected_virtual_flash,1.0,58.0,1,12.44054
V1,pi_detected_virtual_flash,0.8261,49.0,1,12.940841
V0,pi_detected_virtual_flash,1.0,30.0,0,13.074203
V1,pi_detected_virtual_flash,1.0,58.0,1,13.441041
V1,pi_detected_virtual_flash,0.8085,49.0,1,13.94143
V0,pi_detected_virtual_flash,1.0,31.0,0,14.074706
V1,pi_detected_virtual_flash,1.0,58.0,1,14.44157
V1,pi_detected_virtual_flash,0.8048,49.0,1,14.941881
V0,pi_detected_virtual_flash,1.0,27.0,0,15.175139
V1,pi_detected_virtual_flash,1.0,58.0,1,15.44208
V1,pi_detected_virtual_flash,0.8043,49.0,1,15.942463
V0,pi_detected_virtual_flash,1.0,30.0,0,16.07591
V1,pi_detected_virtual_flash,0.989,57.0,1,16.442672
V1,pi_detected_virtual_flash,0.7957,48.0,1,16.942897
V0,pi_detected_virtual_flash,1.0,30.0,0,17.076258
V1,pi_detected_virtual_flash,1.0,57.0,1,17.443286
V1,pi_detected_virtual_flash,0.7826,47.0,1,17.943487
V1,pi_detected_virtual_flash,1.0,57.0,1,18.443759
V1,pi_detected_virtual_flash,0.7826,47.0,1,18.943938
V1,pi_detected_virtual_flash,1.0,57.0,1,19.444199
V1,pi_detected_virtual_flash,0.7826,47.0,1,19.944507
V0,pi_detected_virtual_flash,1.0,28.0,0,20.144463
V1,pi_detected_virtual_flash,1.0,57.0,1,20.444717
V1,pi_detected_virtual_flash,0.7826,47.0,1,20.944978
V0,pi_detected_virtual_flash,1.0,31.0,0,21.078322
V1,pi_detected_virtual_flash,1.0,57.0,1,21.445224
V1,pi_detected_virtual_flash,0.7826,47.0,1,21.945556
V0,pi_detected_virtual_flash,1.0,31.0,0,22.078845
V1,pi_detected_virtual_flash,1.0,57.0,1,22.445744
V1,pi_detected_virtual_flash,0.7826,47.0,1,22.946015
V0,pi_detected_virtual_flash,1.0,31.0,0,23.079357
V1,pi_detected_virtual_flash,1.0,57.0,1,23.446274
V1,pi_detected_virtual_flash,0.7826,47.0,1,23.946592
V1,pi_detected_virtual_flash,1.0,57.0,1,24.446773
V1,pi_detected_virtual_flash,0.7826,47.0,1,24.947049
V0,pi_detected_virtual_flash,1.0,31.0,0,25.080395
V1,pi_detected_virtual_flash,1.0,57.0,1,25.447291
V1,pi_detected_virtual_flash,0.7826,47.0,1,25.947621
V0,pi_detected_virtual_flash,1.0,30.0,0,26.080909
V1,pi_detected_virtual_flash,1.0,57.0,1,26.44781
V1,pi_detected_virtual_flash,0.7826,47.0,1,26.948089
V0,pi_detected_virtual_flash,1.0,30.0,0,27.08145
V1,pi_detected_virtual_flash,1.0,57.0,1,27.448334
V1,pi_detected_virtual_flash,0.7826,47.0,1,27.948655
V0,pi_detected_virtual_flash,1.0,31.0,0,28.081953
V1,pi_detected_virtual_flash,1.0,57.0,1,28.448845
V1,pi_detected_virtual_flash,0.7826,47.0,1,28.94912
V0,pi_detected_virtual_flash,1.0,30.0,0,29.082477
V1,pi_detected_virtual_flash,0.9783,56.0,1,29.449379
V1,pi_detected_virtual_flash,0.7826,47.0,1,29.949702
