t_s,agent_id,model,phase,frequency_hz,is_firing
0.0,0,eapf,0.118907,1.5,0
0.01,0,eapf,0.213155,1.5,0
0.02,0,eapf,0.307403,1.5,0
0.03,0,eapf,0.401651,1.5,0
0.04,0,eapf,0.495898,1.5,0
0.05,0,eapf,0.590146,1.5,0
0.06,0,eapf,0.684394,1.5,0
0.07,0,eapf,0.778642,1.5,0
0.08,0,eapf,0.872889,1.5,0
0.09,0,eapf,0.967137,1.5,0
0.1,0,eapf,1.061385,1.5,0
0.11,0,eapf,1.155633,1.5,0
0.12,0,eapf,1.249881,1.5,0
0.13,0,eapf,1.344128,1.5,0
0.14,0,eapf,1.438376,1.5,0
0.15,0,eapf,1.532624,1.5,0
0.16,0,eapf,1.626872,1.5,0
0.17,0,eapf,1.721119,1.5,0
0.18,0,eapf,1.815367,1.5,0
0.19,0,eapf,1.909615,1.5,0
0.2,0,eapf,2.003863,1.5,0
0.21,0,eapf,2.098111,1.5,0
0.22,0,eapf,2.192358,1.5,0
0.23,0,eapf,2.286606,1.5,0
0.24,0,eapf,2.380854,1.5,0
0.25,0,eapf,2.475102,1.5,0
0.26,0,eapf,2.569349,1.5,0
0.27,0,eapf,2.663597,1.5,0
0.28,0,eapf,2.757845,1.5,0
0.29,0,eapf,2.852093,1.5,0
0.3,0,eapf,2.946341,1.5,0
0.31,0,eapf,3.040588,1.5,0
0.32,0,eapf,3.134836,1.5,0
0.33,0,eapf,3.229084,1.5,0
0.34,0,eapf,3.323332,1.5,0
0.35,0,eapf,3.417579,1.5,0
0.36,0,eapf,3.511827,1.5,0
0.37,0,eapf,3.606075,1.5,0
0.38,0,eapf,3.700323,1.5,0
0.39,0,eapf,3.794571,1.5,0
0.4,0,eapf,3.888818,1.5,0
0.41,0,eapf,3.983066,1.5,0
0.42,0,eapf,4.077314,1.5,0
0.43,0,eapf,4.171562,1.5,0
0.44,0,eapf,4.265809,1.5,0
0.45,0,eapf,4.360057,1.5,0
0.46,0,eapf,4.454305,1.5,0
0.47,0,eapf,4.548553,1.5,0
0.48,0,eapf,4.642801,1.5,0
0.49,0,eapf,4.737048,1.5,0
0.5,0,eapf,4.831296,1.5,0
0.51,0,eapf,4.925544,1.5,0
0.52,0,eapf,5.019792,1.5,0
0.53,0,eapf,5.11404,1.5,0
0.54,0,eapf,5.208287,1.5,0
0.55,0,eapf,5.302535,1.5,0
0.56,0,eapf,5.396783,1.5,0
0.57,0,eapf,5.491031,1.5,0
0.58,0,eapf,5.585278,1.5,0
0.59,0,eapf,5.679526,1.5,0
0.6,0,eapf,5.773774,1.5,0
0.61,0,eapf,5.868022,1.5,0
0.62,0,eapf,5.96227,1.5,0
0.63,0,eapf,6.056517,1.5,0
0.64,0,eapf,6.150765,1.5,0
0.65,0,eapf,6.245013,1.5,0
0.66,0,eapf,0.056075,1.5,1
0.67,0,eapf,0.150323,1.5,0
0.68,0,eapf,0.244571,1.5,0
0.69,0,eapf,0.338819,1.5,0
0.7,0,eapf,0.433066,1.5,0
0.71,0,eapf,0.527314,1.5,0
0.72,0,eapf,0.621562,1.5,0
0.73,0,eapf,0.71581,1.5,0
0.74,0,eapf,0.810058,1.5,0
0.75,0,eapf,0.904305,1.5,0
0.76,0,eapf,0.998553,1.5,0
0.77,0,eapf,1.092801,1.5,0
0.78,0,eapf,1.187049,1.5,0
0.79,0,eapf,1.281296,1.5,0
0.8,0,eapf,1.375544,1.5,0
0.81,0,eapf,1.469792,1.5,0
0.82,0,eapf,1.56404,1.5,0
0.83,0,eapf,1.658288,1.5,0
0.84,0,eapf,1.752535,1.5,0
0.85,0,eapf,1.846783,1.5,0
0.86,0,eapf,1.941031,1.5,0
0.87,0,eapf,2.035279,1.5,0
0.88,0,eapf,2.129526,1.5,0
0.89,0,eapf,2.223774,1.5,0
0.9,0,eapf,2.318022,1.5,0
0.91,0,eapf,2.41227,1.5,0
0.92,0,eapf,2.506518,1.5,0
0.93,0,eapf,2.600765,1.5,0
0.94,0,eapf,2.695013,1.5,0
0.95,0,eapf,2.789261,1.5,0
0.96,0,eapf,2.883509,1.5,0
0.97,0,eapf,2.977757,1.5,0
0.98,0,eapf,3.072004,1.5,0
0.99,0,eapf,3.166252,1.5,0
1.0,0,eapf,3.2605,1.5,0
1.01,0,eapf,3.354748,1.5,0
1.02,0,eapf,3.448995,1.5,0
1.03,0,eapf,3.543243,1.5,0
1.04,0,eapf,3.637491,1.5,0
1.05,0,eapf,3.731739,1.5,0
1.06,0,eapf,3.825987,1.5,0
1.07,0,eapf,3.920234,1.5,0
1.08,0,eapf,4.014482,1.5,0
1.09,0,eapf,4.10873,1.5,0
1.1,0,eapf,4.202978,1.5,0
1.11,0,eapf,4.297225,1.5,0
1.12,0,eapf,4.391473,1.5,0
1.13,0,eapf,4.485721,1.5,0
1.14,0,eapf,4.579969,1.5,0
1.15,0,eapf,4.674217,1.5,0
1.16,0,eapf,4.768464,1.5,0
1.17,0,eapf,4.862712,1.5,0
1.18,0,eapf,4.95696,1.5,0
1.19,0,eapf,5.051208,1.5,0
1.2,0,eapf,5.145455,1.5,0
1.21,0,eapf,5.239703,1.5,0
1.22,0,eapf,5.333951,1.5,0
1.23,0,eapf,5.428199,1.5,0
1.24,0,eapf,5.522447,1.5,0
1.25,0,eapf,5.616694,1.5,0
1.26,0,eapf,5.710942,1.5,0
1.27,0,eapf,5.80519,1.5,0
1.28,0,eapf,5.899438,1.5,0
1.29,0,eapf,5.993685,1.5,0
1.3,0,eapf,6.087933,1.5,0
1.31,0,eapf,6.182181,1.5,0
1.32,0,eapf,6.276429,1.5,0
1.33,0,eapf,0.087491,1.5,1
1.34,0,eapf,0.181739,1.5,0
1.35,0,eapf,0.275987,1.5,0
1.36,0,eapf,0.370235,1.5,0
1.37,0,eapf,0.464482,1.5,0
1.38,0,eapf,0.55873,1.5,0
1.39,0,eapf,0.652978,1.5,0
1.4,0,eapf,0.747226,1.5,0
1.41,0,eapf,0.841474,1.5,0
1.42,0,eapf,0.935721,1.5,0
1.43,0,eapf,1.029969,1.5,0
1.44,0,eapf,1.124217,1.5,0
1.45,0,eapf,1.218465,1.5,0
1.46,0,eapf,1.312712,1.5,0
1.47,0,eapf,1.40696,1.5,0
1.48,0,eapf,1.501208,1.5,0
1.49,0,eapf,1.595456,1.5,0
1.5,0,eapf,1.689704,1.5,0
1.51,0,eapf,1.783951,1.5,0
1.52,0,eapf,1.878199,1.5,0
1.53,0,eapf,1.972447,1.5,0
1.54,0,eapf,2.066695,1.5,0
1.55,0,eapf,2.160942,1.5,0
1.56,0,eapf,2.25519,1.5,0
1.57,0,eapf,2.349438,1.5,0
1.58,0,eapf,2.443686,1.5,0
1.59,0,eapf,2.537934,1.5,0
1.6,0,eapf,2.632181,1.5,0
1.61,0,eapf,2.726429,1.5,0
1.62,0,eapf,2.820677,1.5,0
1.63,0,eapf,2.914925,1.5,0
1.64,0,eapf,3.009172,1.5,0
1.65,0,eapf,3.10342,1.5,0
1.66,0,eapf,3.197668,1.5,0
1.67,0,eapf,3.291916,1.5,0
1.68,0,eapf,3.386164,1.5,0
1.69,0,eapf,3.480411,1.5,0
1.7,0,eapf,3.574659,1.5,0
1.71,0,eapf,3.668907,1.5,0
1.72,0,eapf,3.763155,1.5,0
1.73,0,eapf,3.857402,1.5,0
1.74,0,eapf,3.95165,1.5,0
1.75,0,eapf,4.045898,1.5,0
1.76,0,eapf,4.140146,1.5,0
1.77,0,eapf,4.234394,1.5,0
1.78,0,eapf,4.328641,1.5,0
1.79,0,eapf,4.422889,1.5,0
1.8,0,eapf,4.517137,1.5,0
1.81,0,eapf,4.611385,1.5,0
1.82,0,eapf,4.705632,1.5,0
1.83,0,eapf,4.79988,1.5,0
1.84,0,eapf,4.894128,1.5,0
1.85,0,eapf,4.988376,1.5,0
1.86,0,eapf,5.082624,1.5,0
1.87,0,eapf,5.176871,1.5,0
1.88,0,eapf,5.271119,1.5,0
1.89,0,eapf,5.365367,1.5,0
1.9,0,eapf,5.459615,1.5,0
1.91,0,eapf,5.553862,1.5,0
1.92,0,eapf,5.64811,1.5,0
1.93,0,eapf,5.742358,1.5,0
1.94,0,eapf,5.836606,1.5,0
1.95,0,eapf,5.930854,1.5,0
1.96,0,eapf,6.025101,1.5,0
1.97,0,eapf,6.119349,1.5,0
1.98,0,eapf,6.213597,1.5,0
1.99,0,eapf,0.024659,1.5,1
2.0,0,eapf,0.118907,1.5,0
2.01,0,eapf,0.213155,1.5,0
2.02,0,eapf,0.307403,1.5,0
2.03,0,eapf,0.401651,1.5,0
2.04,0,eapf,0.495898,1.5,0
2.05,0,eapf,0.590146,1.5,0
2.06,0,eapf,0.684394,1.5,0
2.07,0,eapf,0.778642,1.5,0
2.08,0,eapf,0.872889,1.5,0
2.09,0,eapf,0.967137,1.5,0
2.1,0,eapf,1.061385,1.5,0
2.11,0,eapf,1.155633,1.5,0
2.12,0,eapf,1.249881,1.5,0
2.13,0,eapf,1.344128,1.5,0
2.14,0,eapf,1.438376,1.5,0
2.15,0,eapf,1.532624,1.5,0
2.16,0,eapf,1.626872,1.5,0
2.17,0,eapf,1.721119,1.5,0
2.18,0,eapf,1.815367,1.5,0
2.19,0,eapf,1.909615,1.5,0
2.2,0,eapf,2.003863,1.5,0
2.21,0,eapf,2.098111,1.5,0
2.22,0,eapf,2.192358,1.5,0
2.23,0,eapf,2.286606,1.5,0
2.24,0,eapf,2.380854,1.5,0
2.25,0,eapf,2.475102,1.5,0
2.26,0,eapf,2.569349,1.5,0
2.27,0,eapf,2.663597,1.5,0
2.28,0,eapf,2.757845,1.5,0
2.29,0,eapf,2.852093,1.5,0
2.3,0,eapf,2.946341,1.5,0
2.31,0,eapf,3.040588,1.5,0
2.32,0,eapf,3.134836,1.5,0
2.33,0,eapf,3.229084,1.5,0
2.34,0,eapf,3.323332,1.5,0
2.35,0,eapf,3.417579,1.5,0
2.36,0,eapf,3.511827,1.5,0
2.37,0,eapf,3.606075,1.5,0
2.38,0,eapf,3.700323,1.5,0
2.39,0,eapf,3.794571,1.5,0
2.4,0,eapf,3.888818,1.5,0
2.41,0,eapf,3.983066,1.5,0
2.42,0,eapf,4.077314,1.5,0
2.43,0,eapf,4.171562,1.5,0
2.44,0,eapf,4.265809,1.5,0
2.45,0,eapf,4.360057,1.5,0
2.46,0,eapf,4.454305,1.5,0
2.47,0,eapf,4.548553,1.5,0
2.48,0,eapf,4.642801,1.5,0
2.49,0,eapf,4.737048,1.5,0
2.5,0,eapf,4.831296,1.5,0
2.51,0,eapf,4.925544,1.5,0
2.52,0,eapf,5.019792,1.5,0
2.53,0,eapf,5.11404,1.5,0
2.54,0,eapf,5.208287,1.5,0
2.55,0,eapf,5.302535,1.5,0
2.56,0,eapf,5.396783,1.5,0
2.57,0,eapf,5.491031,1.5,0
2.58,0,eapf,5.585278,1.5,0
2.59,0,eapf,5.679526,1.5,0
2.6,0,eapf,5.773774,1.5,0
2.61,0,eapf,5.868022,1.5,0
2.62,0,eapf,5.96227,1.5,0
2.63,0,eapf,6.056517,1.5,0
2.64,0,eapf,6.150765,1.5,0
2.65,0,eapf,6.245013,1.5,0
2.66,0,eapf,0.056075,1.5,1
2.67,0,eapf,0.150323,1.5,0
2.68,0,eapf,0.244571,1.5,0
2.69,0,eapf,0.338819,1.5,0
2.7,0,eapf,0.433066,1.5,0
2.71,0,eapf,0.527314,1.5,0
2.72,0,eapf,0.621562,1.5,0
2.73,0,eapf,0.71581,1.5,0
2.74,0,eapf,0.810058,1.5,0
2.75,0,eapf,0.904305,1.5,0
2.76,0,eapf,0.998553,1.5,0
2.77,0,eapf,1.092801,1.5,0
2.78,0,eapf,1.187049,1.5,0
2.79,0,eapf,1.281296,1.5,0
2.8,0,eapf,1.375544,1.5,0
