elapsed_ms,endpoint,error,monotonic_time_s,ok
10.261,POST /api/reset,,10012.99085,1
14.959,POST /api/mode,,10013.00112,1
10.256,POST /api/leader/config,,10013.016086,1
10.579,POST /api/mutual/config,,10013.026348,1
10.306,POST /api/agents/0,,10013.036942,1
32.446,POST /api/agents/1,,10013.047256,1
16.607,POST /api/agents/2,,10013.079711,1
6.306,POST /api/start,,10013.096325,1
13.856,POST /api/feedback,,10013.102636,1
20.072,GET /api/agents,,10013.61189,1
34.002,POST /api/pi_flash,,10013.717251,1
22.599,GET /api/agents,,10013.751267,1
15.059,GET /api/agents,,10013.891427,1
11.159,POST /api/pi_flash,,10014.151583,1
10.325,GET /api/agents,,10014.162754,1
13.064,GET /api/agents,,10014.291652,1
22.229,GET /api/agents,,10014.49208,1
9.423,POST /api/pi_flash,,10014.752591,1
7.771,GET /api/agents,,10014.762024,1
10.616,GET /api/agents,,10014.925663,1
8.158,GET /api/agents,,10015.12561,1
11.182,POST /api/pi_flash,,10015.285867,1
8.116,GET /api/agents,,10015.325659,1
15.921,GET /api/agents,,10015.559191,1
14.693,POST /api/pi_flash,,10015.818851,1
7.72,GET /api/agents,,10015.858858,1
9.918,GET /api/agents,,10016.093306,1
27.572,POST /api/pi_flash,,10016.319232,1
22.709,GET /api/agents,,10016.392465,1
9.376,GET /api/agents,,10016.59347,1
8.344,POST /api/pi_flash,,10016.852923,1
13.266,GET /api/agents,,10016.89288,1
11.278,GET /api/agents,,10017.126953,1
9.639,POST /api/pi_flash,,10017.386274,1
8.861,GET /api/agents,,10017.426248,1
21.036,GET /api/agents,,10017.660646,1
12.854,POST /api/pi_flash,,10017.953538,1
15.723,GET /api/agents,,10017.966403,1
13.122,GET /api/agents,,10018.09437,1
14.79,GET /api/agents,,10018.326794,1
12.746,POST /api/pi_flash,,10018.490423,1
6.883,GET /api/agents,,10018.527846,1
9.471,GET /api/agents,,10018.761204,1
16.822,POST /api/pi_flash,,10019.054126,1
7.886,GET /api/agents,,10019.070959,1
38.805,GET /api/agents,,10019.194935,1
24.966,GET /api/agents,,10019.427426,1
8.622,POST /api/pi_flash,,10019.587484,1
30.867,GET /api/agents,,10019.628551,1
11.236,GET /api/agents,,10019.861706,1
14.295,POST /api/pi_flash,,10020.121102,1
6.417,GET /api/agents,,10020.161477,1
13.664,GET /api/agents,,10020.395474,1
9.321,POST /api/pi_flash,,10020.654561,1
6.648,GET /api/agents,,10020.694574,1
15.205,GET /api/agents,,10020.928918,1
9.765,POST /api/pi_flash,,10021.221432,1
7.743,GET /api/agents,,10021.231208,1
12.457,GET /api/agents,,10021.362458,1
10.913,GET /api/agents,,10021.594919,1
9.025,POST /api/pi_flash,,10021.788783,1
9.758,GET /api/agents,,10021.829655,1
20.045,GET /api/agents,,10022.061984,1
10.641,POST /api/pi_flash,,10022.322016,1
17.239,GET /api/agents,,10022.362812,1
16.681,GET /api/agents,,10022.596264,1
10.413,POST /api/pi_flash,,10022.889143,1
7.384,GET /api/agents,,10022.899567,1
14.577,GET /api/agents,,10023.029996,1
10.585,GET /api/agents,,10023.262476,1
8.301,POST /api/pi_flash,,10023.422569,1
6.613,GET /api/agents,,10023.463494,1
8.712,GET /api/agents,,10023.667123,1
9.18,POST /api/pi_flash,,10023.956244,1
17.079,GET /api/agents,,10023.965436,1
15.348,GET /api/agents,,10024.097028,1
9.734,GET /api/agents,,10024.297207,1
17.343,POST /api/pi_flash,,10024.523162,1
6.494,GET /api/agents,,10024.56302,1
16.602,GET /api/agents,,10024.797301,1
10.705,POST /api/pi_flash,,10025.090143,1
5.898,GET /api/agents,,10025.100858,1
14.416,POST /api/pi_flash,,10025.190129,1
32.484,GET /api/agents,,10025.231025,1
12.901,GET /api/agents,,10025.463412,1
13.711,POST /api/pi_flash,,10025.656989,1
9.965,POST /api/pi_flash,,10025.757122,1
7.294,GET /api/agents,,10025.767098,1
11.991,GET /api/agents,,10025.93108,1
8.696,GET /api/agents,,10026.163866,1
18.585,POST /api/pi_flash,,10026.257182,1
11.046,GET /api/agents,,10026.364717,1
21.584,GET /api/agents,,10026.56485,1
15.347,POST /api/pi_flash,,10026.824134,1
8.5,GET /api/agents,,10026.864213,1
26.524,GET /api/agents,,10027.098352,1
9.169,GET /api/agents,,10027.331136,1
17.169,POST /api/pi_flash,,10027.424679,1
130.47,GET /api/agents,,10027.532171,1
13.755,GET /api/agents,,10027.765326,1
15.651,POST /api/pi_flash,,10027.991537,1
62.48,GET /api/agents,,10028.032295,1
12.837,GET /api/agents,,10028.26575,1
75.0,POST /api/pi_flash,,10028.558368,1
7.057,GET /api/agents,,10028.633382,1
22.296,GET /api/agents,,10028.704847,1
14.328,GET /api/agents,,10028.931773,1
13.869,POST /api/pi_flash,,10029.12528,1
37.247,GET /api/agents,,10029.165444,1
33.936,GET /api/agents,,10029.399177,1
12.41,POST /api/pi_flash,,10029.692171,1
18.352,GET /api/agents,,10029.704592,1
54.654,POST /api/pi_flash,,10029.82645,1
18.538,GET /api/agents,,10029.899666,1
27.418,GET /api/agents,,10030.132425,1
52.026,POST /api/pi_flash,,10030.292436,1
8.764,GET /api/agents,,10030.366798,1
108.045,GET /api/agents,,10030.599244,1
56.317,POST /api/pi_flash,,10030.859389,1
34.196,GET /api/agents,,10030.933619,1
25.023,GET /api/agents,,10031.167081,1
76.008,POST /api/pi_flash,,10031.426252,1
8.918,GET /api/agents,,10031.53381,1
22.99,GET /api/agents,,10031.766807,1
14.81,POST /api/pi_flash,,10031.993209,1
6.282,GET /api/agents,,10032.033081,1
17.931,GET /api/agents,,10032.26738,1
15.531,GET /api/agents,,10032.499991,1
10.134,POST /api/pi_flash,,10032.593565,1
23.358,GET /api/agents,,10032.700994,1
25.619,GET /api/agents,,10032.933546,1
8.328,POST /api/pi_flash,,10033.160521,1
12.153,POST /api/pi_flash,,10033.261396,1
13.978,GET /api/agents,,10033.27356,1
9.266,GET /api/agents,,10033.434748,1
11.744,GET /api/agents,,10033.667266,1
10.178,POST /api/pi_flash,,10033.760912,1
15.251,GET /api/agents,,10033.868409,1
12.88,GET /api/agents,,10034.100876,1
8.812,POST /api/pi_flash,,10034.327614,1
7.612,GET /api/agents,,10034.368531,1
8.871,GET /api/agents,,10034.601798,1
10.932,GET /api/agents,,10034.834382,1
21.233,POST /api/pi_flash,,10034.927876,1
8.423,GET /api/agents,,10035.03553,1
17.99,GET /api/agents,,10035.267947,1
9.517,POST /api/pi_flash,,10035.495041,1
13.548,POST /api/pi_flash,,10035.595631,1
6.272,GET /api/agents,,10035.60919,1
16.567,GET /api/agents,,10035.769042,1
13.926,GET /api/agents,,10036.001898,1
23.769,POST /api/pi_flash,,10036.09527,1
21.609,GET /api/agents,,10036.202753,1
9.035,GET /api/agents,,10036.402661,1
24.51,POST /api/pi_flash,,10036.695426,1
9.375,GET /api/agents,,10036.719946,1
12.395,GET /api/agents,,10036.836444,1
11.497,GET /api/agents,,10037.068915,1
36.076,POST /api/pi_flash,,10037.295743,1
12.944,GET /api/agents,,10037.370146,1
15.966,GET /api/agents,,10037.569795,1
10.459,POST /api/pi_flash,,10037.862846,1
8.819,GET /api/agents,,10037.873316,1
17.124,GET /api/agents,,10038.003508,1
23.068,GET /api/agents,,10038.235909,1
9.665,POST /api/pi_flash,,10038.463013,1
9.884,GET /api/agents,,10038.50377,1
14.515,GET /api/agents,,10038.736926,1
28.859,GET /api/agents,,10038.969719,1
8.643,POST /api/pi_flash,,10039.100851,1
16.682,GET /api/agents,,10039.171086,1
15.775,GET /api/agents,,10039.403239,1
17.588,POST /api/pi_flash,,10039.630087,1
24.487,GET /api/agents,,10039.671167,1
9.925,GET /api/agents,,10039.904523,1
