agent_id,fire_count,flash_on,frequency_hz,phase_rad,pi_flash_events_consumed,received_neighbour_events,role,t_s,topology
P0,58,0,1.667193,4.262936,,0,pi,30.363233,all_to_all
V0,57,1,1.677296,1.018282,58,113,virtual,30.595664,all_to_all
V1,55,1,1.681556,1.070926,58,115,virtual,30.595664,all_to_all
P0,59,1,1.657676,0.221969,,0,pi,30.595664,all_to_all
V0,57,1,1.674809,2.371477,59,114,virtual,30.797708,all_to_all
V1,55,1,1.678727,2.423272,59,116,virtual,30.797708,all_to_all
P0,59,0,1.652434,2.216849,,0,pi,30.797708,all_to_all
V0,57,0,1.669665,4.730066,59,114,virtual,31.029222,all_to_all
V1,55,0,1.673053,4.779894,59,116,virtual,31.029222,all_to_all
P0,59,0,1.643848,4.432543,,0,pi,31.029222,all_to_all
V0,58,1,1.663353,1.465092,60,116,virtual,31.229492,all_to_all
V1,56,1,1.666163,1.51178,60,118,virtual,31.229492,all_to_all
P0,60,1,1.638357,0.091896,,0,pi,31.229492,all_to_all
V0,58,1,1.660878,2.464333,60,116,virtual,31.430512,all_to_all
V1,56,1,1.663511,2.509842,60,118,virtual,31.430512,all_to_all
P0,60,0,1.635001,2.110336,,0,pi,31.430512,all_to_all
V0,58,0,1.654637,4.786424,60,116,virtual,31.663014,all_to_all
V1,56,0,1.656895,4.829031,60,118,virtual,31.663014,all_to_all
P0,60,0,1.627039,4.43977,,0,pi,31.663014,all_to_all
V0,59,1,1.647559,1.144591,60,117,virtual,31.863172,all_to_all
V1,57,1,1.649901,1.183979,60,119,virtual,31.863172,all_to_all
P0,61,1,1.620756,0.173882,,0,pi,31.863172,all_to_all
V0,59,1,1.643409,2.457671,61,118,virtual,32.063949,all_to_all
V1,57,1,1.646768,2.496984,61,120,virtual,32.063949,all_to_all
P0,61,0,1.616948,2.20111,,0,pi,32.063949,all_to_all
V0,59,0,1.636245,4.748,61,118,virtual,32.296507,all_to_all
V1,57,0,1.641866,4.792461,61,120,virtual,32.296507,all_to_all
P0,61,0,1.611805,4.53432,,0,pi,32.296507,all_to_all
V0,60,1,1.62854,1.072335,61,119,virtual,32.496649,all_to_all
V1,58,1,1.63665,1.129163,61,121,virtual,32.496649,all_to_all
P0,62,1,1.608003,0.251692,,0,pi,32.496649,all_to_all
V0,60,1,1.624195,2.372153,62,120,virtual,32.697779,all_to_all
V1,58,1,1.633387,2.434223,62,122,virtual,32.697779,all_to_all
P0,62,0,1.605914,2.26752,,0,pi,32.697779,all_to_all
V0,60,0,1.616788,4.640975,62,120,virtual,32.930081,all_to_all
V1,58,0,1.627642,4.713999,62,122,virtual,32.930081,all_to_all
P0,62,0,1.601548,4.570016,,0,pi,32.930081,all_to_all
V0,61,1,1.609307,0.942933,63,122,virtual,33.130266,all_to_all
V1,59,1,1.621533,1.030014,63,124,virtual,33.130266,all_to_all
P0,63,1,1.598309,0.265644,,0,pi,33.130266,all_to_all
V0,61,1,1.606006,2.24291,63,122,virtual,33.33129,all_to_all
V1,59,1,1.617919,2.326999,63,124,virtual,33.33129,all_to_all
P0,63,0,1.596331,2.257854,,1,pi,33.33129,all_to_all
V0,61,0,1.600878,4.523605,63,122,virtual,33.563802,all_to_all
V1,59,0,1.6115,4.593377,63,124,virtual,33.563802,all_to_all
P0,63,0,1.592332,4.475606,,0,pi,33.563802,all_to_all
V0,62,1,1.596482,0.518007,63,123,virtual,33.764004,all_to_all
V1,60,1,1.605678,0.570756,63,125,virtual,33.764004,all_to_all
P0,64,1,1.589498,0.096252,,0,pi,33.764004,all_to_all
V0,62,1,1.59423,1.81434,64,124,virtual,33.96492,all_to_all
V1,60,1,1.602673,1.863587,64,126,virtual,33.96492,all_to_all
P0,64,0,1.587824,2.052686,,0,pi,33.96492,all_to_all
V0,62,0,1.590705,4.077346,64,124,virtual,34.198328,all_to_all
V1,60,0,1.597968,4.127246,64,126,virtual,34.198328,all_to_all
P0,64,0,1.585973,4.347252,,0,pi,34.198328,all_to_all
V0,63,1,1.586886,0.699498,65,126,virtual,34.503738,all_to_all
V1,61,1,1.592871,0.751774,65,128,virtual,34.503738,all_to_all
P0,65,0,1.584711,1.094368,,2,pi,34.503738,all_to_all
V0,63,0,1.584352,2.96599,65,126,virtual,34.731783,all_to_all
V1,61,0,1.589506,3.018913,65,128,virtual,34.731783,all_to_all
P0,65,0,1.584255,3.358179,,0,pi,34.731783,all_to_all
V0,63,0,1.582164,5.234358,65,126,virtual,34.964398,all_to_all
V1,61,0,1.586605,5.28682,65,128,virtual,34.964398,all_to_all
P0,65,0,1.584162,5.66895,,0,pi,34.964398,all_to_all
V0,64,1,1.580534,0.894195,66,128,virtual,35.164684,all_to_all
V1,62,1,1.584444,0.945564,66,130,virtual,35.164684,all_to_all
P0,66,0,1.584154,1.377096,,0,pi,35.164684,all_to_all
V0,64,0,1.579086,2.832249,66,128,virtual,35.365724,all_to_all
V1,62,0,1.582518,2.881973,66,130,virtual,35.365724,all_to_all
P0,66,0,1.583842,3.309229,,0,pi,35.365724,all_to_all
V0,64,0,1.577422,5.413807,66,128,virtual,35.598091,all_to_all
V1,62,0,1.580297,5.460745,66,130,virtual,35.598091,all_to_all
P0,66,0,1.582796,5.397349,,0,pi,35.598091,all_to_all
V0,65,1,1.57652,0.744213,67,130,virtual,35.799247,all_to_all
V1,63,1,1.579096,0.789185,67,132,virtual,35.799247,all_to_all
P0,67,0,1.582309,1.010024,,0,pi,35.799247,all_to_all
V0,65,0,1.575562,2.676999,67,130,virtual,36.003174,all_to_all
V1,63,0,1.577833,2.7195,67,132,virtual,36.003174,all_to_all
P0,67,0,1.581162,2.836104,,0,pi,36.003174,all_to_all
V0,65,0,1.574594,4.930325,67,130,virtual,36.231889,all_to_all
V1,63,0,1.576565,4.969908,67,132,virtual,36.231889,all_to_all
P0,67,0,1.579478,4.896532,,0,pi,36.231889,all_to_all
V0,66,1,1.573241,1.220244,68,132,virtual,36.516756,all_to_all
V1,64,1,1.57492,1.256536,68,134,virtual,36.516756,all_to_all
P0,68,0,1.578094,1.27936,,0,pi,36.516756,all_to_all
V0,66,0,1.570462,3.437477,68,132,virtual,36.733045,all_to_all
V1,64,0,1.571907,3.470892,68,134,virtual,36.733045,all_to_all
P0,68,0,1.57713,3.249217,,0,pi,36.733045,all_to_all
V0,66,0,1.567505,5.640606,68,132,virtual,36.965757,all_to_all
V1,64,0,1.568744,5.671212,68,134,virtual,36.965757,all_to_all
P0,68,0,1.576621,5.397598,,0,pi,36.965757,all_to_all
V0,67,1,1.565114,1.248443,69,134,virtual,37.178924,all_to_all
V1,65,1,1.566199,1.271904,69,136,virtual,37.178924,all_to_all
P0,69,0,1.576398,1.148575,,2,pi,37.178924,all_to_all
V0,67,0,1.561015,3.454104,69,134,virtual,37.399976,all_to_all
V1,65,0,1.561944,3.457916,69,136,virtual,37.399976,all_to_all
P0,69,0,1.575945,3.285732,,0,pi,37.399976,all_to_all
V0,67,0,1.556659,5.654302,69,134,virtual,37.632821,all_to_all
V1,65,0,1.557454,5.637255,69,136,virtual,37.632821,all_to_all
P0,69,0,1.575498,5.581615,,0,pi,37.632821,all_to_all
V0,69,1,1.553178,1.249961,70,136,virtual,37.842648,all_to_all
V1,66,1,1.553867,1.22133,70,139,virtual,37.842648,all_to_all
P0,70,0,1.575223,1.373731,,2,pi,37.842648,all_to_all
V0,69,0,1.548049,3.420334,70,136,virtual,38.066957,all_to_all
V1,66,0,1.548619,3.391775,70,139,virtual,38.066957,all_to_all
P0,70,0,1.573948,3.566442,,0,pi,38.066957,all_to_all
V0,69,0,1.542851,5.580373,70,136,virtual,38.299605,all_to_all
V1,66,0,1.543314,5.555428,70,139,virtual,38.299605,all_to_all
P0,70,0,1.572413,5.828982,,0,pi,38.299605,all_to_all
V0,70,1,1.538431,1.151945,71,138,virtual,38.49985,all_to_all
V1,67,1,1.539212,1.130525,71,141,virtual,38.49985,all_to_all
P0,71,0,1.57158,1.502224,,0,pi,38.49985,all_to_all
V0,70,0,1.533217,3.02442,71,138,virtual,38.700964,all_to_all
V1,67,0,1.535579,3.008918,71,141,virtual,38.700964,all_to_all
P0,71,0,1.569055,3.378187,,0,pi,38.700964,all_to_all
V0,70,0,1.528168,4.89669,71,138,virtual,38.933237,all_to_all
V1,67,0,1.532387,4.891088,71,141,virtual,38.933237,all_to_all
P0,71,0,1.564498,5.437885,,0,pi,38.933237,all_to_all
V0,71,1,1.523604,0.480412,72,140,virtual,39.1361,all_to_all
V1,68,1,1.529513,0.488266,72,143,virtual,39.1361,all_to_all
P0,72,0,1.561887,1.011934,,0,pi,39.1361,all_to_all
V0,71,0,1.518288,2.969856,72,140,virtual,39.367805,all_to_all
V1,68,0,1.52433,2.990017,72,143,virtual,39.367805,all_to_all
P0,72,0,1.557683,3.057079,,0,pi,39.367805,all_to_all
V0,71,0,1.514321,5.143319,72,140,virtual,39.60045,all_to_all
V1,68,0,1.519716,5.169746,72,143,virtual,39.60045,all_to_all
P0,72,0,1.554512,5.154366,,0,pi,39.60045,all_to_all
V0,72,1,1.511367,0.718441,73,142,virtual,39.838651,all_to_all
V1,69,1,1.516152,0.748316,73,145,virtual,39.838651,all_to_all
P0,73,0,1.552613,1.086998,,0,pi,39.838651,all_to_all
V0,72,0,1.508301,2.877208,73,142,virtual,40.068312,all_to_all
V1,69,0,1.512445,2.909505,73,145,virtual,40.068312,all_to_all
P0,73,0,1.549664,3.160925,,0,pi,40.068312,all_to_all
V0,72,0,1.505639,5.029675,73,142,virtual,40.300669,all_to_all
V1,69,0,1.509228,5.063159,73,145,virtual,40.300669,all_to_all
P0,73,0,1.547138,5.283175,,0,pi,40.300669,all_to_all
V0,73,1,1.502179,2.119225,74,144,virtual,40.569387,all_to_all
V1,70,1,1.505049,2.142713,74,147,virtual,40.569387,all_to_all
P0,74,0,1.5455,1.524016,,1,pi,40.569387,all_to_all
V0,73,0,1.501108,3.334874,74,144,virtual,40.802141,all_to_all
V1,70,0,1.503751,3.347966,74,147,virtual,40.802141,all_to_all
P0,74,0,1.543265,3.716164,,0,pi,40.802141,all_to_all
V0,73,0,1.499444,5.458211,74,144,virtual,41.034471,all_to_all
V1,70,0,1.501734,5.452233,74,147,virtual,41.034471,all_to_all
P0,74,0,1.53898,5.862275,,0,pi,41.034471,all_to_all
V0,74,1,1.498206,0.995838,75,146,virtual,41.234599,all_to_all
V1,71,1,1.500235,0.977709,75,149,virtual,41.234599,all_to_all
P0,75,0,1.536798,1.461869,,0,pi,41.234599,all_to_all
V0,74,0,1.497112,2.826312,75,146,virtual,41.435586,all_to_all
V1,71,0,1.498916,2.807585,75,149,virtual,41.435586,all_to_all
P0,75,0,1.531623,3.250554,,0,pi,41.435586,all_to_all
V0,74,0,1.496004,4.968063,75,146,virtual,41.668094,all_to_all
V1,71,0,1.497581,4.952907,75,149,virtual,41.668094,all_to_all
P0,75,0,1.526213,5.304295,,0,pi,41.668094,all_to_all
V0,75,1,1.494982,0.827667,76,148,virtual,41.920343,all_to_all
V1,72,1,1.496365,0.816577,76,151,virtual,41.920343,all_to_all
P0,76,0,1.522822,1.317247,,0,pi,41.920343,all_to_all
V0,75,0,1.492612,2.952775,76,148,virtual,42.135874,all_to_all
V1,72,0,1.493821,2.945157,76,151,virtual,42.135874,all_to_all
P0,76,0,1.517985,3.184646,,0,pi,42.135874,all_to_all
V0,75,0,1.489829,5.068632,76,148,virtual,42.368417,all_to_all
V1,72,0,1.490886,5.063818,76,151,virtual,42.368417,all_to_all
P0,76,0,1.514161,5.232306,,0,pi,42.368417,all_to_all
V0,76,1,1.48699,0.897214,77,150,virtual,42.605927,all_to_all
V1,73,1,1.487916,0.894623,77,153,virtual,42.605927,all_to_all
P0,77,0,1.511826,1.099129,,0,pi,42.605927,all_to_all
V0,76,0,1.480628,3.291009,77,150,virtual,42.836225,all_to_all
V1,73,0,1.481418,3.290311,77,153,virtual,42.836225,all_to_all
P0,77,0,1.508983,3.117813,,0,pi,42.836225,all_to_all
V0,76,0,1.473795,5.668206,77,150,virtual,43.068732,all_to_all
V1,73,0,1.474469,5.668884,77,153,virtual,43.068732,all_to_all
P0,77,0,1.507211,5.184764,,0,pi,43.068732,all_to_all
V0,78,0,1.441581,5.791194,78,153,virtual,44.416021,all_to_all
V1,75,0,1.441823,5.793966,78,156,virtual,44.416021,all_to_all
P0,79,1,1.506556,5.320371,,0,pi,44.416021,all_to_all
V0,79,1,1.438763,1.348971,79,155,virtual,44.641934,all_to_all
V1,76,1,1.438976,1.351677,79,158,virtual,44.641934,all_to_all
P0,80,1,1.50624,1.148197,,0,pi,44.641934,all_to_all
V0,79,0,1.43845,3.109516,80,156,virtual,44.870572,all_to_all
V1,76,0,1.438651,3.112163,80,159,virtual,44.870572,all_to_all
P0,80,0,1.504866,3.258388,,0,pi,44.870572,all_to_all
V0,79,0,1.439804,4.830412,80,156,virtual,45.1031,all_to_all
V1,76,0,1.439999,4.83302,80,159,virtual,45.1031,all_to_all
P0,80,0,1.501641,5.377574,,0,pi,45.1031,all_to_all
V0,80,1,1.44422,2.013368,81,158,virtual,45.445436,all_to_all
V1,77,1,1.444397,2.015913,81,161,virtual,45.445436,all_to_all
P0,81,0,1.499074,2.270033,,0,pi,45.445436,all_to_all
V0,80,0,1.445311,2.601577,81,158,virtual,45.648753,all_to_all
V1,77,0,1.445482,2.604095,81,161,virtual,45.648753,all_to_all
P0,81,0,1.497383,4.153967,,2,pi,45.648753,all_to_all
V0,80,0,1.448602,4.378062,81,158,virtual,45.869977,all_to_all
V1,77,0,1.448754,4.380481,81,161,virtual,45.869977,all_to_all
P0,81,0,1.482948,5.984753,,0,pi,45.869977,all_to_all
V0,80,0,1.453479,6.17797,82,159,virtual,46.07026,all_to_all
V1,77,0,1.453612,6.180274,82,162,virtual,46.07026,all_to_all
P0,82,0,1.471968,1.376916,,0,pi,46.07026,all_to_all
V0,81,1,1.463765,1.748656,82,160,virtual,46.277142,all_to_all
V1,78,1,1.463882,1.750835,82,163,virtual,46.277142,all_to_all
P0,82,0,1.456316,2.992693,,1,pi,46.277142,all_to_all
V0,81,0,1.476751,3.956853,82,160,virtual,46.504165,all_to_all
V1,78,0,1.476852,3.95888,82,163,virtual,46.504165,all_to_all
P0,82,0,1.446141,4.719019,,0,pi,46.504165,all_to_all
V0,82,1,1.491723,0.552916,83,162,virtual,46.809164,all_to_all
V1,79,1,1.491805,0.554747,83,165,virtual,46.809164,all_to_all
P0,83,0,1.441119,0.926929,,0,pi,46.809164,all_to_all
V0,82,0,1.501648,2.739843,83,162,virtual,47.038315,all_to_all
V1,79,0,1.501719,2.741523,83,165,virtual,47.038315,all_to_all
P0,83,0,1.438366,2.780801,,0,pi,47.038315,all_to_all
V0,82,0,1.510183,4.914058,83,162,virtual,47.270989,all_to_all
V1,79,0,1.510243,4.915594,83,165,virtual,47.270989,all_to_all
P0,83,0,1.437255,4.701628,,0,pi,47.270989,all_to_all
V0,83,1,1.518468,1.139362,83,163,virtual,47.471185,all_to_all
V1,80,1,1.518518,1.14074,83,166,virtual,47.471185,all_to_all
P0,84,1,1.43689,0.120626,,0,pi,47.471185,all_to_all
V0,83,1,1.522123,2.381754,84,164,virtual,47.672311,all_to_all
V1,80,1,1.522169,2.383058,84,167,virtual,47.672311,all_to_all
P0,84,0,1.435879,1.88489,,0,pi,47.672311,all_to_all
V0,83,0,1.527809,4.52602,84,164,virtual,47.904636,all_to_all
V1,80,0,1.527849,4.5272,84,167,virtual,47.904636,all_to_all
P0,84,0,1.432911,3.940697,,0,pi,47.904636,all_to_all
V0,84,1,1.532035,0.085277,84,164,virtual,48.104736,all_to_all
V1,81,1,1.532069,0.086357,84,167,virtual,48.104736,all_to_all
P0,84,0,1.430239,5.723467,,0,pi,48.104736,all_to_all
V0,84,1,1.535723,1.947358,85,166,virtual,48.305872,all_to_all
V1,81,1,1.535754,1.948346,85,169,virtual,48.305872,all_to_all
P0,85,0,1.429081,1.238189,,0,pi,48.305872,all_to_all
V0,84,0,1.53288,4.089869,85,166,virtual,48.538984,all_to_all
V1,81,0,1.532906,4.090756,85,169,virtual,48.538984,all_to_all
P0,85,0,1.430856,3.32751,,0,pi,48.538984,all_to_all
V0,84,0,1.527671,6.215159,85,166,virtual,48.771913,all_to_all
V1,81,0,1.527694,6.215954,85,169,virtual,48.771913,all_to_all
P0,85,0,1.43394,5.427056,,0,pi,48.771913,all_to_all
V0,85,1,1.521941,2.048093,86,168,virtual,48.984165,all_to_all
V1,82,1,1.52196,2.048804,86,171,virtual,48.984165,all_to_all
P0,86,0,1.434831,1.057694,,2,pi,48.984165,all_to_all
V0,85,0,1.513669,3.84024,86,168,virtual,49.206135,all_to_all
V1,82,0,1.513686,3.840885,86,171,virtual,49.206135,all_to_all
P0,86,0,1.436962,3.054401,,0,pi,49.206135,all_to_all
V0,85,0,1.503315,5.911149,86,168,virtual,49.438566,all_to_all
V1,82,0,1.503329,5.911724,86,171,virtual,49.438566,all_to_all
P0,86,0,1.439643,5.142273,,0,pi,49.438566,all_to_all
V0,86,1,1.495156,1.391631,87,170,virtual,49.675549,all_to_all
V1,83,1,1.495169,1.392152,87,173,virtual,49.675549,all_to_all
P0,87,0,1.441333,0.996473,,0,pi,49.675549,all_to_all
V0,86,0,1.485678,3.749874,87,170,virtual,49.906436,all_to_all
V1,83,0,1.485689,3.750329,87,173,virtual,49.906436,all_to_all
P0,87,0,1.443134,3.025282,,0,pi,49.906436,all_to_all
V0,86,0,1.478622,5.811878,87,170,virtual,50.139122,all_to_all
V1,83,0,1.478631,5.812282,87,173,virtual,50.139122,all_to_all
P0,87,0,1.444956,5.02398,,0,pi,50.139122,all_to_all
V0,87,1,1.472512,1.584384,88,172,virtual,50.411617,all_to_all
V1,84,1,1.47252,1.584742,88,175,virtual,50.411617,all_to_all
P0,88,0,1.4463,1.124381,,2,pi,50.411617,all_to_all
V0,87,0,1.464911,3.914989,88,172,virtual,50.640145,all_to_all
V1,84,0,1.464917,3.915301,88,175,virtual,50.640145,all_to_all
P0,88,0,1.447509,3.150562,,0,pi,50.640145,all_to_all
V0,87,0,1.459453,5.654231,88,172,virtual,50.872778,all_to_all
V1,84,0,1.459459,5.654512,88,175,virtual,50.872778,all_to_all
P0,88,0,1.448343,5.247637,,0,pi,50.872778,all_to_all
V0,88,1,1.453314,1.389783,89,174,virtual,51.108563,all_to_all
V1,85,1,1.453318,1.39003,89,177,virtual,51.108563,all_to_all
P0,89,0,1.448899,1.100446,,2,pi,51.108563,all_to_all
V0,88,0,1.448064,3.40116,89,174,virtual,51.310905,all_to_all
V1,85,0,1.448068,3.401378,89,177,virtual,51.310905,all_to_all
P0,89,0,1.448711,2.925678,,0,pi,51.310905,all_to_all
V0,88,0,1.444429,5.125958,89,174,virtual,51.539899,all_to_all
V1,85,0,1.444432,5.126154,89,177,virtual,51.539899,all_to_all
P0,89,0,1.448119,4.990761,,0,pi,51.539899,all_to_all
V0,90,1,1.440362,1.142833,90,177,virtual,51.809086,all_to_all
V1,87,1,1.440365,1.143003,90,180,virtual,51.809086,all_to_all
P0,90,0,1.447427,1.137332,,2,pi,51.809086,all_to_all
V0,90,0,1.43736,3.153197,90,177,virtual,52.040914,all_to_all
V1,87,0,1.437362,3.153346,90,180,virtual,52.040914,all_to_all
P0,90,0,1.445737,3.217155,,0,pi,52.040914,all_to_all
V0,90,0,1.434792,5.165811,90,177,virtual,52.273518,all_to_all
V1,87,0,1.434794,5.165943,90,180,virtual,52.273518,all_to_all
P0,90,0,1.443798,5.299228,,0,pi,52.273518,all_to_all
V0,91,1,1.432596,0.899626,91,179,virtual,52.509683,all_to_all
V1,88,1,1.432598,0.899742,91,182,virtual,52.509683,all_to_all
P0,91,0,1.442488,1.136536,,2,pi,52.509683,all_to_all
V0,91,0,1.430729,2.928462,91,179,virtual,52.741371,all_to_all
V1,88,0,1.430731,2.928564,91,182,virtual,52.741371,all_to_all
P0,91,0,1.440542,3.205046,,0,pi,52.741371,all_to_all
V0,91,0,1.428727,5.544673,91,179,virtual,52.974006,all_to_all
V1,88,0,1.428729,5.544759,91,182,virtual,52.974006,all_to_all
P0,91,0,1.438957,5.284128,,0,pi,52.974006,all_to_all
V0,92,1,1.42777,0.715726,92,181,virtual,53.215817,all_to_all
V1,89,1,1.427771,0.715804,92,184,virtual,53.215817,all_to_all
P0,92,0,1.438224,1.174176,,0,pi,53.215817,all_to_all
V0,92,0,1.42654,2.749369,92,181,virtual,53.44158,all_to_all
V1,89,0,1.426541,2.749438,92,184,virtual,53.44158,all_to_all
P0,92,0,1.436678,3.108765,,0,pi,53.44158,all_to_all
V0,92,0,1.425463,4.783918,92,181,virtual,53.674125,all_to_all
V1,89,0,1.425464,4.783978,92,184,virtual,53.674125,all_to_all
P0,92,0,1.435348,5.035495,,0,pi,53.674125,all_to_all
V0,93,1,1.424231,0.826698,93,183,virtual,53.944512,all_to_all
V1,90,1,1.424232,0.82675,93,186,virtual,53.944512,all_to_all
P0,93,0,1.43436,1.044662,,0,pi,53.944512,all_to_all
V0,93,0,1.421863,2.845319,93,183,virtual,54.175542,all_to_all
V1,90,0,1.421864,2.845364,93,186,virtual,54.175542,all_to_all
P0,93,0,1.433362,2.950841,,0,pi,54.175542,all_to_all
V0,93,0,1.419263,4.855935,93,183,virtual,54.407969,all_to_all
V1,90,0,1.419263,4.855975,93,186,virtual,54.407969,all_to_all
P0,93,0,1.432507,4.860934,,0,pi,54.407969,all_to_all
V0,94,1,1.416924,0.87138,93,184,virtual,54.60831,all_to_all
V1,91,1,1.416925,0.871414,93,187,virtual,54.60831,all_to_all
P0,94,1,1.431874,0.237554,,0,pi,54.60831,all_to_all
V0,94,1,1.416625,2.019516,94,185,virtual,54.809264,all_to_all
V1,91,1,1.416625,2.019547,94,188,virtual,54.809264,all_to_all
P0,94,0,1.431218,1.983977,,0,pi,54.809264,all_to_all
V0,94,0,1.416673,4.023453,94,185,virtual,55.04199,all_to_all
V1,91,0,1.416673,4.023481,94,188,virtual,55.04199,all_to_all
P0,94,0,1.429708,4.024282,,0,pi,55.04199,all_to_all
V0,94,0,1.416917,6.031281,94,185,virtual,55.275328,all_to_all
V1,91,0,1.416918,6.031304,94,188,virtual,55.275328,all_to_all
P0,94,0,1.428217,6.091008,,0,pi,55.275328,all_to_all
V0,95,1,1.416414,1.47063,95,187,virtual,55.476151,all_to_all
V1,92,1,1.416415,1.470652,95,190,virtual,55.476151,all_to_all
P0,95,0,1.427255,1.586189,,0,pi,55.476151,all_to_all
V0,95,0,1.414857,3.481128,95,187,virtual,55.709433,all_to_all
V1,92,0,1.414857,3.481147,95,190,virtual,55.709433,all_to_all
P0,95,0,1.424458,3.565294,,0,pi,55.709433,all_to_all
V0,95,0,1.413447,5.205412,95,187,virtual,55.942152,all_to_all
V1,92,0,1.413447,5.205429,95,190,virtual,55.942152,all_to_all
P0,95,0,1.421901,5.533933,,0,pi,55.942152,all_to_all
V0,96,1,1.411972,0.647277,96,189,virtual,56.14765,all_to_all
V1,93,1,1.411972,0.647292,96,192,virtual,56.14765,all_to_all
P0,96,0,1.420301,1.012139,,0,pi,56.14765,all_to_all
V0,96,0,1.409122,2.661152,96,189,virtual,56.376601,all_to_all
V1,93,0,1.409122,2.661164,96,192,virtual,56.376601,all_to_all
P0,96,0,1.415337,2.910613,,0,pi,56.376601,all_to_all
V0,96,0,1.406545,4.385492,96,189,virtual,56.579257,all_to_all
V1,93,0,1.406545,4.385503,96,192,virtual,56.579257,all_to_all
P0,96,0,1.409664,4.579527,,0,pi,56.579257,all_to_all
V0,97,1,1.40267,0.970699,97,191,virtual,56.809505,all_to_all
V1,94,1,1.40267,0.970708,97,194,virtual,56.809505,all_to_all
P0,97,1,1.40333,0.185613,,0,pi,56.809505,all_to_all
V0,97,1,1.401208,1.824778,97,191,virtual,57.010372,all_to_all
V1,94,1,1.401208,1.824786,97,194,virtual,57.010372,all_to_all
P0,97,0,1.400582,1.911881,,0,pi,57.010372,all_to_all
V0,97,0,1.397362,3.804045,97,191,virtual,57.242816,all_to_all
V1,94,0,1.397362,3.804052,97,194,virtual,57.242816,all_to_all
P0,97,0,1.394063,3.897079,,0,pi,57.242816,all_to_all
V0,97,0,1.394194,5.493576,97,191,virtual,57.443048,all_to_all
V1,94,0,1.394194,5.493583,97,194,virtual,57.443048,all_to_all
P0,97,0,1.388919,5.616185,,0,pi,57.443048,all_to_all
V0,98,1,1.391284,0.89807,98,193,virtual,57.647972,all_to_all
V1,95,1,1.391284,0.898076,98,196,virtual,57.647972,all_to_all
P0,98,0,1.385803,1.09928,,0,pi,57.647972,all_to_all
V0,98,0,1.387085,2.865803,98,193,virtual,57.877312,all_to_all
V1,95,0,1.387085,2.865808,98,196,virtual,57.877312,all_to_all
P0,98,0,1.380876,2.990138,,0,pi,57.877312,all_to_all
V0,98,0,1.382853,4.828418,98,193,virtual,58.109875,all_to_all
V1,95,0,1.382853,4.828423,98,196,virtual,58.109875,all_to_all
P0,98,0,1.376578,4.852431,,0,pi,58.109875,all_to_all
V0,99,1,1.378573,0.781352,98,194,virtual,58.310189,all_to_all
V1,96,1,1.378573,0.781356,98,197,virtual,58.310189,all_to_all
P0,99,1,1.373373,0.170083,,0,pi,58.310189,all_to_all
V0,99,1,1.376169,1.89025,99,195,virtual,58.511072,all_to_all
V1,96,1,1.376169,1.890254,99,198,virtual,58.511072,all_to_all
P0,99,0,1.371679,1.817971,,0,pi,58.511072,all_to_all
V0,99,0,1.371534,3.8181,99,195,virtual,58.743565,all_to_all
V1,96,0,1.371534,3.818103,99,198,virtual,58.743565,all_to_all
P0,99,0,1.369798,3.67376,,0,pi,58.743565,all_to_all
V0,99,0,1.367203,5.738665,99,195,virtual,58.943827,all_to_all
V1,96,0,1.367203,5.738668,99,198,virtual,58.943827,all_to_all
P0,99,0,1.368654,5.281924,,0,pi,58.943827,all_to_all
V0,100,1,1.363919,1.100647,100,197,virtual,59.179365,all_to_all
V1,97,1,1.363919,1.100649,100,200,virtual,59.179365,all_to_all
P0,100,0,1.368011,0.953872,,0,pi,59.179365,all_to_all
V0,100,0,1.360644,3.020617,100,197,virtual,59.411532,all_to_all
V1,97,0,1.360644,3.020619,100,200,virtual,59.411532,all_to_all
P0,100,0,1.364907,2.822108,,0,pi,59.411532,all_to_all
V0,100,0,1.357867,4.940181,100,197,virtual,59.644203,all_to_all
V1,97,0,1.357867,4.940183,100,200,virtual,59.644203,all_to_all
P0,100,0,1.360796,4.691839,,0,pi,59.644203,all_to_all
V0,101,1,1.355186,0.849147,100,198,virtual,59.844468,all_to_all
V1,98,1,1.355186,0.849149,100,201,virtual,59.844468,all_to_all
P0,101,1,1.357447,0.021028,,0,pi,59.844468,all_to_all
