t,frame_id,roi_intensity,normalized_signal,detected_flash_state,leader_flash_event,detected_flash_time,detection_confidence,roi_x,roi_y,roi_w,roi_h,camera_processing_time_ms
3e-06,1,136.0,0.0,0,0,,0.0,,,,,844.74
0.84564,2,173.33,0.0,0,0,,0.0,,,,,88.35
0.934268,3,173.0,0.0,0,0,,0.0,,,,,72.24
1.006776,4,140.33,0.0,0,0,,0.0,,,,,84.19
1.091255,5,143.0,0.0,0,0,,0.0,,,,,87.57
1.179114,6,142.67,0.0,0,0,,0.0,,,,,73.53
1.252912,7,171.67,0.0,0,0,,0.0,,,,,66.57
1.319744,8,170.67,0.0,0,0,,0.0,,,,,64.26
1.384271,9,172.33,0.0,0,0,,0.0,,,,,73.72
1.458262,10,141.67,0.0535,0,0,,0.0,,,,,86.89
1.545446,11,134.67,0.0,0,0,,0.0,,,,,93.39
1.639112,12,142.67,0.1709,0,0,,0.0,,,,,82.59
1.721957,13,162.0,0.6982,1,1,1.721957,0.0,,,,,71.27
1.7935,14,174.67,1.0,1,0,,0.0,,,,,64.72
1.858487,15,174.33,1.0,1,0,,0.0,,,,,70.59
1.929339,16,175.33,1.0,1,0,,0.0,,,,,81.92
2.011504,17,136.67,0.007,0,0,,0.0,,,,,91.04
2.102804,18,144.0,0.1984,0,0,,0.0,,,,,89.8
2.192865,19,146.67,0.2677,0,0,,0.0,,,,,75.68
2.268886,20,175.67,1.0,1,1,2.268886,0.4127,,,,,67.74
2.33692,21,175.0,1.0,1,0,,0.4412,,,,,64.81
2.401975,22,175.67,1.0,1,0,,0.4658,,,,,76.39
2.478607,23,138.33,0.0347,0,0,,0.5078,,,,,89.02
2.567869,24,141.67,0.1183,0,0,,0.5226,,,,,90.3
2.658414,25,144.0,0.1761,0,0,,0.5302,,,,,77.76
2.736418,26,173.33,0.9513,1,1,2.736418,0.5529,,,,,68.75
2.805468,27,175.0,0.9965,1,0,,0.5695,,,,,63.32
2.869114,28,173.0,0.9437,1,0,,0.5853,,,,,71.15
2.940514,29,156.33,0.4946,1,0,,0.59,,,,,82.7
3.02345,30,135.33,0.0,0,0,,0.6002,,,,,91.26
3.114958,31,142.33,0.1477,0,0,,0.6089,,,,,83.29
3.198501,32,145.67,0.2315,0,0,,0.5793,,,,,71.75
3.270508,33,174.0,0.9737,1,1,3.270508,0.5931,,,,,65.02
3.3359,34,173.33,0.9559,1,0,,0.6016,,,,,64.12
3.400269,35,174.33,0.9822,1,0,,0.5783,,,,,74.87
3.475383,36,138.67,0.0312,0,0,,0.6032,,,,,88.48
