t,event_type,source,detected_leader_flash_time,follower_flash_time,timing_error_s,wrapped_timing_error_s
11.820999,follower_flash,follower_oscillator,11.751322,11.820999,-0.069677,
12.236649,leader_flash,camera,12.236649,,,
12.310948,follower_flash,follower_oscillator,12.236649,12.310948,-0.0743,
12.786327,leader_flash,camera,12.786327,,,
12.786327,follower_flash,follower_oscillator,12.786327,12.786327,0.0,
13.271624,leader_flash,camera,13.271624,,,
13.340253,follower_flash,follower_oscillator,13.271624,13.340253,-0.068629,
13.746691,leader_flash,camera,13.746691,,,
13.816618,follower_flash,follower_oscillator,13.746691,13.816618,-0.069927,
14.225009,leader_flash,camera,14.225009,,,
14.297258,follower_flash,follower_oscillator,14.225009,14.297258,-0.072249,
14.771988,leader_flash,camera,14.771988,,,
14.771988,follower_flash,follower_oscillator,14.771988,14.771988,0.0,
15.238341,leader_flash,camera,15.238341,,,
15.305713,follower_flash,follower_oscillator,15.238341,15.305713,-0.067372,
15.77255,leader_flash,camera,15.77255,,,
15.77255,follower_flash,follower_oscillator,15.77255,15.77255,0.0,
16.236254,leader_flash,camera,16.236254,,,
16.304095,follower_flash,follower_oscillator,16.236254,16.304095,-0.067841,
16.771013,leader_flash,camera,16.771013,,,
16.771013,follower_flash,follower_oscillator,16.771013,16.771013,0.0,
17.238197,leader_flash,camera,17.238197,,,
17.305891,follower_flash,follower_oscillator,17.238197,17.305891,-0.067694,
17.77178,leader_flash,camera,17.77178,,,
17.77178,follower_flash,follower_oscillator,17.77178,17.77178,0.0,
18.236269,leader_flash,camera,18.236269,,,
18.305123,follower_flash,follower_oscillator,18.236269,18.305123,-0.068853,
18.776287,leader_flash,camera,18.776287,,,
18.776287,follower_flash,follower_oscillator,18.776287,18.776287,0.0,
19.264552,leader_flash,camera,19.264552,,,
19.337026,follower_flash,follower_oscillator,19.264552,19.337026,-0.072474,
19.766701,leader_flash,camera,19.766701,,,
19.839025,follower_flash,follower_oscillator,19.766701,19.839025,-0.072324,
20.254744,leader_flash,camera,20.254744,,,
20.324046,follower_flash,follower_oscillator,20.254744,20.324046,-0.069301,
20.734097,leader_flash,camera,20.734097,,,
20.804386,follower_flash,follower_oscillator,20.734097,20.804386,-0.070289,
21.270977,leader_flash,camera,21.270977,,,
21.270977,follower_flash,follower_oscillator,21.270977,21.270977,0.0,
21.73311,leader_flash,camera,21.73311,,,
21.801689,follower_flash,follower_oscillator,21.73311,21.801689,-0.068579,
22.265703,leader_flash,camera,22.265703,,,
22.265703,follower_flash,follower_oscillator,22.265703,22.265703,0.0,
22.732393,leader_flash,camera,22.732393,,,
22.80203,follower_flash,follower_oscillator,22.732393,22.80203,-0.069637,
23.26947,leader_flash,camera,23.26947,,,
23.26947,follower_flash,follower_oscillator,23.26947,23.26947,0.0,
23.734379,leader_flash,camera,23.734379,,,
23.803117,follower_flash,follower_oscillator,23.734379,23.803117,-0.068738,
24.270946,leader_flash,camera,24.270946,,,
24.270946,follower_flash,follower_oscillator,24.270946,24.270946,0.0,
24.734201,leader_flash,camera,24.734201,,,
24.802403,follower_flash,follower_oscillator,24.734201,24.802403,-0.068201,
25.270614,leader_flash,camera,25.270614,,,
25.270614,follower_flash,follower_oscillator,25.270614,25.270614,0.0,
25.735383,leader_flash,camera,25.735383,,,
25.805224,follower_flash,follower_oscillator,25.735383,25.805224,-0.069842,
26.230415,leader_flash,camera,26.230415,,,
26.291648,follower_flash,follower_oscillator,26.230415,26.291648,-0.061233,
26.771225,leader_flash,camera,26.771225,,,
26.771225,follower_flash,follower_oscillator,26.771225,26.771225,0.0,
27.234425,leader_flash,camera,27.234425,,,
27.294303,follower_flash,follower_oscillator,27.234425,27.294303,-0.059878,
27.760574,leader_flash,camera,27.760574,,,
27.820053,follower_flash,follower_oscillator,27.760574,27.820053,-0.059479,
28.289187,leader_flash,camera,28.289187,,,
28.289187,follower_flash,follower_oscillator,28.289187,28.289187,0.0,
28.758357,leader_flash,camera,28.758357,,,
28.818137,follower_flash,follower_oscillator,28.758357,28.818137,-0.059779,
29.288245,leader_flash,camera,29.288245,,,
29.348002,follower_flash,follower_oscillator,29.288245,29.348002,-0.059758,
29.75704,leader_flash,camera,29.75704,,,
29.816867,follower_flash,follower_oscillator,29.75704,29.816867,-0.059828,
