t,follower_phase_rad,follower_frequency_hz,estimated_leader_phase_rad,phase_error_rad,coupling_term,follower_led_state,sync_state,loop_dt_ms,model_update_time_ms,cpu_percent,process_cpu_time_s,memory_rss_mb,cpu_temperature_c
3e-06,0.0,1.5,0.0,0.0,0.0,0,0,0.003,0.016,0.0,0.8136,183.39,42.5
0.84564,2.9e-05,1.5,0.0,-2.9e-05,-2.9e-05,0,0,845.637,0.015,0.0,0.8762,183.39,43.5
0.934268,0.942496,1.5,0.0,-0.942496,-0.809028,0,0,88.628,0.011,0.0,0.9392,183.39,42.5
1.006776,1.526836,1.5,0.0,-1.526836,-0.999034,0,0,72.507,0.011,0.0,1.0033,183.39,44.1
1.091255,1.956671,1.5,0.0,-1.956671,-0.926469,0,0,84.48,0.011,0.0,1.0683,183.39,42.5
1.179114,2.478936,1.5,0.0,-2.478936,-0.615213,0,0,87.859,0.011,0.0,1.1312,183.39,44.1
1.252912,3.117806,1.5,0.0,-3.117806,-0.023784,0,0,73.798,0.012,0.0,1.1939,183.39,43.0
1.319744,3.807188,1.5,0.0,2.475997,0.617528,0,0,66.832,0.01,0.0,1.2562,183.39,43.0
1.384271,4.581511,1.5,0.0,1.701674,0.991448,0,0,64.527,0.011,0.0,1.3197,183.39,44.1
1.458262,5.413578,1.5,0.0,0.869607,0.764076,1,0,73.991,0.013,0.0,1.3832,183.89,43.5
1.545446,0.025614,1.5,0.0,-0.025614,-0.025612,0,0,87.184,0.011,0.0,1.4495,183.89,43.5
1.639112,0.839487,1.5,0.0,-0.839487,-0.744301,0,0,93.666,0.011,0.0,1.5135,183.89,43.5
1.721957,1.478266,1.5,0.0,-1.478266,-0.995722,0,0,82.844,0.01,0.0,1.5769,183.89,44.1
1.7935,1.97034,1.5,0.899042,-1.071298,-0.877823,0,0,71.543,0.01,0.0,1.6406,183.89,43.0
1.858487,2.424813,1.5,1.715695,-0.709118,-0.651165,0,0,64.987,0.01,0.0,1.704,183.89,45.2
1.929339,2.889192,1.5,2.60604,-0.283151,-0.279383,0,0,70.851,0.009,0.0,1.7685,183.89,43.5
2.011504,3.487669,1.5,3.638557,0.150887,0.150315,0,0,82.165,0.01,0.0,1.8328,183.89,43.5
