t_s,phase_rad,frequency_hz,phase_error_rad,follower_flash,loop_dt_ms
3.4e-05,0.000382,1.8,0.0,0,0.034
0.995918,4.980376,1.8,0.0,1,995.884
1.067609,5.791183,1.8,0.0,0,71.691
1.152632,0.46959,1.8,0.0,1,85.023
1.220172,1.233451,1.8,0.0,0,67.54
1.285016,1.96682,1.8,0.0,0,64.844
1.359395,2.808028,1.8,0.0,0,74.379
1.44262,3.749281,1.8,0.0,0,83.225
1.525777,4.689758,1.8,0.0,0,83.156
1.600745,5.544005,1.8,1.593427,0,74.968
1.668485,0.03838,1.8,1.587053,1,67.739
1.732887,0.782217,1.8,1.575606,0,64.403
1.803376,1.598033,1.8,1.560146,0,70.489
1.884815,2.540142,1.8,1.541537,0,81.439
1.969469,3.520477,1.8,1.520484,0,84.654
2.030013,4.229553,1.8,1.49756,0,60.545
2.118568,5.259055,1.800525,2.126612,0,88.555
2.1811,5.997459,1.801467,2.149969,0,62.532
2.243495,0.453979,1.80274,2.169838,1,62.395
2.314596,1.294872,1.804271,2.193749,0,71.1
2.39628,2.258214,1.806004,2.22333,0,81.684
2.481887,3.268512,1.807891,2.253322,0,85.607
2.560444,4.201072,1.809894,2.275292,0,78.557
2.650054,5.26081,1.811881,2.136234,0,89.61
2.732672,6.242508,1.813846,2.144395,0,82.618
2.798763,0.754028,1.815788,2.141527,1,66.091
2.880069,1.723409,1.817702,2.146142,0,81.306
2.965914,2.745867,1.819586,2.152009,0,85.845
3.027041,3.486912,1.82144,2.143182,0,61.127
3.118007,4.57315,1.823361,2.858985,0,90.965
3.183195,5.36756,1.82533,2.85795,0,65.188
3.246603,6.144262,1.827328,2.852531,0,63.409
3.320187,0.756906,1.829341,2.851061,1,73.583
3.404467,1.77784,1.83136,2.853995,0,84.281
3.491474,2.832199,1.833374,2.85635,0,87.007
3.552692,3.591307,1.835376,2.840775,0,61.218
3.643153,4.688593,1.837307,2.738614,0,90.461
3.709088,5.50389,1.839172,2.717793,0,65.935
3.77903,0.083054,1.840979,2.698119,1,69.942
3.860263,1.0767,1.84273,2.683123,0,81.232
3.947328,2.138658,1.844431,2.670065,0,87.066
4.031226,3.164675,1.846084,2.654743,0,83.898
4.107048,4.074648,1.847747,-3.124144,0,75.822
4.175737,4.884025,1.849411,-3.118634,0,68.689
4.241359,5.643706,1.851069,-3.096845,0,65.622
4.316384,0.218604,1.852716,-3.056236,1,75.025
4.40099,1.179897,1.854347,-3.000027,0,84.606
4.487882,2.161666,1.85596,-2.934483,0,86.892
4.549005,2.83845,1.85755,-2.874979,0,61.123
4.639761,3.857677,1.859063,-2.804207,0,90.756
4.705191,4.578973,1.860507,-2.740126,0,65.429
4.773403,5.331295,1.861891,-2.672683,0,68.212
4.853887,6.226404,1.863221,-2.599442,0,80.485
4.940914,0.914779,1.864503,-2.523254,1,87.027
5.025217,1.854789,1.86574,-2.447873,0,84.303
5.102333,2.713601,1.867323,-1.783002,0,77.116
5.170531,3.470887,1.869175,-1.674986,0,68.198
5.235811,4.196967,1.871236,-1.57276,0,65.279
5.307458,5.001011,1.873455,-1.467954,0,71.648
5.390549,5.943002,1.875793,-1.356294,0,83.091
5.477444,0.650096,1.878215,-1.244796,1,86.895
5.539913,1.355583,1.880695,-1.157684,0,62.469
5.598596,2.018522,1.883454,-1.284225,0,58.683
5.666516,2.793196,1.886424,-1.172304,0,67.92
5.731425,3.534999,1.889551,-1.066616,0,64.909
5.802427,4.352107,1.892791,-0.956685,0,71.003
5.885334,5.314065,1.896109,-0.836311,0,82.907
5.972836,0.051253,1.899476,-0.714351,1,87.502
6.03321,0.751628,1.902868,-0.625977,0,60.374
6.123787,1.815563,1.905803,-0.720207,0,90.578
6.188923,2.577597,1.90836,-0.679795,0,65.136
6.253812,3.338745,1.910605,-0.641591,0,64.889
6.329806,4.235082,1.91259,-0.602009,0,75.993
6.416289,5.259371,1.91436,-0.561353,0,86.483
6.503969,0.016734,1.915952,-0.522272,1,87.68
6.565363,0.744734,1.917893,0.047702,0,61.394
6.654985,1.816469,1.920106,0.151749,0,89.622
6.721724,2.615944,1.922528,0.228308,0,66.739
6.792653,3.469408,1.925108,0.305511,0,70.929
6.875179,4.466517,1.927803,0.390708,0,82.525
6.962483,5.525036,1.93058,0.476938,0,87.304
7.027583,0.034501,1.933411,0.538253,1,65.1
7.087774,0.76799,1.935795,-0.023184,0,60.191
7.156832,1.609718,1.937813,-0.01352,0,69.058
7.221155,2.394289,1.93953,-0.00498,0,64.323
7.291173,3.248694,1.940998,0.004093,0,70.018
7.373668,4.255741,1.942262,0.014534,0,82.495
7.461373,5.326927,1.943357,0.02518,0,87.705
7.526568,6.123826,1.944314,0.032489,0,65.196
7.587345,0.584517,1.945335,0.18382,1,60.777
7.657345,1.442077,1.946404,0.210143,0,70.0
7.724455,2.265311,1.947507,0.234311,0,67.11
7.795997,3.143783,1.948633,0.259163,0,71.542
7.87956,4.170475,1.949773,0.287485,0,83.563
7.966846,5.243929,1.950919,0.316038,0,87.286
8.031315,6.038833,1.952066,0.335178,0,64.469
8.090376,0.484797,1.953154,0.260215,1,59.061
8.15975,1.341066,1.954192,0.273616,0,69.375
8.223557,2.129574,1.955184,0.285001,0,63.806
8.294623,3.007841,1.956136,0.297635,0,71.066
8.378367,4.042565,1.957053,0.312746,0,83.744
8.466086,5.126874,1.957937,0.328115,0,87.719
8.530609,5.926525,1.958792,0.337398,0,64.523
8.590143,0.382232,1.959618,0.369988,1,59.534
8.658882,1.235059,1.960419,0.378833,0,68.739
8.723686,2.040003,1.961195,0.386213,0,64.803
8.794684,2.921831,1.961949,0.394319,0,70.998
8.878219,3.95877,1.962682,0.404412,0,83.535
8.965994,5.048609,1.963396,0.414738,0,87.776
9.030551,5.8526,1.96409,0.419921,0,64.556
9.090763,0.32033,1.964787,0.443878,1,60.212
9.160261,1.186384,1.965482,0.451061,0,69.498
9.2249,1.992942,1.966172,0.456677,0,64.639
9.29573,2.876457,1.966857,0.46309,0,70.83
9.379814,3.924249,1.967535,0.4717,0,84.083
9.468102,5.024573,1.968203,0.480601,0,88.289
9.531924,5.82286,1.968863,0.484175,0,63.822
9.591501,0.285795,1.969503,0.470966,1,59.577
9.660728,1.151641,1.970127,0.473943,0,69.227
9.726074,1.969791,1.970735,0.475913,0,65.346
9.797065,2.858152,1.971328,0.478508,0,70.991
9.881581,3.914365,1.971905,0.48298,0,84.516
9.969419,5.012114,1.972469,0.487606,0,87.837
10.033649,5.817659,1.973019,0.488165,0,64.23
10.092971,0.279397,1.973557,0.474572,1,59.322
10.162186,1.147188,1.974081,0.47538,0,69.215
10.227773,1.970216,1.974594,0.475431,0,65.588
10.299154,2.865331,1.975095,0.476098,0,71.381
10.383717,3.924272,1.975584,0.478376,0,84.563
10.472623,5.037405,1.976063,0.480976,0,88.906
10.535395,5.826323,1.97653,0.479804,0,62.771
10.594279,0.283922,1.976982,0.464034,1,58.885
10.662938,1.146238,1.977419,0.462702,0,68.659
10.728468,1.969813,1.977843,0.460867,0,65.53
10.800779,2.877791,1.978254,0.459675,0,72.311
10.885065,3.934776,1.978653,0.459666,0,84.286
10.974019,5.049974,1.979042,0.459986,0,88.954
11.036861,5.840669,1.97942,0.457346,0,62.842
11.129105,0.713955,1.979789,0.452076,1,92.244
11.195299,1.546541,1.980149,0.449557,0,66.194
11.262631,2.393392,1.980499,0.447049,0,67.332
11.341102,3.378963,1.980842,0.445518,0,78.471
11.42842,4.474767,1.981176,0.444701,0,87.318
11.515713,5.570413,1.981502,0.443737,0,87.293
11.576113,0.049304,1.98182,0.718242,1,60.4
11.66406,1.155355,1.982132,0.715946,0,87.946
