t_s,event_type
0.995918,follower_flash
1.152632,follower_flash
1.600745,leader_flash
1.668485,follower_flash
2.118568,leader_flash
2.243495,follower_flash
2.650054,leader_flash
2.798763,follower_flash
3.118007,leader_flash
3.320187,follower_flash
3.643153,leader_flash
3.77903,follower_flash
4.107048,leader_flash
4.316384,follower_flash
4.639761,leader_flash
4.940914,follower_flash
5.102333,leader_flash
5.477444,follower_flash
5.598596,leader_flash
5.972836,follower_flash
6.123787,leader_flash
6.503969,follower_flash
6.565363,leader_flash
7.027583,follower_flash
7.087774,leader_flash
7.587345,leader_flash
7.587345,follower_flash
8.090376,leader_flash
8.090376,follower_flash
8.590143,leader_flash
8.590143,follower_flash
9.090763,leader_flash
9.090763,follower_flash
9.591501,leader_flash
9.591501,follower_flash
10.092971,leader_flash
10.092971,follower_flash
10.594279,leader_flash
10.594279,follower_flash
11.129105,leader_flash
11.129105,follower_flash
11.576113,leader_flash
11.576113,follower_flash
12.130689,leader_flash
12.130689,follower_flash
12.596645,leader_flash
12.596645,follower_flash
13.093855,leader_flash
13.093855,follower_flash
13.630466,leader_flash
13.630466,follower_flash
14.094231,leader_flash
14.094231,follower_flash
14.630321,leader_flash
14.630321,follower_flash
15.093869,leader_flash
15.093869,follower_flash
15.629726,leader_flash
15.629726,follower_flash
16.09404,leader_flash
16.09404,follower_flash
16.630347,leader_flash
16.630347,follower_flash
17.093447,leader_flash
17.093447,follower_flash
17.595047,leader_flash
17.595047,follower_flash
18.128366,leader_flash
18.128366,follower_flash
18.573988,follower_flash
18.662709,leader_flash
19.045176,follower_flash
19.105534,leader_flash
19.105534,follower_flash
19.575362,follower_flash
19.634036,leader_flash
20.082076,leader_flash
20.082076,follower_flash
20.604707,leader_flash
20.604707,follower_flash
21.102581,leader_flash
21.102581,follower_flash
21.602095,leader_flash
21.602095,follower_flash
22.102289,leader_flash
22.102289,follower_flash
22.630625,leader_flash
22.630625,follower_flash
23.16994,leader_flash
23.16994,follower_flash
23.628475,leader_flash
23.628475,follower_flash
24.163149,leader_flash
24.163149,follower_flash
24.627848,leader_flash
24.627848,follower_flash
25.162811,leader_flash
25.162811,follower_flash
25.62762,leader_flash
25.62762,follower_flash
26.161924,leader_flash
26.161924,follower_flash
26.626837,leader_flash
26.626837,follower_flash
27.162455,leader_flash
27.162455,follower_flash
27.628863,leader_flash
27.628863,follower_flash
28.165354,leader_flash
28.165354,follower_flash
28.63364,leader_flash
28.63364,follower_flash
29.168058,leader_flash
29.168058,follower_flash
29.63262,leader_flash
29.63262,follower_flash
