t_s,detected_state,leader_flash_event,brightness_used,signal_norm,camera_ms
3.4e-05,0,0,110.67,0.0,995.79
0.995918,0,0,89.67,0.0,71.6
1.067609,0,0,101.0,0.0,84.95
1.152632,0,0,107.67,0.0,67.46
1.220172,0,0,110.0,0.0,64.77
1.285016,0,0,113.0,0.0,74.31
1.359395,0,0,95.67,0.0,83.15
1.44262,0,0,98.0,0.0,83.08
1.525777,0,0,96.33,0.0,74.9
1.600745,1,1,110.0,0.943,67.6
1.668485,1,0,108.33,0.844,64.27
1.732887,1,0,112.0,1.0,70.37
1.803376,0,0,100.0,0.2635,81.32
1.884815,0,0,96.67,0.051,84.54
1.969469,0,0,97.67,0.1118,60.43
2.030013,0,0,97.0,0.0652,88.44
2.118568,1,1,107.33,0.7442,62.35
2.1811,1,0,109.0,0.8615,62.28
2.243495,1,0,112.0,1.0,70.98
2.314596,0,0,97.0,0.0468,81.58
2.39628,0,0,96.33,0.0,85.5
2.481887,0,0,97.67,0.0862,78.44
2.560444,0,0,95.33,0.0,89.48
2.650054,1,1,109.0,0.8347,82.46
2.732672,1,0,112.33,1.0,65.98
2.798763,1,0,102.67,0.4169,81.09
2.880069,0,0,96.67,0.0379,85.68
2.965914,0,0,98.33,0.1385,60.97
3.027041,0,0,97.67,0.0932,90.8
3.118007,1,1,108.67,0.7884,64.98
3.183195,1,0,109.67,0.8513,63.24
3.246603,1,0,115.0,1.0,73.42
3.320187,0,0,96.0,0.0,84.11
3.404467,0,0,97.33,0.0774,86.84
3.491474,0,0,98.33,0.1385,61.05
3.552692,0,0,99.0,0.179,90.28
3.643153,1,1,109.33,0.831,65.72
3.709088,1,0,113.0,1.0,69.77
3.77903,1,0,113.0,1.0,81.06
3.860263,0,0,96.67,0.0232,86.88
3.947328,0,0,99.0,0.1669,83.7
4.031226,0,0,97.0,0.042,75.64
4.107048,1,1,111.33,0.9414,68.47
4.175737,1,0,110.0,0.8597,65.44
4.241359,1,0,114.33,1.0,74.84
4.316384,0,0,96.67,0.0208,84.42
4.40099,0,0,97.67,0.0824,86.71
4.487882,0,0,98.33,0.1234,60.94
4.549005,0,0,97.67,0.0831,90.57
4.639761,1,1,110.0,0.8508,65.2
4.705191,1,0,113.33,1.0,68.02
4.773403,1,0,114.0,1.0,80.3
4.853887,0,0,97.0,0.0363,86.84
4.940914,0,0,99.0,0.155,84.11
5.025217,0,0,97.67,0.0747,76.93
5.102333,1,1,112.0,0.9395,67.96
5.170531,1,0,110.0,0.8182,65.08
5.235811,1,0,113.67,1.0,71.45
