coupling_term,follower_flash_event,freq_error_hz,frequency_error_hz,frequency_hz,loop_dt_ms,model,phase_error_rad,phase_rad,t_s,virtual_frequency_hz
0.983025,0,0.0,0.15320445033115915,2.20404,0.001,kuramoto,1.755314,4.527889,0.09693,2.357244450331159
0.983028,0,0.0,0.1532024503311593,2.204042,336.353,kuramoto,1.755297,5.912729,0.433284,2.357244450331159
0.362041,1,0.0,0.5979514503311592,1.759293,52.477,kuramoto,0.370456,0.209623,0.485761,2.357244450331159
-0.208091,0,0.0,1.0062794503311592,1.350965,137.263,kuramoto,-0.209623,1.05846,0.623024,2.357244450331159
-0.871602,0,0.0,1.4814834503311591,0.875761,47.42,kuramoto,-1.05846,1.319391,0.670444,2.357244450331159
-0.968564,0,0.0,1.5509274503311592,0.806317,37.43,kuramoto,-1.319391,1.509023,0.707874,2.357244450331159
-0.998093,0,0.0,1.5720754503311591,0.785169,32.48,kuramoto,-1.509023,1.669256,0.740354,2.357244450331159
-0.995157,0,0.0,1.569973450331159,0.787271,50.216,kuramoto,-1.669256,1.917656,0.79057,2.357244450331159
-0.940445,0,0.0,1.5307884503311593,0.826456,49.002,kuramoto,-1.917656,2.172111,0.839572,2.357244450331159
-0.824593,0,0.0,1.447815450331159,0.909429,50.05,kuramoto,-2.172111,2.458102,0.889622,2.357244450331159
-0.631504,0,0.0,1.309525450331159,1.047719,51.23,kuramoto,-2.458102,2.795347,0.940852,2.357244450331159
-0.829872,0,0.0,1.4515964503311591,0.905648,50.343,kuramoto,-2.162714,3.081819,0.991195,2.357244450331159
-0.968826,0,0.0,1.5511154503311593,0.806129,49.978,kuramoto,-1.821144,3.33496,1.041173,2.357244450331159
-0.992735,0,0.0,1.568238450331159,0.789006,49.664,kuramoto,-1.450186,3.581169,1.090837,2.357244450331159
-0.873898,0,0.0,1.837279938716355,0.874117,50.391,kuramoto,-1.063164,3.857928,1.141228,2.711396938716355
-0.551954,0,0.0,1.606704938716355,1.104692,60.098,kuramoto,-0.584706,4.275069,1.201326,2.711396938716355
-0.482924,0,0.0,1.557265938716355,1.154131,39.618,kuramoto,-0.503991,4.562364,1.240944,2.711396938716355
-0.163764,0,0.0,1.328683938716355,1.382713,49.878,kuramoto,-0.164505,4.995694,1.290822,2.711396938716355
0.960137,0,0.0,0.5237499387163549,2.187647,49.583,kuramoto,1.287492,5.677228,1.340405,2.711396938716355
0.98573,1,0.0,0.5054199387163552,2.205977,50.599,kuramoto,1.401654,0.095374,1.391004,2.711396938716355
0.519986,0,0.0,0.838984938716355,1.872412,120.469,kuramoto,2.594758,1.271845,1.511473,2.711396938716355
0.947161,0,0.0,0.5330429387163549,2.178354,30.463,kuramoto,1.897327,1.688787,1.541935,2.711396938716355
0.773227,0,0.0,0.6576139387163549,2.053783,49.429,kuramoto,2.257678,2.326629,1.591364,2.711396938716355
0.677078,0,0.0,0.7264759387163551,1.984921,49.472,kuramoto,2.397808,2.943625,1.640836,2.711396938716355
0.542502,0,0.0,0.822858938716355,1.888538,50.069,kuramoto,2.56818,3.537751,1.690905,2.711396938716355
0.369529,0,0.0,0.946740938716355,1.764656,50.175,kuramoto,2.763091,4.09408,1.741081,2.711396938716355
0.147635,0,0.0,1.105660938716355,1.605736,50.024,kuramoto,2.993416,4.598779,1.791105,2.711396938716355
-0.207457,0,0.0,1.359976938716355,1.35142,54.806,kuramoto,-2.932618,5.064148,1.845911,2.711396938716355
-0.642023,0,0.0,1.671211938716355,1.040185,60.636,kuramoto,-2.444459,5.460442,1.906546,2.711396938716355
-0.921883,0,0.0,1.871646938716355,0.83975,55.456,kuramoto,-1.968679,5.753045,1.962002,2.711396938716355
0.505654,1,0.0,0.8492489387163551,1.862148,50.14,kuramoto,0.53014,0.056508,2.012142,2.711396938716355
0.928084,0,0.0,0.5467059387163551,2.164691,106.2,kuramoto,1.189234,1.416624,2.118343,2.711396938716355
0.548425,0,0.0,0.2000343619033529,1.89278,64.054,kuramoto,0.580479,2.178398,2.182397,2.092814361903353
0.581948,0,0.0,0.17602536190335272,1.916789,68.406,kuramoto,0.621122,3.002254,2.250803,2.092814361903353
0.375743,0,0.0,0.3237083619033527,1.769106,50.122,kuramoto,0.385198,3.559387,2.300925,2.092814361903353
