t,frame_id,roi_intensity,normalized_signal,detected_flash_state,leader_flash_event,detected_flash_time,detection_confidence,roi_x,roi_y,roi_w,roi_h,camera_processing_time_ms
2e-06,1,142.0,0.0,0,0,,0.0,,,,,59.11
0.059368,2,141.33,0.0,0,0,,0.0,,,,,61.16
0.120794,3,143.0,0.0,0,0,,0.0,,,,,60.29
0.181344,4,173.33,0.0,0,0,,0.0,,,,,59.52
0.24112,5,173.67,0.0,0,0,,0.0,,,,,60.3
0.301676,6,172.0,0.0,0,0,,0.0,,,,,60.04
0.361981,7,173.67,0.0,0,0,,0.0,,,,,65.87
0.428115,8,139.0,0.0,0,0,,0.0,,,,,70.86
0.499231,9,140.67,0.0,0,0,,0.0,,,,,67.45
0.566959,10,140.0,0.003,0,0,,0.0,,,,,61.8
0.629009,11,144.33,0.1286,0,0,,0.0,,,,,59.78
0.689063,12,173.33,0.9909,1,1,0.689063,0.0,,,,,59.81
0.74913,13,172.33,0.962,1,0,,0.0,,,,,59.55
0.808929,14,171.67,0.9431,1,0,,0.0,,,,,59.61
0.868796,15,161.67,0.6434,1,0,,0.0,,,,,66.18
0.935236,16,138.0,0.0,0,0,,0.0,,,,,70.11
1.005606,17,139.67,0.0079,0,0,,0.0,,,,,66.66
1.07252,18,139.67,0.0059,0,0,,0.0,,,,,59.82
1.132589,19,146.67,0.2107,0,0,,0.0,,,,,60.41
1.193257,20,173.33,0.999,1,1,1.193257,0.5759,,,,,59.2
1.252798,21,170.67,0.921,1,0,,0.6032,,,,,60.27
1.313278,22,171.33,0.9406,1,0,,0.6222,,,,,61.99
1.375525,23,151.33,0.3464,0,0,,0.6144,,,,,66.9
1.44268,24,136.33,0.0,0,0,,0.6353,,,,,70.34
1.513259,25,137.67,0.0,0,0,,0.6473,,,,,64.14
1.577646,26,139.0,0.0144,0,0,,0.6577,,,,,60.05
1.637935,27,151.0,0.357,0,0,,0.6599,,,,,59.51
1.697691,28,173.33,1.0,1,1,1.697691,0.6809,,,,,59.7
1.75775,29,171.33,0.9421,1,0,,0.6928,,,,,60.22
