t,event_type,source,detected_leader_flash_time,follower_flash_time,timing_error_s,wrapped_timing_error_s
16.20195,follower_flash,follower_oscillator,16.20195,16.20195,0.0,
16.705842,leader_flash,camera,16.705842,,,
16.705842,follower_flash,follower_oscillator,16.705842,16.705842,0.0,
17.148678,leader_flash,camera,17.148678,,,
17.208349,follower_flash,follower_oscillator,17.148678,17.208349,-0.059671,
17.65225,leader_flash,camera,17.65225,,,
17.65225,follower_flash,follower_oscillator,17.65225,17.65225,0.0,
18.153678,leader_flash,camera,18.153678,,,
18.153678,follower_flash,follower_oscillator,18.153678,18.153678,0.0,
18.657509,leader_flash,camera,18.657509,,,
18.657509,follower_flash,follower_oscillator,18.657509,18.657509,0.0,
19.160025,leader_flash,camera,19.160025,,,
19.160025,follower_flash,follower_oscillator,19.160025,19.160025,0.0,
19.662858,leader_flash,camera,19.662858,,,
19.662858,follower_flash,follower_oscillator,19.662858,19.662858,0.0,
20.165434,leader_flash,camera,20.165434,,,
20.165434,follower_flash,follower_oscillator,20.165434,20.165434,0.0,
20.666267,leader_flash,camera,20.666267,,,
20.666267,follower_flash,follower_oscillator,20.666267,20.666267,0.0,
21.171522,leader_flash,camera,21.171522,,,
21.171522,follower_flash,follower_oscillator,21.171522,21.171522,0.0,
21.675437,leader_flash,camera,21.675437,,,
21.675437,follower_flash,follower_oscillator,21.675437,21.675437,0.0,
22.176951,leader_flash,camera,22.176951,,,
22.176951,follower_flash,follower_oscillator,22.176951,22.176951,0.0,
22.679287,leader_flash,camera,22.679287,,,
22.679287,follower_flash,follower_oscillator,22.679287,22.679287,0.0,
23.181001,leader_flash,camera,23.181001,,,
23.181001,follower_flash,follower_oscillator,23.181001,23.181001,0.0,
23.683932,leader_flash,camera,23.683932,,,
23.683932,follower_flash,follower_oscillator,23.683932,23.683932,0.0,
24.186207,leader_flash,camera,24.186207,,,
24.186207,follower_flash,follower_oscillator,24.186207,24.186207,0.0,
24.688063,leader_flash,camera,24.688063,,,
24.688063,follower_flash,follower_oscillator,24.688063,24.688063,0.0,
25.187928,leader_flash,camera,25.187928,,,
25.187928,follower_flash,follower_oscillator,25.187928,25.187928,0.0,
25.689711,leader_flash,camera,25.689711,,,
25.689711,follower_flash,follower_oscillator,25.689711,25.689711,0.0,
26.191734,leader_flash,camera,26.191734,,,
26.191734,follower_flash,follower_oscillator,26.191734,26.191734,0.0,
26.6942,leader_flash,camera,26.6942,,,
26.6942,follower_flash,follower_oscillator,26.6942,26.6942,0.0,
27.194887,leader_flash,camera,27.194887,,,
27.194887,follower_flash,follower_oscillator,27.194887,27.194887,0.0,
27.695962,leader_flash,camera,27.695962,,,
27.695962,follower_flash,follower_oscillator,27.695962,27.695962,0.0,
28.196473,leader_flash,camera,28.196473,,,
28.196473,follower_flash,follower_oscillator,28.196473,28.196473,0.0,
28.69676,leader_flash,camera,28.69676,,,
28.69676,follower_flash,follower_oscillator,28.69676,28.69676,0.0,
29.196953,leader_flash,camera,29.196953,,,
29.196953,follower_flash,follower_oscillator,29.196953,29.196953,0.0,
29.700969,leader_flash,camera,29.700969,,,
29.700969,follower_flash,follower_oscillator,29.700969,29.700969,0.0,
