t_s,phase_rad,frequency_hz,phase_error_rad,follower_flash,loop_dt_ms
1.5e-05,0.000146,1.5,0.0,0,0.015
0.998966,3.131849,1.5,0.0,1,998.951
1.07527,3.850997,1.5,0.0,0,76.304
1.155233,4.604634,1.5,0.0,0,79.963
1.255568,5.550262,1.5,0.0,0,100.334
1.329325,6.245407,1.5,0.0,0,73.757
1.395555,0.586423,1.5,0.0,1,66.23
1.472542,1.312007,1.5,0.0,0,76.987
1.548711,2.029886,1.5,0.0,0,76.169
1.635505,2.8479,1.5,0.0,0,86.794
1.731179,3.749608,1.5,0.0,0,95.674
1.826865,4.651423,1.5,0.0,0,95.686
1.891289,5.265134,1.5,1.631762,0,64.424
1.949257,5.823192,1.5,1.625235,0,57.968
2.021425,0.23601,1.5,1.613513,1,72.168
2.101282,1.007695,1.5,1.597681,0,79.856
2.191993,1.884188,1.5,1.578624,0,90.711
2.288549,2.817687,1.5,1.557065,0,96.556
2.356531,3.483315,1.5,1.533589,0,67.982
2.418729,4.101268,1.501584,2.954608,0,62.198
2.497449,4.881842,1.504428,3.117916,0,78.72
2.588523,5.761107,1.50827,-2.9791,0,91.074
2.660724,0.165572,1.512894,-2.821609,1,72.201
2.75724,1.075396,1.518126,-2.592732,0,96.516
2.827931,1.733913,1.523822,-2.417281,0,70.691
2.892925,2.337411,1.530271,-1.54079,0,64.994
2.96723,3.031612,1.537296,-1.304224,0,74.306
3.041023,3.723902,1.544753,-1.070959,0,73.793
3.124398,4.513503,1.552527,-0.813703,0,83.375
3.218551,5.414109,1.560524,-0.531281,0,94.153
3.311601,0.027985,1.568665,-0.258414,1,93.05
3.375388,0.644154,1.576891,-0.071548,0,63.787
3.43236,1.196488,1.584748,-0.529942,0,56.972
3.503833,1.896935,1.592278,-0.378046,0,71.473
3.58223,2.671409,1.599517,-0.217237,0,78.397
3.671434,3.559869,1.606494,-0.041241,0,89.204
3.766898,4.5176,1.613233,0.140425,0,95.464
3.83309,5.184897,1.619755,0.263881,0,66.192
3.89527,5.81978,1.626481,1.245568,0,62.18
3.967659,0.28368,1.633342,1.411906,1,72.39
4.039571,1.0338,1.640285,1.568798,0,71.912
4.123196,1.912327,1.647265,1.743971,0,83.625
4.216549,2.899597,1.654247,1.932283,0,93.352
4.308949,3.885289,1.661203,2.110055,0,92.4
4.373186,4.584887,1.668109,2.220188,0,64.237
4.43048,5.215796,1.674546,1.780318,0,57.294
4.501026,5.98977,1.680581,1.848044,0,70.546
4.577459,0.546732,1.68627,1.919751,1,76.433
4.666153,1.52091,1.69166,2.003544,0,88.693
