t_s,event_type
0.99492,follower_flash
1.140898,follower_flash
1.747737,follower_flash
1.891781,leader_flash
2.259661,follower_flash
2.333959,leader_flash
2.852107,leader_flash
2.852107,follower_flash
3.369591,leader_flash
3.369591,follower_flash
3.885907,leader_flash
3.885907,follower_flash
4.334161,leader_flash
4.401784,follower_flash
4.850913,leader_flash
4.91626,follower_flash
5.42435,leader_flash
5.42435,follower_flash
5.869809,leader_flash
5.93387,follower_flash
6.385457,leader_flash
6.447115,follower_flash
6.833628,leader_flash
6.963241,follower_flash
7.349569,leader_flash
7.862196,leader_flash
7.923522,follower_flash
8.368611,leader_flash
8.43374,follower_flash
8.884669,leader_flash
8.945874,follower_flash
9.393451,leader_flash
9.453739,follower_flash
9.83422,leader_flash
9.964275,follower_flash
10.350604,leader_flash
10.41651,follower_flash
10.923899,leader_flash
10.923899,follower_flash
11.36876,leader_flash
11.432825,follower_flash
11.884312,leader_flash
11.945968,follower_flash
12.393627,leader_flash
12.454534,follower_flash
12.835173,leader_flash
12.902958,follower_flash
13.445473,follower_flash
13.91097,follower_flash
14.459735,follower_flash
14.932989,follower_flash
15.408407,follower_flash
15.966169,follower_flash
16.446261,follower_flash
16.927126,follower_flash
17.487123,follower_flash
17.967505,follower_flash
18.448005,follower_flash
19.007756,follower_flash
19.488853,follower_flash
19.969015,follower_flash
20.529276,follower_flash
21.00952,follower_flash
21.489806,follower_flash
22.050277,follower_flash
22.531429,follower_flash
23.091578,follower_flash
23.572272,follower_flash
24.051658,follower_flash
24.611616,follower_flash
25.093023,follower_flash
25.652702,follower_flash
26.13327,follower_flash
26.614013,follower_flash
27.174359,follower_flash
27.668721,follower_flash
28.215206,follower_flash
28.69567,follower_flash
29.175983,follower_flash
29.7358,follower_flash
