t_s,agent_id,event_type,model
0.0,0,agent_flash,kuramoto
0.04,1,agent_flash,kuramoto
0.09,2,agent_flash,kuramoto
0.52,2,agent_flash,kuramoto
0.58,1,agent_flash,kuramoto
0.67,0,agent_flash,kuramoto
1.06,2,agent_flash,kuramoto
1.22,1,agent_flash,kuramoto
1.33,0,agent_flash,kuramoto
1.62,2,agent_flash,kuramoto
1.88,1,agent_flash,kuramoto
2.0,0,agent_flash,kuramoto
2.06,2,agent_flash,kuramoto
2.47,2,agent_flash,kuramoto
2.54,1,agent_flash,kuramoto
2.67,0,agent_flash,kuramoto
3.02,2,agent_flash,kuramoto
3.21,1,agent_flash,kuramoto
3.33,0,agent_flash,kuramoto
3.56,2,agent_flash,kuramoto
3.87,1,agent_flash,kuramoto
3.95,2,agent_flash,kuramoto
4.0,0,agent_flash,kuramoto
4.41,2,agent_flash,kuramoto
4.54,1,agent_flash,kuramoto
4.67,0,agent_flash,kuramoto
4.98,2,agent_flash,kuramoto
5.21,1,agent_flash,kuramoto
5.33,0,agent_flash,kuramoto
5.47,2,agent_flash,kuramoto
5.84,2,agent_flash,kuramoto
5.87,1,agent_flash,kuramoto
6.0,0,agent_flash,kuramoto
6.37,2,agent_flash,kuramoto
6.54,1,agent_flash,kuramoto
6.67,0,agent_flash,kuramoto
6.93,2,agent_flash,kuramoto
7.21,1,agent_flash,kuramoto
7.33,0,agent_flash,kuramoto
7.35,2,agent_flash,kuramoto
7.78,2,agent_flash,kuramoto
7.87,1,agent_flash,kuramoto
8.0,0,agent_flash,kuramoto
8.34,2,agent_flash,kuramoto
8.54,1,agent_flash,kuramoto
8.67,0,agent_flash,kuramoto
8.86,2,agent_flash,kuramoto
9.21,1,agent_flash,kuramoto
9.23,2,agent_flash,kuramoto
9.33,0,agent_flash,kuramoto
9.73,2,agent_flash,kuramoto
9.87,1,agent_flash,kuramoto
10.0,0,agent_flash,kuramoto
10.3,2,agent_flash,kuramoto
10.54,1,agent_flash,kuramoto
10.67,0,agent_flash,kuramoto
10.75,2,agent_flash,kuramoto
11.15,2,agent_flash,kuramoto
11.21,1,agent_flash,kuramoto
11.33,0,agent_flash,kuramoto
11.69,2,agent_flash,kuramoto
11.87,1,agent_flash,kuramoto
12.0,0,agent_flash,kuramoto
12.24,2,agent_flash,kuramoto
12.54,1,agent_flash,kuramoto
12.63,2,agent_flash,kuramoto
12.67,0,agent_flash,kuramoto
13.09,2,agent_flash,kuramoto
13.21,1,agent_flash,kuramoto
13.33,0,agent_flash,kuramoto
13.66,2,agent_flash,kuramoto
13.87,1,agent_flash,kuramoto
14.0,0,agent_flash,kuramoto
14.15,2,agent_flash,kuramoto
14.52,2,agent_flash,kuramoto
14.54,1,agent_flash,kuramoto
14.67,0,agent_flash,kuramoto
15.05,2,agent_flash,kuramoto
15.21,1,agent_flash,kuramoto
15.33,0,agent_flash,kuramoto
15.61,2,agent_flash,kuramoto
15.87,1,agent_flash,kuramoto
16.0,0,agent_flash,kuramoto
16.03,2,agent_flash,kuramoto
16.45,2,agent_flash,kuramoto
16.54,1,agent_flash,kuramoto
16.67,0,agent_flash,kuramoto
17.01,2,agent_flash,kuramoto
17.21,1,agent_flash,kuramoto
17.33,0,agent_flash,kuramoto
17.54,2,agent_flash,kuramoto
17.87,1,agent_flash,kuramoto
17.92,2,agent_flash,kuramoto
18.0,0,agent_flash,kuramoto
18.4,2,agent_flash,kuramoto
18.54,1,agent_flash,kuramoto
18.67,0,agent_flash,kuramoto
18.97,2,agent_flash,kuramoto
19.21,1,agent_flash,kuramoto
19.33,0,agent_flash,kuramoto
19.44,2,agent_flash,kuramoto
19.82,2,agent_flash,kuramoto
19.87,1,agent_flash,kuramoto
20.0,0,agent_flash,kuramoto
20.37,2,agent_flash,kuramoto
20.54,1,agent_flash,kuramoto
20.67,0,agent_flash,kuramoto
20.92,2,agent_flash,kuramoto
21.21,1,agent_flash,kuramoto
21.32,2,agent_flash,kuramoto
21.33,0,agent_flash,kuramoto
21.76,2,agent_flash,kuramoto
21.87,1,agent_flash,kuramoto
22.0,0,agent_flash,kuramoto
22.33,2,agent_flash,kuramoto
