agent_id,event_type,normalized_signal,raw_brightness,roi_id,t_s
V1,pi_detected_virtual_flash,0.9762,49.0,1,0.733986
V0,pi_detected_virtual_flash,1.0,57.0,0,0.867171
V1,pi_detected_virtual_flash,1.0,50.0,1,1.233667
V1,pi_detected_virtual_flash,0.9762,49.0,1,1.733408
V0,pi_detected_virtual_flash,0.9744,57.0,0,1.866669
V1,pi_detected_virtual_flash,1.0,50.0,1,2.233158
V1,pi_detected_virtual_flash,0.9762,49.0,1,2.732963
V0,pi_detected_virtual_flash,0.9845,57.0,0,2.866163
V1,pi_detected_virtual_flash,1.0,50.0,1,3.232662
V1,pi_detected_virtual_flash,0.9535,49.0,1,3.732395
V0,pi_detected_virtual_flash,1.0,58.0,0,3.865647
V1,pi_detected_virtual_flash,0.9535,49.0,1,4.232161
V1,pi_detected_virtual_flash,0.9535,49.0,1,4.731934
V0,pi_detected_virtual_flash,0.9744,57.0,0,4.865155
V1,pi_detected_virtual_flash,0.9535,49.0,1,5.231637
V1,pi_detected_virtual_flash,0.9302,48.0,1,5.731371
V0,pi_detected_virtual_flash,0.9744,57.0,0,5.864643
V1,pi_detected_virtual_flash,0.9535,49.0,1,6.231148
V1,pi_detected_virtual_flash,0.9535,49.0,1,6.731079
V0,pi_detected_virtual_flash,1.0,57.0,0,6.864134
V1,pi_detected_virtual_flash,0.9535,49.0,1,7.230624
V1,pi_detected_virtual_flash,0.9302,48.0,1,7.730353
V0,pi_detected_virtual_flash,0.9737,56.0,0,7.86364
V1,pi_detected_virtual_flash,0.9302,48.0,1,8.230114
V1,pi_detected_virtual_flash,0.9302,48.0,1,8.729903
V0,pi_detected_virtual_flash,1.0,57.0,0,8.863106
V1,pi_detected_virtual_flash,0.9302,48.0,1,9.229596
V1,pi_detected_virtual_flash,0.907,47.0,1,9.729343
V0,pi_detected_virtual_flash,0.9737,56.0,0,9.862598
V1,pi_detected_virtual_flash,0.9302,48.0,1,10.229135
V1,pi_detected_virtual_flash,0.907,47.0,1,10.72889
V0,pi_detected_virtual_flash,0.9474,55.0,0,10.862113
V1,pi_detected_virtual_flash,0.907,47.0,1,11.228593
V1,pi_detected_virtual_flash,0.8837,46.0,1,11.728319
V0,pi_detected_virtual_flash,0.9474,55.0,0,11.861794
V1,pi_detected_virtual_flash,0.907,47.0,1,12.228085
V1,pi_detected_virtual_flash,0.8837,46.0,1,12.727857
V0,pi_detected_virtual_flash,0.9474,55.0,0,12.861093
V1,pi_detected_virtual_flash,0.907,47.0,1,13.22756
V1,pi_detected_virtual_flash,0.8605,45.0,1,13.727321
V0,pi_detected_virtual_flash,0.9211,54.0,0,13.86059
V1,pi_detected_virtual_flash,0.8409,45.0,1,14.227066
V1,pi_detected_virtual_flash,0.8409,45.0,1,14.726871
V0,pi_detected_virtual_flash,0.8947,53.0,0,14.860065
V1,pi_detected_virtual_flash,0.8182,44.0,1,15.226566
V1,pi_detected_virtual_flash,0.7955,43.0,1,15.726298
V0,pi_detected_virtual_flash,0.8958,53.0,0,15.859563
V1,pi_detected_virtual_flash,0.7955,43.0,1,16.226053
V1,pi_detected_virtual_flash,0.7727,42.0,1,16.72586
V0,pi_detected_virtual_flash,0.8684,52.0,0,16.859047
V1,pi_detected_virtual_flash,0.7955,43.0,1,17.225561
V1,pi_detected_virtual_flash,0.7727,42.0,1,17.725316
V0,pi_detected_virtual_flash,0.8684,52.0,0,17.858546
V1,pi_detected_virtual_flash,0.7727,42.0,1,18.225055
V1,pi_detected_virtual_flash,0.7273,40.0,1,18.724848
V0,pi_detected_virtual_flash,0.8684,52.0,0,18.858048
V1,pi_detected_virtual_flash,0.7273,40.0,1,19.224538
