t_s,detected_state,leader_flash_event,brightness_used,signal_norm,camera_ms
7e-06,0,0,103.67,0.0,995.95
0.996048,0,0,118.67,0.0,80.93
1.077078,0,0,114.0,0.0,82.09
1.159238,0,0,102.0,0.0,100.14
1.25945,0,0,103.67,0.0,75.23
1.334754,0,0,103.0,0.0,67.41
1.402242,0,0,124.0,0.0,78.98
1.481295,0,0,123.67,0.0,78.39
1.55976,0,0,124.67,0.0,89.15
1.64898,0,0,101.33,0.0,100.65
1.749704,0,0,103.67,0.0759,75.44
1.825214,0,0,102.67,0.0275,68.47
1.893757,1,1,124.33,1.0,78.75
1.972642,1,0,123.67,0.9745,78.97
2.051735,1,0,124.67,1.0,90.05
2.1419,0,0,101.33,0.0,100.14
2.242162,0,0,104.67,0.1292,98.22
2.340495,0,0,102.33,0.0235,66.2
2.406803,1,1,123.67,0.9677,59.02
2.46601,1,0,124.0,0.9838,79.59
2.545704,1,0,124.33,1.0,90.49
2.636293,0,0,101.0,0.0,99.85
2.736241,0,0,104.33,0.1253,98.23
2.834614,0,0,103.0,0.0644,67.58
2.902291,1,1,123.33,0.956,58.99
2.961426,1,0,124.33,1.0,80.9
3.042433,1,0,123.0,0.9411,95.59
3.138125,0,0,100.67,0.0,100.7
3.238928,0,0,104.0,0.1161,98.25
3.337286,0,0,103.33,0.087,66.87
3.404349,1,1,123.0,0.9422,59.01
3.463568,1,0,123.0,0.942,78.61
3.54234,1,0,124.0,0.9856,90.01
3.632502,0,0,101.0,0.0,99.8
3.732466,0,0,104.0,0.1161,98.85
3.83148,0,0,102.33,0.0435,66.65
3.898296,1,1,123.0,0.9422,59.39
3.957895,1,0,122.67,0.9278,78.22
4.036291,1,0,124.0,0.9857,90.07
4.126562,0,0,100.67,0.0,99.3
4.226033,0,0,103.33,0.087,99.71
4.325927,0,0,102.33,0.0435,67.08
4.39317,1,1,122.67,0.9305,59.97
4.453352,1,0,123.67,0.9755,76.72
4.530243,1,0,123.0,0.9476,84.34
4.614755,0,0,102.33,0.0438,96.73
4.711669,0,0,102.67,0.0588,99.66
4.811503,0,0,102.33,0.0439,67.69
4.879369,0,0,113.33,0.5278,60.19
4.93974,1,1,123.33,0.969,74.92
5.014879,1,0,123.33,0.969,81.29
5.096343,0,0,102.67,0.0591,95.48
5.191996,0,0,100.83,0.0,99.53
5.291711,0,0,104.0,0.1178,70.41
5.362295,1,1,118.0,0.7353,63.67
5.426187,1,0,123.0,0.9559,76.42
5.502785,1,0,123.0,0.9559,82.89
5.585857,0,0,104.33,0.1323,95.97
5.682002,0,0,101.0,0.0,99.89
5.782083,0,0,103.67,0.1058,72.02
5.854284,0,0,106.33,0.2217,64.42
5.918892,1,1,123.33,0.9704,76.58
5.995701,1,0,122.67,0.9413,82.26
6.078154,0,0,106.33,0.2206,95.75
6.174086,0,0,100.67,0.0,100.39
6.274692,0,0,103.33,0.1013,71.8
6.34671,0,0,103.0,0.087,66.18
6.413084,1,1,123.33,0.9709,76.26
6.489578,1,0,122.0,0.913,77.77
6.567547,1,0,117.67,0.7248,88.79
6.656525,0,0,101.0,0.0,98.62
6.755333,0,0,103.0,0.087,75.27
6.830799,0,0,102.0,0.0435,66.12
6.897125,1,1,122.33,0.9409,76.67
6.974034,1,0,122.33,0.9409,78.48
7.052717,1,0,121.67,0.9118,93.22
7.146133,0,0,100.33,0.0,100.11
7.246451,0,0,102.67,0.0737,75.1
7.321755,0,0,102.33,0.0588,67.5
7.389452,1,1,122.67,0.9573,77.84
7.467543,1,0,122.0,0.9404,76.77
7.544523,1,0,123.0,0.9852,87.25
7.631978,0,0,101.0,0.0,99.01
7.731196,0,0,104.33,0.1491,97.63
7.829033,0,0,103.0,0.0896,66.92
7.896156,1,1,122.0,0.9404,58.74
7.955151,1,0,122.0,0.9404,76.76
8.032073,1,0,123.0,0.9867,87.17
8.119452,0,0,101.33,0.0148,98.85
8.21852,0,0,105.0,0.1794,96.88
8.315609,0,0,103.0,0.0897,66.33
8.382143,1,1,117.33,0.7324,58.38
8.440785,1,0,122.0,0.9418,74.16
8.515174,1,0,122.67,0.9719,81.44
8.596837,0,0,102.67,0.0759,93.84
8.690904,0,0,101.33,0.0135,100.16
8.791279,0,0,104.33,0.1501,69.56
8.861063,0,0,113.67,0.5753,63.18
8.924458,1,1,122.33,0.9695,75.61
9.000357,1,0,122.33,0.9695,81.58
9.082162,0,0,105.33,0.1956,95.56
9.177946,0,0,101.0,0.0,99.6
9.277768,0,0,104.33,0.1501,71.12
9.349113,0,0,103.33,0.1046,64.96
9.414296,1,1,122.33,0.9695,75.38
9.489941,1,0,122.0,0.9545,78.42
9.568593,1,0,116.0,0.6813,88.94
9.657765,0,0,101.33,0.0135,98.37
9.756369,0,0,103.67,0.12,73.21
9.829825,0,0,103.0,0.0895,66.57
9.896634,1,1,122.33,0.9695,76.6
9.973514,1,0,122.0,0.9559,77.71
10.051463,1,0,122.33,0.9843,88.21
10.139908,0,0,101.0,0.0,99.37
10.239511,0,0,104.33,0.1524,96.75
10.336503,0,0,103.0,0.0909,65.67
10.402405,1,1,121.33,0.9381,57.67
10.460354,1,0,121.67,0.9538,76.78
10.537384,1,0,122.67,1.0,88.08
10.625717,0,0,101.0,0.0,98.25
10.724212,0,0,103.67,0.1219,97.89
10.822356,0,0,102.67,0.0757,66.57
10.889169,1,1,121.67,0.9538,58.31
10.947768,1,0,121.33,0.9395,74.25
11.022279,1,0,122.0,0.9845,81.2
11.103734,0,0,101.67,0.0299,93.93
11.19792,0,0,101.0,0.0,99.31
11.297484,0,0,102.67,0.0769,69.42
11.36716,0,0,107.33,0.2957,60.46
11.427881,1,1,122.0,0.9845,75.9
11.504085,1,0,121.67,0.969,79.25
11.583595,0,0,105.0,0.1863,94.25
11.678108,0,0,101.0,0.0,98.68
11.777046,0,0,103.67,0.1238,70.45
11.847763,0,0,102.33,0.0609,64.33
11.912355,1,1,122.0,0.9845,75.46
11.988121,1,0,121.0,0.9375,75.84
12.064233,1,0,121.67,0.969,88.44
12.152946,0,0,100.33,0.0,96.93
12.250143,0,0,102.67,0.0769,74.33
12.324743,0,0,101.67,0.0299,66.48
12.391492,1,1,122.0,0.9845,77.0
12.468803,1,0,121.33,0.953,76.54
12.545625,1,0,122.0,0.9845,86.97
12.632871,0,0,100.33,0.0,97.63
12.730799,0,0,103.67,0.1225,97.02
12.828093,0,0,102.0,0.0439,65.85
12.894215,1,1,121.0,0.9375,57.82
12.952356,1,0,121.33,0.953,75.77
13.028417,1,0,121.0,0.9375,82.74
13.111446,0,0,101.67,0.0285,93.89
13.205622,0,0,101.0,0.0,99.53
13.305431,0,0,102.0,0.047,67.56
13.373265,0,0,108.33,0.3447,60.38
13.433932,1,1,121.0,0.9406,74.42
13.508686,1,0,121.33,0.9561,81.24
13.590219,0,0,103.0,0.0952,94.73
13.685234,0,0,100.67,0.0,99.28
13.784807,0,0,103.0,0.0952,69.09
13.854191,0,0,105.0,0.1905,64.09
13.918595,1,1,121.33,0.9681,74.55
13.993483,1,0,120.67,0.9367,80.98
14.074787,0,0,107.67,0.3176,93.72
14.168811,0,0,100.33,0.0,98.0
14.267114,0,0,103.0,0.0952,70.03
14.337443,0,0,101.67,0.0319,63.61
14.401348,1,1,120.67,0.9367,74.22
14.475915,1,0,120.67,0.9367,74.24
14.550465,1,0,121.33,0.9681,85.81
14.636586,0,0,101.0,0.0,97.57
14.73446,0,0,103.67,0.1271,96.14
14.830908,0,0,102.0,0.0476,65.49
14.896696,1,1,120.33,0.9205,57.81
14.954907,1,0,120.67,0.9367,76.4
15.031571,1,0,122.0,1.0,86.3
15.118185,0,0,101.67,0.032,97.6
15.216096,0,0,104.0,0.1433,96.47
15.312883,0,0,102.33,0.0635,66.49
15.379715,0,0,111.33,0.4935,58.24
15.438282,1,1,120.67,0.9396,72.85
15.51145,1,0,121.33,0.9711,79.6
15.591367,0,0,103.33,0.1127,93.08
15.684771,0,0,100.67,0.0,98.09
15.783199,0,0,103.0,0.0968,69.82
15.853338,0,0,104.0,0.1451,63.26
15.916923,1,1,121.0,0.9676,74.41
15.991701,1,0,120.67,0.9516,79.42
16.071454,1,0,110.67,0.4694,92.76
16.164543,0,0,100.67,0.0,98.96
16.263836,0,0,104.0,0.1456,71.1
16.335267,0,0,102.67,0.0811,64.32
16.399912,1,1,121.0,0.9708,75.63
16.475915,1,0,120.33,0.9508,74.04
16.55029,1,0,121.67,1.0,86.77
16.637402,0,0,101.0,0.0,98.15
16.735887,0,0,104.0,0.1476,97.39
16.833615,0,0,102.33,0.0654,66.03
16.899975,1,1,120.33,0.9508,57.88
16.95824,1,0,120.67,0.9675,78.23
17.036767,1,0,120.0,0.9346,93.14
17.130257,0,0,100.33,0.0,99.92
17.23053,0,0,104.33,0.1638,97.6
17.32847,0,0,103.33,0.1146,66.2
17.395026,1,1,120.33,0.9508,58.38
17.453803,1,0,121.0,0.9838,77.01
17.531113,1,0,122.0,1.0,86.88
17.618347,0,0,103.0,0.0984,96.98
17.715683,0,0,105.67,0.2297,98.46
17.814497,0,0,104.0,0.1476,65.93
17.880792,0,0,113.0,0.5903,58.44
17.939593,1,1,120.67,0.9675,73.55
18.013499,1,0,121.0,0.987,79.78
18.093635,0,0,104.67,0.1811,93.71
18.187709,0,0,103.0,0.0987,99.32
18.287383,0,0,105.67,0.2253,68.43
18.356169,0,0,107.33,0.3078,64.27
18.42081,1,1,121.0,0.9869,74.09
18.495304,1,0,121.0,0.9869,81.69
18.577357,1,0,108.67,0.3793,93.57
18.671287,0,0,102.33,0.0602,98.72
