event,model,source,t_s
pi_flash,kuramoto,pi_oscillator,0.559329
virtual_flash,kuramoto,camera,0.814553
virtual_flash,kuramoto,camera,1.282646
pi_flash,kuramoto,pi_oscillator,1.323739
virtual_flash,kuramoto,camera,1.7187
pi_flash,kuramoto,pi_oscillator,1.778507
pi_flash,kuramoto,pi_oscillator,2.255232
virtual_flash,kuramoto,camera,2.374725
virtual_flash,kuramoto,camera,2.779984
pi_flash,kuramoto,pi_oscillator,2.856684
virtual_flash,kuramoto,camera,3.235389
pi_flash,kuramoto,pi_oscillator,3.316978
virtual_flash,kuramoto,camera,3.780825
pi_flash,kuramoto,pi_oscillator,3.780825
virtual_flash,kuramoto,camera,4.192239
pi_flash,kuramoto,pi_oscillator,4.266304
virtual_flash,kuramoto,camera,4.625604
pi_flash,kuramoto,pi_oscillator,4.731295
virtual_flash,kuramoto,camera,5.175204
pi_flash,kuramoto,pi_oscillator,5.261169
virtual_flash,kuramoto,camera,5.615017
pi_flash,kuramoto,pi_oscillator,5.713163
virtual_flash,kuramoto,camera,6.157007
pi_flash,kuramoto,pi_oscillator,6.157007
virtual_flash,kuramoto,camera,6.595738
pi_flash,kuramoto,pi_oscillator,6.656032
pi_flash,kuramoto,pi_oscillator,7.117407
virtual_flash,kuramoto,camera,7.224342
pi_flash,kuramoto,pi_oscillator,7.7051
virtual_flash,kuramoto,camera,8.004482
pi_flash,kuramoto,pi_oscillator,8.262606
virtual_flash,kuramoto,camera,8.650221
virtual_flash,kuramoto,camera,9.193021
pi_flash,kuramoto,pi_oscillator,9.193021
virtual_flash,kuramoto,camera,9.618183
pi_flash,kuramoto,pi_oscillator,9.722857
virtual_flash,kuramoto,camera,10.185817
pi_flash,kuramoto,pi_oscillator,10.185817
virtual_flash,kuramoto,camera,10.721879
pi_flash,kuramoto,pi_oscillator,10.756876
virtual_flash,kuramoto,camera,11.132217
pi_flash,kuramoto,pi_oscillator,11.231953
virtual_flash,kuramoto,camera,11.696061
pi_flash,kuramoto,pi_oscillator,11.719363
virtual_flash,kuramoto,camera,12.220922
pi_flash,kuramoto,pi_oscillator,12.245276
virtual_flash,kuramoto,camera,12.651389
pi_flash,kuramoto,pi_oscillator,12.757799
virtual_flash,kuramoto,camera,13.210948
pi_flash,kuramoto,pi_oscillator,13.248774
virtual_flash,kuramoto,camera,13.743086
pi_flash,kuramoto,pi_oscillator,13.77822
virtual_flash,kuramoto,camera,14.168313
pi_flash,kuramoto,pi_oscillator,14.285037
virtual_flash,kuramoto,camera,14.72338
pi_flash,kuramoto,pi_oscillator,14.72338
virtual_flash,kuramoto,camera,15.262882
pi_flash,kuramoto,pi_oscillator,15.262882
virtual_flash,kuramoto,camera,15.710406
pi_flash,kuramoto,pi_oscillator,15.788276
virtual_flash,kuramoto,camera,16.248725
pi_flash,kuramoto,pi_oscillator,16.28455
virtual_flash,kuramoto,camera,16.803824
pi_flash,kuramoto,pi_oscillator,16.803824
virtual_flash,kuramoto,camera,17.209339
pi_flash,kuramoto,pi_oscillator,17.311124
virtual_flash,kuramoto,camera,17.752695
pi_flash,kuramoto,pi_oscillator,17.798006
virtual_flash,kuramoto,camera,18.324932
pi_flash,kuramoto,pi_oscillator,18.324932
virtual_flash,kuramoto,camera,18.750626
pi_flash,kuramoto,pi_oscillator,18.870299
virtual_flash,kuramoto,camera,19.31247
pi_flash,kuramoto,pi_oscillator,19.354135
virtual_flash,kuramoto,camera,19.839627
pi_flash,kuramoto,pi_oscillator,19.861274
virtual_flash,kuramoto,camera,20.379398
pi_flash,kuramoto,pi_oscillator,20.379398
virtual_flash,kuramoto,camera,20.828715
pi_flash,kuramoto,pi_oscillator,20.906587
virtual_flash,kuramoto,camera,21.361785
pi_flash,kuramoto,pi_oscillator,21.397203
virtual_flash,kuramoto,camera,21.906939
pi_flash,kuramoto,pi_oscillator,21.906939
virtual_flash,kuramoto,camera,22.355903
pi_flash,kuramoto,pi_oscillator,22.45308
virtual_flash,kuramoto,camera,22.890669
pi_flash,kuramoto,pi_oscillator,22.912548
virtual_flash,kuramoto,camera,23.432846
pi_flash,kuramoto,pi_oscillator,23.432846
virtual_flash,kuramoto,camera,23.853528
pi_flash,kuramoto,pi_oscillator,23.93301
virtual_flash,kuramoto,camera,24.425877
pi_flash,kuramoto,pi_oscillator,24.425877
virtual_flash,kuramoto,camera,24.859179
pi_flash,kuramoto,pi_oscillator,24.944556
virtual_flash,kuramoto,camera,25.384947
pi_flash,kuramoto,pi_oscillator,25.429984
virtual_flash,kuramoto,camera,25.933143
pi_flash,kuramoto,pi_oscillator,25.933143
virtual_flash,kuramoto,camera,26.36255
pi_flash,kuramoto,pi_oscillator,26.468944
virtual_flash,kuramoto,camera,26.901258
pi_flash,kuramoto,pi_oscillator,26.958717
pi_flash,kuramoto,pi_oscillator,27.434723
virtual_flash,kuramoto,camera,27.534678
pi_flash,kuramoto,pi_oscillator,28.073738
virtual_flash,kuramoto,camera,28.443832
pi_flash,kuramoto,pi_oscillator,28.619301
virtual_flash,kuramoto,camera,29.09116
pi_flash,kuramoto,pi_oscillator,29.218894
virtual_flash,kuramoto,camera,29.610227
pi_flash,kuramoto,pi_oscillator,29.707616
